paragraph,stemmed,tokenized,stemmed_and_tokenized
"during the first year after commencement
continuously prevents the insured person from
performing all duties pertaining to that person’s
occupation and",dure the first year after commenc continu prevent the insur person from perform all duti pertain to that person occup and,"during the first year after commencement 
 continuously prevent the insured person from 
 perform all duty pertain to that person ’ 
 occupation and",dure the first year after commenc continu prevent the insur person from perform all duti pertain to that person occup and
"Allstate has the right and must be given the
opportunity to make an autopsy where it is not
prohibited by law",allstat has the right and must be given the opportun to make an autopsi where it is not prohibit by law,"Allstate have the right and must be give the 
 opportunity to make an autopsy where it be not 
 prohibit by law",allstat have the right and must be give the opportun to make an autopsi where it be not prohibit by law
"Allstate We or Us  means the Allstate
Insurance Company or Allstate Indemnity
Company as shown on the Policy Declarations",allstat we or us mean the allstat insur compani or allstat indemn compani as shown on the polici declar,"Allstate We or Us   mean the Allstate 
 Insurance Company or Allstate Indemnity 
 Company as show on the Policy declaration",allstat we or we mean the allstat insur compani or allstat indemn compani as show on the polici declar
"The beneficiary’s consent is not required for
cancellation assignment change of beneficiary or
any other change under this coverage",the beneficiari consent is not requir for cancel assign chang of beneficiari or ani other chang under this coverag,"the beneficiary ’s consent be not require for 
 cancellation assignment change of beneficiary or 
 any other change under this coverage",the beneficiari consent be not requir for cancel assign chang of beneficiari or ani other chang under this coverag
"This coverage does not apply to disability
1 sustained in the course of an occupation by any
person while",this coverag doe not appli to disabl 1 sustain in the cours of an occup by ani person while,"this coverage do not apply to disability 
 1 sustain in the course of an occupation by any 
 person while",this coverag doe not appli to disabl 1 sustain in the cour of an occup by ani person while
"operating loading unloading assisting on
or performing any other duties related to the
use of a commercial auto or an auto hired
or rented to others for a charge
b repairing or servicing autos including any
related duties",oper load unload assist on or perform ani other duti relat to the use of a commerci auto or an auto hire or rent to other for a charg b repair or servic auto includ ani relat duti,"operating loading unloading assist on 
 or perform any other duty relate to the 
 use of a commercial auto or an auto hire 
 or rent to other for a charge 
 b repair or servicing auto include any 
 relate duty",oper load unload assist on or perform ani other duti relat to the use of a commerci auto or an auto hire or rent to other for a charg b repair or servic auto includ ani relat duti
"sustained while in on getting into or out of or
when struck as a pedestrian by
a a vehicle operated on rails or
crawlertreads
b a vehicle or other equipment designed for
use off public roads while not on public
roads or
c a vehicle when used as a residence or
premises",sustain while in on get into or out of or when struck as a pedestrian by a a vehicl oper on rail or crawlertread b a vehicl or other equip design for use off public road while not on public road or c a vehicl when use as a resid or premis,"sustain while in on get into or out of or 
 when strike as a pedestrian by 
 a a vehicle operate on rail or 
 crawlertread 
 b a vehicle or other equipment design for 
 use off public road while not on public 
 road or 
 c a vehicle when use as a residence or 
 premise",sustain while in on get into or out of or when strike as a pedestrian by a a vehicl oper on rail or crawlertread b a vehicl or other equip design for use off public road while not on public road or c a vehicl when use as a resid or premis
"Weekly benefits are payable to the disabled insured
person Accrued weekly benefits are payable every
four weeks Any remaining balance is payable at
termination of the disability period Benefits end
upon the death of the insured person",week benefit are payabl to the disabl insur person accru week benefit are payabl everi four week ani remain balanc is payabl at termin of the disabl period benefit end upon the death of the insur person,"weekly benefit be payable to the disabled insure 
 person accrue weekly benefit be payable every 
 four week any remain balance be payable at 
 termination of the disability period benefit end 
 upon the death of the insured person",week benefit be payabl to the disabl insur person accru week benefit be payabl everi four week ani remain balanc be payabl at termin of the disabl period benefit end upon the death of the insur person
"Proof Of Claim Medical Reports
As soon as possible any person making claim must
give us written proof of claim
The injured person may be required to take medical
examinations by physicians we choose as often as
we reasonably require We must be given
authorization to obtain medical reports and copies of
records pertinent to the claim",proof of claim medic report as soon as possibl ani person make claim must give us written proof of claim the injur person may be requir to take medic examin by physician we choos as often as we reason requir we must be given author to obtain medic report and copi of record pertin to the claim,"proof of Claim Medical Reports 
 as soon as possible any person make claim must 
 give we write proof of claim 
 the injure person may be require to take medical 
 examination by physician we choose as often as 
 we reasonably require we must be give 
 authorization to obtain medical report and copy of 
 record pertinent to the claim",proof of claim medic report as soon as possibl ani person make claim must give we write proof of claim the injur person may be requir to take medic examin by physician we choos as often as we reason requir we must be give author to obtain medic report and copi of record pertin to the claim
"Part 5
Uninsured Motorists Insurance
Coverage SS
We will pay damages because of bodily injury which
an insured person is legally entitled to recover from
the owner or operator of an uninsured auto Bodily
injury must be caused by accident and arise out of
the ownership maintenance or use of an uninsured
auto We will not pay any punitive or exemplary
damages",part 5 uninsur motorist insur coverag ss we will pay damag becaus of bodili injuri which an insur person is legal entitl to recov from the owner or oper of an uninsur auto bodili injuri must be caus by accid and aris out of the ownership mainten or use of an uninsur auto we will not pay ani punit or exemplari damag,"part 5 
 Uninsured Motorists Insurance 
 Coverage SS 
 we will pay damage because of bodily injury which 
 an insured person be legally entitle to recover from 
 the owner or operator of an uninsured auto bodily 
 injury must be cause by accident and arise out of 
 the ownership maintenance or use of an uninsured 
 auto we will not pay any punitive or exemplary 
 damage",part 5 uninsur motorist insur coverag ss we will pay damag becaus of bodili injuri which an insur person be legal entitl to recov from the owner or oper of an uninsur auto bodili injuri must be caus by accid and aris out of the ownership mainten or use of an uninsur auto we will not pay ani punit or exemplari damag
"The right to benefits and the amount payable will be
decided by agreement between the insured person
and Allstate If an agreement can’t be reached the
decision may be made by arbitration
If an insured person sues a person believed
responsible for the accident without giving us notice
so as to give us adequate time to intervene in a
lawsuit we aren’t bound by any resulting judgment",the right to benefit and the amount payabl will be decid by agreement between the insur person and allstat if an agreement can't be reach the decis may be made by arbitr if an insur person sue a person believ respons for the accid without give us notic so as to give us adequ time to interven in a lawsuit we aren't bound by ani result judgment,"the right to benefit and the amount payable will be 
 decide by agreement between the insured person 
 and Allstate if an agreement can not be reach the 
 decision may be make by arbitration 
 if an insured person sue a person believe 
 responsible for the accident without give we notice 
 so as to give we adequate time to intervene in a 
 lawsuit we be not bind by any result judgment",the right to benefit and the amount payabl will be decid by agreement between the insur person and allstat if an agreement can not be reach the decis may be make by arbitr if an insur person sue a person believ respon for the accid without give we notic so as to give we adequ time to interven in a lawsuit we be not bind by ani result judgment
"Any other person who is legally entitled to
recover because of bodily injury to you a
relative who resides in your household or an
occupant of your insured auto with your
permission",ani other person who is legal entitl to recov becaus of bodili injuri to you a relat who resid in your household or an occup of your insur auto with your permiss,"any other person who be legally entitle to 
 recover because of bodily injury to you a 
 relative who reside in your household or an 
 occupant of your insured auto with your 
 permission",ani other person who be legal entitl to recov becaus of bodili injuri to you a relat who resid in your household or an occup of your insur auto with your permiss
"you acquire ownership of during the policy
period This additional motor vehicle will be
covered if Allstate insures all other private
passenger motor vehicles you own You must
however notify Allstate within 60 days after you
acquire the motor vehicle and you must pay any
additional premium",you acquir ownership of dure the polici period this addit motor vehicl will be cover if allstat insur all other privat passeng motor vehicl you own you must howev notifi allstat within 60 day after you acquir the motor vehicl and you must pay ani addit premium,"you acquire ownership of during the policy 
 period this additional motor vehicle will be 
 cover if Allstate insure all other private 
 passenger motor vehicle you own you must 
 however notify Allstate within 60 day after you 
 acquire the motor vehicle and you must pay any 
 additional premium",you acquir ownership of dure the polici period this addit motor vehicl will be cover if allstat insur all other privat passeng motor vehicl you own you must howev notifi allstat within 60 day after you acquir the motor vehicl and you must pay ani addit premium
"not owned by you or a relative who resides in
your household being temporarily used while
your insured auto is being serviced or repaired
or if your insured auto is stolen or destroyed
The motor vehicle must be used with the
owner’s permission It can’t be furnished for the
regular use of you or any relative who resides in
your household",not own by you or a relat who resid in your household be temporarili use while your insur auto is be servic or repair or if your insur auto is stolen or destroy the motor vehicl must be use with the owner permiss it can't be furnish for the regular use of you or ani relat who resid in your household,"not own by you or a relative who reside in 
 your household be temporarily use while 
 your insure auto be be service or repair 
 or if your insure auto be steal or destroy 
 the motor vehicle must be use with the 
 owner ’s permission it can not be furnish for the 
 regular use of you or any relative who reside in 
 your household",not own by you or a relat who resid in your household be temporarili use while your insur auto be be servic or repair or if your insur auto be steal or destroy the motor vehicl must be use with the owner permiss it can not be furnish for the regular use of you or ani relat who resid in your household
"not owned by you or a relative who resides in
your household being operated by you with the
owner’s permission The motor vehicle can’t be
furnished for the regular use of you or any
relative who resides in your household",not own by you or a relat who resid in your household be oper by you with the owner permiss the motor vehicl can't be furnish for the regular use of you or ani relat who resid in your household,"not own by you or a relative who reside in 
 your household be operate by you with the 
 owner ’s permission the motor vehicle can not be 
 furnish for the regular use of you or any 
 relative who reside in your household",not own by you or a relat who resid in your household be oper by you with the owner permiss the motor vehicl can not be furnish for the regular use of you or ani relat who resid in your household
"a vehicle or other equipment designed for
use off public roads while not on public
roads
b a vehicle operated on rails or
crawlertreads or
c a vehicle when used as a residence or
premises",a vehicl or other equip design for use off public road while not on public road b a vehicl oper on rail or crawlertread or c a vehicl when use as a resid or premis,"a vehicle or other equipment design for 
 use off public road while not on public 
 road 
 b a vehicle operate on rail or 
 crawlertread or 
 c a vehicle when use as a residence or 
 premise",a vehicl or other equip design for use off public road while not on public road b a vehicl oper on rail or crawlertread or c a vehicl when use as a resid or premis
"a motor vehicle which has no bodily injury
liability bond or insurance policy in effect at the
time of the accident",a motor vehicl which has no bodili injuri liabil bond or insur polici in effect at the time of the accid,"a motor vehicle which have no bodily injury 
 liability bond or insurance policy in effect at the 
 time of the accident",a motor vehicl which have no bodili injuri liabil bond or insur polici in effect at the time of the accid
"a hitandrun motor vehicle which causes
bodily injury to an insured person by physical
contact with the insured person or with a vehicle
occupied by that person The identity of the
operator and the owner of the vehicle must be
unknown or cannot be found The accident
must be reported as soon as possible to the
proper authorities We must be notified within
30 days If the insured person was occupying a
vehicle at the time of the accident we have the
right to inspect it",a hitandrun motor vehicl which caus bodili injuri to an insur person by physic contact with the insur person or with a vehicl occupi by that person the ident of the oper and the owner of the vehicl must be unknown or cannot be found the accid must be report as soon as possibl to the proper author we must be notifi within 30 day if the insur person was occupi a vehicl at the time of the accid we have the right to inspect it,"a hitandrun motor vehicle which cause 
 bodily injury to an insured person by physical 
 contact with the insured person or with a vehicle 
 occupy by that person the identity of the 
 operator and the owner of the vehicle must be 
 unknown or can not be find the accident 
 must be report as soon as possible to the 
 proper authority we must be notify within 
 30 day if the insured person be occupy a 
 vehicle at the time of the accident we have the 
 right to inspect it",a hitandrun motor vehicl which caus bodili injuri to an insur person by physic contact with the insur person or with a vehicl occupi by that person the ident of the oper and the owner of the vehicl must be unknown or can not be find the accid must be report as soon as possibl to the proper author we must be notifi within 30 day if the insur person be occupi a vehicl at the time of the accid we have the right to inspect it
"Resident or Reside  means a person who
physically resides in your household with the
intention of continuing residence there Your
unmarried dependent children while temporarily
away from home will be considered residents if
they intend to resume residing in your
household",resid or resid mean a person who physic resid in your household with the intent of continu resid there your unmarri depend children while temporarili away from home will be consid resid if they intend to resum resid in your household,"Resident or Reside   mean a person who 
 physically reside in your household with the 
 intention of continue residence there your 
 unmarried dependent child while temporarily 
 away from home will be consider resident if 
 they intend to resume reside in your 
 household",resid or resid mean a person who physic resid in your household with the intent of continu resid there your unmarri depend child while temporarili away from home will be consid resid if they intend to resum resid in your household
"You or Your  means the insured person
named on the Policy Declarations and that
insured person’s resident spouse",you or your mean the insur person name on the polici declar and that insur person resid spous,"you or your   mean the insure person 
 name on the Policy Declarations and that 
 insure person ’s resident spouse",you or your mean the insur person name on the polici declar and that insur person resid spous
"an underinsured motor vehicle which has
liability protection in effect and applicable at the
time of the accident but less than the applicable
damages the insured person is legally entitled to
recover However an underinsured motor
vehicle is not an insured auto as defined under
this coverage",an underinsur motor vehicl which has liabil protect in effect and applic at the time of the accid but less than the applic damag the insur person is legal entitl to recov howev an underinsur motor vehicl is not an insur auto as defin under this coverag,"an underinsured motor vehicle which have 
 liability protection in effect and applicable at the 
 time of the accident but less than the applicable 
 damage the insured person be legally entitle to 
 recover however an underinsured motor 
 vehicle be not an insured auto as define under 
 this coverage",an underinsur motor vehicl which have liabil protect in effect and applic at the time of the accid but less than the applic damag the insur person be legal entitl to recov howev an underinsur motor vehicl be not an insur auto as defin under this coverag
"a motor vehicle for which no evidence of
financial responsibility is supplied to the
Department of Motor Vehicles within 60 days
after the accident occurs",a motor vehicl for which no evid of financi respons is suppli to the depart of motor vehicl within 60 day after the accid occur,"a motor vehicle for which no evidence of 
 financial responsibility be supply to the 
 Department of Motor Vehicles within 60 day 
 after the accident occur",a motor vehicl for which no evid of financi respon be suppli to the depart of motor vehicl within 60 day after the accid occur
"Exclusions  What is not covered
Allstate will not pay any damages an insured person
is legally entitled to recover because of
1 bodily injury to any person who makes a
settlement without our written consent
2",exclus what is not cover allstat will not pay ani damag an insur person is legal entitl to recov becaus of 1 bodili injuri to ani person who make a settlement without our written consent 2,"exclusion   what be not cover 
 Allstate will not pay any damage an insured person 
 be legally entitle to recover because of 
 1 bodily injury to any person who make a 
 settlement without our write consent 
 2",exclus what be not cover allstat will not pay ani damag an insur person be legal entitl to recov becaus of 1 bodili injuri to ani person who make a settlement without our write consent 2
"Allstate We Us or Our  means the
Allstate Insurance Company or Allstate
Indemnity Company as shown on the Policy
Declarations",allstat we us or our mean the allstat insur compani or allstat indemn compani as shown on the polici declar,"allstate we Us or our   mean the 
 Allstate Insurance Company or Allstate 
 Indemnity Company as show on the policy 
 declaration",allstat we we or our mean the allstat insur compani or allstat indemn compani as show on the polici declar
"bodily injury to anyone while in on getting into
or out of a motor vehicle you own which is
insured for this coverage under another policy
bodily injury if the payment would directly or
indirectly benefit any workers compensation or
disability benefits insurer including a self
insurer",bodili injuri to anyon while in on get into or out of a motor vehicl you own which is insur for this coverag under anoth polici bodili injuri if the payment would direct or indirect benefit ani worker compens or disabl benefit insur includ a self insur,"bodily injury to anyone while in on get into 
 or out of a motor vehicle you own which be 
 insure for this coverage under another policy 
 bodily injury if the payment would directly or 
 indirectly benefit any worker compensation or 
 disability benefit insurer include a self 
 insurer",bodili injuri to anyon while in on get into or out of a motor vehicl you own which be insur for this coverag under anoth polici bodili injuri if the payment would direct or indirect benefit ani worker compen or disabl benefit insur includ a self insur
"THE COVERAGE LIMIT SHOWN ON THE POLICY
DECLARATIONS FOR
1 EACH PERSON IS THE MAXIMUM THAT WE
WILL PAY FOR DAMAGES ARISING OUT OF
BODILY INJURY TO ONE PERSON IN ANY ONE
MOTOR VEHICLE ACCIDENT INCLUDING
DAMAGES SUSTAINED BY ANYONE ELSE AS A
RESULT OF THAT BODILY INJURY",the coverag limit shown on the polici declar for 1 each person is the maximum that we will pay for damag aris out of bodili injuri to one person in ani one motor vehicl accid includ damag sustain by anyon els as a result of that bodili injuri,"the COVERAGE LIMIT show on the POLICY 
 DECLARATIONS for 
 1 each person be the MAXIMUM that WE 
 will pay for DAMAGES arise out of 
 BODILY injury to one person in any one 
 MOTOR VEHICLE accident include 
 DAMAGES sustained by anyone else as a 
 result of that BODILY injury",the coverag limit show on the polici declar for 1 each person be the maximum that we will pay for damag aris out of bodili injuri to one person in ani one motor vehicl accid includ damag sustain by anyon el as a result of that bodili injuri
"EACH ACCIDENT IS THE MAXIMUM THAT WE
WILL PAY FOR DAMAGES ARISING OUT OF
BODILY INJURY TO TWO OR MORE PERSONS
IN ANY ONE MOTOR VEHICLE ACCIDENT THIS
LIMIT IS SUBJECT TO THE LIMIT FOR EACH
PERSON",each accid is the maximum that we will pay for damag aris out of bodili injuri to two or more person in ani one motor vehicl accid this limit is subject to the limit for each person,"each accident be the MAXIMUM that WE 
 will pay for DAMAGES arise out of 
 BODILY injury to two or MORE person 
 in any one MOTOR VEHICLE accident this 
 LIMIT be subject to the LIMIT for EACH 
 person",each accid be the maximum that we will pay for damag aris out of bodili injuri to two or more person in ani one motor vehicl accid this limit be subject to the limit for each person
"Allstate Insurance Company
THESE LIMITS ARE THE MAXIMUM ALLSTATE
WILL PAY FOR ANY ONE MOTOR VEHICLE
ACCIDENT REGARDLESS OF THE NUMBER OF
1 CLAIMS MADE",allstat insur compani these limit are the maximum allstat will pay for ani one motor vehicl accid regardless of the number of 1 claim made,"Allstate Insurance Company 
 these limit be the MAXIMUM allstate 
 will pay for any one MOTOR vehicle 
 accident regardless of the number of 
 1 claim make",allstat insur compani these limit be the maximum allstat will pay for ani one motor vehicl accid regardless of the number of 1 claim make
"DAMAGES PAYABLE WILL BE REDUCED BY
1 ALL AMOUNTS PAID BY THE OWNER OR
OPERATOR OF THE UNINSURED AUTO OR
ANYONE ELSE RESPONSIBLE THIS INCLUDES
ALL SUMS PAID UNDER THE BODILY INJURY
LIABILITY COVERAGE OF THIS OR ANY OTHER
AUTO POLICY",damag payabl will be reduc by 1 all amount paid by the owner or oper of the uninsur auto or anyon els respons this includ all sum paid under the bodili injuri liabil coverag of this or ani other auto polici,"damages payable will be REDUCED by 
 1 all amounts pay by the OWNER OR 
 operator of the UNINSURED auto or 
 anyone else RESPONSIBLE this include 
 all sums pay under the BODILY injury 
 LIABILITY coverage of this OR any other 
 AUTO POLICY",damag payabl will be reduc by 1 all amount pay by the owner or oper of the uninsur auto or anyon els respon this includ all sum pay under the bodili injuri liabil coverag of this or ani other auto polici
"ALL AMOUNTS PAYABLE UNDER ANY
WORKERS COMPENSATION LAW DISABILITY
BENEFITS LAW OR SIMILAR LAW
AUTOMOBILE MEDICAL PAYMENTS OR ANY
SIMILAR AUTOMOBILE MEDICAL PAYMENTS
COVERAGE",all amount payabl under ani worker compens law disabl benefit law or similar law automobil medic payment or ani similar automobil medic payment coverag,"all amount payable under any 
 WORKERS compensation LAW DISABILITY 
 benefit law or similar LAW 
 AUTOMOBILE MEDICAL payment or any 
 similar AUTOMOBILE MEDICAL payment 
 coverage",all amount payabl under ani worker compen law disabl benefit law or similar law automobil medic payment or ani similar automobil medic payment coverag
"WE ARE NOT OBLIGATED TO MAKE ANY PAYMENT
FOR BODILY INJURY UNDER THIS COVERAGE
WHICH ARISES OUT OF THE USE OF AN
UNDERINSURED MOTOR VEHICLE UNTIL AFTER
THE LIMITS OF LIABILITY FOR ALL LIABILITY
PROTECTION IN EFFECT AND APPLICABLE AT THE
TIME OF THE ACCIDENT HAVE BEEN EXHAUSTED
BY PAYMENT OF JUDGMENTS OR SETTLEMENTS",we are not oblig to make ani payment for bodili injuri under this coverag which aris out of the use of an underinsur motor vehicl until after the limit of liabil for all liabil protect in effect and applic at the time of the accid have been exhaust by payment of judgment or settlement,"we be not obligate to make any payment 
 for BODILY INJURY under this coverage 
 which arise OUT of the USE of an 
 underinsured MOTOR vehicle until after 
 the limit of LIABILITY for all LIABILITY 
 PROTECTION in EFFECT and APPLICABLE at the 
 TIME of the accident have be exhaust 
 by payment of judgment or settlement",we be not oblig to make ani payment for bodili injuri under this coverag which ari out of the use of an underinsur motor vehicl until after the limit of liabil for all liabil protect in effect and applic at the time of the accid have be exhaust by payment of judgment or settlement
"NO MATTER HOW MANY AUTOS OR AUTO
POLICIES MAY BE INVOLVED WHETHER WRITTEN
BY ALLSTATE OR ANOTHER COMPANY",no matter how mani auto or auto polici may be involv whether written by allstat or anoth compani,"no matter how many auto or auto 
 policy may be involve whether WRITTEN 
 BY ALLSTATE or another company",no matter how mani auto or auto polici may be involv whether write by allstat or anoth compani
"Proof Of Claim Medical Reports
As soon as possible you or any other person making
claim must give us written proof of claim including
all details reasonably required by us to determine the
amounts payable We may also require any person
making claim to submit to questioning under oath
and sign the transcript
The insured person may be required to take medical
examinations by physicians selected by us as often
as we reasonably require The insured person or that
person’s representative must authorize us to obtain
medical reports and copies of records",proof of claim medic report as soon as possibl you or ani other person make claim must give us written proof of claim includ all detail reason requir by us to determin the amount payabl we may also requir ani person make claim to submit to question under oath and sign the transcript the insur person may be requir to take medic examin by physician select by us as often as we reason requir the insur person or that person repres must author us to obtain medic report and copi of record,"proof of Claim Medical Reports 
 as soon as possible you or any other person make 
 claim must give we write proof of claim include 
 all detail reasonably require by we to determine the 
 amount payable we may also require any person 
 making claim to submit to question under oath 
 and sign the transcript 
 the insure person may be require to take medical 
 examination by physician select by we as often 
 as we reasonably require the insured person or that 
 person ’s representative must authorize we to obtain 
 medical report and copy of record",proof of claim medic report as soon as possibl you or ani other person make claim must give we write proof of claim includ all detail reason requir by we to determin the amount payabl we may also requir ani person make claim to submit to question under oath and sign the transcript the insur person may be requir to take medic examin by physician select by we as often as we reason requir the insur person or that person repre must author we to obtain medic report and copi of record
"Assistance And Cooperation
We may require the insured person to take proper
action to preserve all rights to recover damages from
anyone responsible for the bodily injury",assist and cooper we may requir the insur person to take proper action to preserv all right to recov damag from anyon respons for the bodili injuri,"assistance and Cooperation 
 we may require the insured person to take proper 
 action to preserve all right to recover damage from 
 anyone responsible for the bodily injury",assist and cooper we may requir the insur person to take proper action to preserv all right to recov damag from anyon respon for the bodili injuri
"Trust Agreement
When we pay any person under this coverage
1 we are entitled to repayment of amounts paid by
us and related collection expenses out of the
proceeds of any settlement or judgment that
person recovers from any responsible party or
insurer",trust agreement when we pay ani person under this coverag 1 we are entitl to repay of amount paid by us and relat collect expens out of the proceed of ani settlement or judgment that person recov from ani respons parti or insur,"Trust Agreement 
 when we pay any person under this coverage 
 1 we be entitle to repayment of amount pay by 
 we and related collection expense out of the 
 proceed of any settlement or judgment that 
 person recover from any responsible party or 
 insurer",trust agreement when we pay ani person under this coverag 1 we be entitl to repay of amount pay by we and relat collect expen out of the proceed of ani settlement or judgment that person recov from ani respon parti or insur
"all rights of recovery against any responsible
party or insurer must be maintained and
preserved for our benefit",all right of recoveri against ani respons parti or insur must be maintain and preserv for our benefit,"all right of recovery against any responsible 
 party or insurer must be maintain and 
 preserve for our benefit",all right of recoveri against ani respon parti or insur must be maintain and preserv for our benefit
"insured persons if we ask must take proper
action in their name to recover damages from
any responsible party or insurer We will select
the attorney We will pay all related costs and
fees",insur person if we ask must take proper action in their name to recov damag from ani respons parti or insur we will select the attorney we will pay all relat cost and fee,"insured person if we ask must take proper 
 action in their name to recover damage from 
 any responsible party or insurer we will select 
 the attorney we will pay all relate cost and 
 fee",insur person if we ask must take proper action in their name to recov damag from ani respon parti or insur we will select the attorney we will pay all relat cost and fee
"IF THERE IS OTHER INSURANCE
IF THE INSURED PERSON WAS IN ON GETTING
INTO OR OUT OF A VEHICLE YOU DO NOT OWN
WHICH IS INSURED FOR THIS COVERAGE UNDER
ANOTHER POLICY THIS COVERAGE WILL BE
EXCESS THIS MEANS THAT WHEN THE INSURED
PERSON IS LEGALLY ENTITLED TO RECOVER
DAMAGES IN EXCESS OF THE OTHER POLICY
LIMIT WE WILL PAY UP TO YOUR POLICY LIMIT
BUT ONLY AFTER THE OTHER INSURANCE HAS
BEEN EXHAUSTED
IF MORE THAN ONE POLICY APPLIES TO THE
ACCIDENT ON A PRIMARY BASIS THE TOTAL
BENEFITS PAYABLE TO ANY ONE PERSON WILL
NOT EXCEED THE MAXIMUM BENEFITS PAYABLE
BY THE POLICY WITH THE HIGHEST LIMIT FOR
UNINSURED MOTORISTS COVERAGE WE WILL
BEAR OUR PROPORTIONATE SHARE WITH OTHER
UNINSURED MOTORISTS BENEFITS THIS APPLIES",if there is other insur if the insur person was in on get into or out of a vehicl you do not own which is insur for this coverag under anoth polici this coverag will be excess this mean that when the insur person is legal entitl to recov damag in excess of the other polici limit we will pay up to your polici limit but onli after the other insur has been exhaust if more than one polici appli to the accid on a primari basi the total benefit payabl to ani one person will not exceed the maximum benefit payabl by the polici with the highest limit for uninsur motorist coverag we will bear our proportion share with other uninsur motorist benefit this appli,"if there be other insurance 
 if the insured person be in on get 
 INTO or out of a vehicle you do not own 
 which be insure for this coverage under 
 another policy this coverage will be 
 EXCESS this mean that when the insured 
 person be LEGALLY entitle to RECOVER 
 DAMAGES in EXCESS of the other POLICY 
 LIMIT WE will pay up to your POLICY LIMIT 
 but only after the other insurance have 
 be exhaust 
 if MORE than one policy apply to the 
 accident on a PRIMARY basis the total 
 benefit payable to any one person will 
 not exceed the MAXIMUM benefit payable 
 by the POLICY with the HIGHEST LIMIT for 
 uninsured MOTORISTS COVERAGE WE will 
 bear our proportionate share with other 
 uninsured motorist benefit this apply",if there be other insur if the insur person be in on get into or out of a vehicl you do not own which be insur for this coverag under anoth polici this coverag will be excess this mean that when the insur person be legal entitl to recov damag in excess of the other polici limit we will pay up to your polici limit but onli after the other insur have be exhaust if more than one polici appli to the accid on a primari basi the total benefit payabl to ani one person will not exceed the maximum benefit payabl by the polici with the high limit for uninsur motorist coverag we will bear our proportion share with other uninsur motorist benefit this appli
"Payment Of Loss By Allstate
Any amount due is payable to the insured person to
the parent or guardian of an injured minor or to the
spouse of any insured person who dies However
we may pay any person or estate lawfully entitled to
recover the damages",payment of loss by allstat ani amount due is payabl to the insur person to the parent or guardian of an injur minor or to the spous of ani insur person who die howev we may pay ani person or estat law entitl to recov the damag,"payment of loss by Allstate 
 any amount due be payable to the insured person to 
 the parent or guardian of an injured minor or to the 
 spouse of any insured person who die however 
 we may pay any person or estate lawfully entitle to 
 recover the damage",payment of loss by allstat ani amount due be payabl to the insur person to the parent or guardian of an injur minor or to the spous of ani insur person who die howev we may pay ani person or estat law entitl to recov the damag
"Allstate Insurance Company
If We Cannot Agree
If the insured person and we don’t agree on that
person’s right to receive damages on any claim
involving an amount of 3000 or less the dispute will
be settled by arbitration",allstat insur compani if we cannot agre if the insur person and we don't agre on that person right to receiv damag on ani claim involv an amount of 3000 or less the disput will be settl by arbitr,"Allstate Insurance Company 
 if we can not agree 
 if the insured person and we do not agree on that 
 person ’s right to receive damage on any claim 
 involve an amount of 3000 or less the dispute will 
 be settle by arbitration",allstat insur compani if we can not agre if the insur person and we do not agre on that person right to receiv damag on ani claim involv an amount of 3000 or less the disput will be settl by arbitr
"If the insured person and we don’t agree on that
person’s right to receive damages on any claim
involving an amount over 3000 then upon the
mutual consent of the insured person and Allstate
the disagreement may be settled by arbitration The
insured person and we however must mutually
agree to arbitrate the disagreements If the insured
person and we do not agree to arbitrate then the
disagreement will be resolved in a court of competent
jurisdiction",if the insur person and we don't agre on that person right to receiv damag on ani claim involv an amount over 3000 then upon the mutual consent of the insur person and allstat the disagr may be settl by arbitr the insur person and we howev must mutual agre to arbitr the disagr if the insur person and we do not agre to arbitr then the disagr will be resolv in a court of compet jurisdict,"if the insured person and we do not agree on that 
 person ’s right to receive damage on any claim 
 involve an amount over 3000 then upon the 
 mutual consent of the insured person and Allstate 
 the disagreement may be settle by arbitration the 
 insured person and we however must mutually 
 agree to arbitrate the disagreement if the insure 
 person and we do not agree to arbitrate then the 
 disagreement will be resolve in a court of competent 
 jurisdiction",if the insur person and we do not agre on that person right to receiv damag on ani claim involv an amount over 3000 then upon the mutual consent of the insur person and allstat the disagr may be settl by arbitr the insur person and we howev must mutual agre to arbitr the disagr if the insur person and we do not agre to arbitr then the disagr will be resolv in a court of compet jurisdict
"Unless the insured person or we object arbitration
will take place under the rules of the American
Arbitration Association",unless the insur person or we object arbitr will take place under the rule of the american arbitr associ,"unless the insured person or we object arbitration 
 will take place under the rule of the american 
 Arbitration Association",unless the insur person or we object arbitr will take place under the rule of the american arbitr associ
