paragraph,stemmed,tokenized,stemmed_and_tokenized
"1 Loss to your covered auto which occurs
while it is used to carry persons or property
for a fee This exclusion 1 does not apply
to a sharetheexpense car pool
2 Damage due and confined to",1 loss to your cover auto which occur while it is use to carri person or properti for a fee this exclus 1 doe not appli to a sharetheexpens car pool 2 damag due and confin to,"1 loss to your cover auto which occur 
 while it be use to carry person or property 
 for a fee this exclusion 1 do not apply 
 to a sharetheexpense car pool 
 2 damage due and confine to",1 loss to your cover auto which occur while it be use to carri person or properti for a fee this exclus 1 doe not appli to a sharetheexpens car pool 2 damag due and confin to
"b awnings or cabanas or
c equipment designed to create additional living facilities
9 Loss to any of the following or their accessories",b awn or cabana or c equip design to creat addit live facil 9 loss to ani of the follow or their accessori,"b awning or cabana or 
 c equipment design to create additional living facility 
 9 loss to any of the follow or their accessory",b awn or cabana or c equip design to creat addit live facil 9 loss to ani of the follow or their accessori
"d road damage to tires
This exclusion 2 does not apply if the
damage results from the total theft of your
covered auto
3 Loss due to or as a consequence of
a radioactive contamination
b discharge of any nuclear weapon even
if accidental
c war declared or undeclared",d road damag to tire this exclus 2 doe not appli if the damag result from the total theft of your cover auto 3 loss due to or as a consequ of a radioact contamin b discharg of ani nuclear weapon even if accident c war declar or undeclar,"d road damage to tire 
 this exclusion 2 do not apply if the 
 damage result from the total theft of your 
 cover auto 
 3 loss due to or as a consequence of 
 a radioactive contamination 
 b discharge of any nuclear weapon even 
 if accidental 
 c war declare or undeclare",d road damag to tire this exclus 2 doe not appli if the damag result from the total theft of your cover auto 3 loss due to or as a consequ of a radioact contamin b discharg of ani nuclear weapon even if accident c war declar or undeclar
"d scanning monitor receiver
This exclusion 9 does not apply if the
equipment is permanently installed in the
opening of the dash or console of your
covered auto or any nonowned auto
This opening must be normally used by the
auto manufacturer for the installation of a
radio
10 Loss to equipment designed or used for the
detection or location of radar",d scan monitor receiv this exclus 9 doe not appli if the equip is perman instal in the open of the dash or consol of your cover auto or ani nonown auto this open must be normal use by the auto manufactur for the instal of a radio 10 loss to equip design or use for the detect or locat of radar,"d scan monitor receiver 
 this exclusion 9 do not apply if the 
 equipment be permanently instal in the 
 opening of the dash or console of your 
 covered auto or any nonowne auto 
 this opening must be normally use by the 
 auto manufacturer for the installation of a 
 radio 
 10 loss to equipment design or use for the 
 detection or location of radar",d scan monitor receiv this exclus 9 doe not appli if the equip be perman instal in the open of the dash or consol of your cover auto or ani nonown auto this open must be normal use by the auto manufactur for the instal of a radio 10 loss to equip design or use for the detect or locat of radar
"11 Loss to any nonowned auto being maintained or used by any person while
employed or otherwise engaged in the
business of
a selling",11 loss to ani nonown auto be maintain or use by ani person while employ or otherwis engag in the busi of a sell,"11 loss to any nonowne auto be maintain or use by any person while 
 employ or otherwise engage in the 
 business of 
 a selling",11 loss to ani nonown auto be maintain or use by ani person while employ or otherwis engag in the busi of a sell
"c servicing
vehicles designed for use on public highways This includes road testing and
delivery
12 Loss to any nonowned auto being maintained or used by any person while
employed or otherwise engaged in any
business not described in exclusion 11
This exclusion 12 does not apply to the
maintenance or use by you or any family
member of a nonowned auto which is a
private passenger auto or trailer",c servic vehicl design for use on public highway this includ road test and deliveri 12 loss to ani nonown auto be maintain or use by ani person while employ or otherwis engag in ani busi not describ in exclus 11 this exclus 12 doe not appli to the mainten or use by you or ani famili member of a nonown auto which is a privat passeng auto or trailer,"c service 
 vehicle design for use on public highway this include road testing and 
 delivery 
 12 loss to any nonowne auto be maintain or use by any person while 
 employ or otherwise engage in any 
 business not describe in exclusion 11 
 this exclusion 12 do not apply to the 
 maintenance or use by you or any family 
 member of a nonowne auto which be a 
 private passenger auto or trailer",c servic vehicl design for use on public highway this includ road test and deliveri 12 loss to ani nonown auto be maintain or use by ani person while employ or otherwis engag in ani busi not describ in exclus 11 this exclus 12 doe not appli to the mainten or use by you or ani famili member of a nonown auto which be a privat passeng auto or trailer
"LOSS PAYABLE CLAUSE
Loss or damage under this policy shall be paid as
interest may appear to you and the loss payee
shown in the Declarations This insurance with
respect to the interest of the loss payee shall not
become invalid because of your fraudulent acts or
omissions unless the loss results from your conversion secretion or embezzlement of your covered
auto However we reserve the right to cancel the
policy as permitted by policy terms and the cancellation shall terminate this agreement as to the loss
payees interest We will mail the loss payee written notice at least 10 days before the effective date
of cancellation
When we pay the loss payee we shall to the extent
of payment be subrogated to the loss payees
rights of recovery
NO BENEFIT TO BAILEE",loss payabl claus loss or damag under this polici shall be paid as interest may appear to you and the loss paye shown in the declar this insur with respect to the interest of the loss paye shall not becom invalid becaus of your fraudul act or omiss unless the loss result from your convers secret or embezzl of your cover auto howev we reserv the right to cancel the polici as permit by polici term and the cancel shall termin this agreement as to the loss paye interest we will mail the loss paye written notic at least 10 day befor the effect date of cancel when we pay the loss paye we shall to the extent of payment be subrog to the loss paye right of recoveri no benefit to baile,"loss payable clause 
 loss or damage under this policy shall be pay as 
 interest may appear to you and the loss payee 
 show in the Declarations this insurance with 
 respect to the interest of the loss payee shall not 
 become invalid because of your fraudulent act or 
 omission unless the loss result from your conversion secretion or embezzlement of your cover 
 auto however we reserve the right to cancel the 
 policy as permit by policy term and the cancellation shall terminate this agreement as to the loss 
 payee interest we will mail the loss payee write notice at least 10 day before the effective date 
 of cancellation 
 when we pay the loss payee we shall to the extent 
 of payment be subrogate to the loss payee 
 right of recovery 
 no benefit to bailee",loss payabl claus loss or damag under this polici shall be pay as interest may appear to you and the loss paye show in the declar this insur with respect to the interest of the loss paye shall not becom invalid becaus of your fraudul act or omiss unless the loss result from your conver secret or embezzl of your cover auto howev we reserv the right to cancel the polici as permit by polici term and the cancel shall termin this agreement as to the loss paye interest we will mail the loss paye write notic at least 10 day befor the effect date of cancel when we pay the loss paye we shall to the extent of payment be subrog to the loss paye right of recoveri no benefit to baile
"1 Actual cash value of the stolen or damaged
property or
2 Amount necessary to repair or replace the
property with like kind and quality
However the most we will pay for loss to any
nonowned auto which is a trailer is 500
B An adjustment for depreciation and physical
condition will be made in determining actual
cash value at the time of loss
PAYMENT OF LOSS
We may pay for loss in money or repair or replace
the damaged or stolen property We may at our expense return any stolen property to
1 You or
2 The address shown in this policy
If we return stolen property we will pay for any
damage resulting from the theft We may keep all
or part of the property at an agreed or appraised
value",1 actual cash valu of the stolen or damag properti or 2 amount necessari to repair or replac the properti with like kind and qualiti howev the most we will pay for loss to ani nonown auto which is a trailer is 500 b an adjust for depreci and physic condit will be made in determin actual cash valu at the time of loss payment of loss we may pay for loss in money or repair or replac the damag or stolen properti we may at our expens return ani stolen properti to 1 you or 2 the address shown in this polici if we return stolen properti we will pay for ani damag result from the theft we may keep all or part of the properti at an agre or apprais valu,"1 actual cash value of the steal or damage 
 property or 
 2 Amount necessary to repair or replace the 
 property with like kind and quality 
 however the most we will pay for loss to any 
 nonowne auto which be a trailer be 500 
 b an adjustment for depreciation and physical 
 condition will be make in determine actual 
 cash value at the time of loss 
 PAYMENT of loss 
 we may pay for loss in money or repair or replace 
 the damage or steal property we may at our expense return any steal property to 
 1 you or 
 2 the address show in this policy 
 if we return steal property we will pay for any 
 damage result from the theft we may keep all 
 or part of the property at an agree or appraise 
 value",1 actual cash valu of the steal or damag properti or 2 amount necessari to repair or replac the properti with like kind and qualiti howev the most we will pay for loss to ani nonown auto which be a trailer be 500 b an adjust for depreci and physic condit will be make in determin actual cash valu at the time of loss payment of loss we may pay for loss in money or repair or replac the damag or steal properti we may at our expen return ani steal properti to 1 you or 2 the address show in this polici if we return steal properti we will pay for ani damag result from the theft we may keep all or part of the properti at an agre or apprais valu
"If other insurance also covers the loss we will pay
only our share of the loss Our share is the proportion that our limit of liability bears to the total of
all applicable limits However any insurance we
provide with respect to a nonowned auto or any
vehicle used as a temporary substitute for a vehicle
you own shall be excess over any other collectible
insurance
APPRAISAL
A If we and you do not agree on the amount of
loss either may demand an appraisal of the
loss In this event each party will select a competent appraiser The two appraisers will select
an umpire The appraisers will state separately
the actual cash value and the amount of loss If
they fail to agree they will submit their differences to the umpire A decision agreed to by
any two will be binding Each party will
1 Pay its chosen appraiser and
2 Bear the expenses of the appraisal and umpire equally
B We do not waive any of our rights under this
policy by agreeing to an appraisal",if other insur also cover the loss we will pay onli our share of the loss our share is the proport that our limit of liabil bear to the total of all applic limit howev ani insur we provid with respect to a nonown auto or ani vehicl use as a temporari substitut for a vehicl you own shall be excess over ani other collect insur apprais a if we and you do not agre on the amount of loss either may demand an apprais of the loss in this event each parti will select a compet apprais the two apprais will select an umpir the apprais will state separ the actual cash valu and the amount of loss if they fail to agre they will submit their differ to the umpir a decis agre to by ani two will be bind each parti will 1 pay it chosen apprais and 2 bear the expens of the apprais and umpir equal b we do not waiv ani of our right under this polici by agre to an apprais,"if other insurance also cover the loss we will pay 
 only our share of the loss our share be the proportion that our limit of liability bear to the total of 
 all applicable limit however any insurance we 
 provide with respect to a nonowne auto or any 
 vehicle use as a temporary substitute for a vehicle 
 you own shall be excess over any other collectible 
 insurance 
 appraisal 
 a if we and you do not agree on the amount of 
 loss either may demand an appraisal of the 
 loss in this event each party will select a competent appraiser the two appraiser will select 
 an umpire the appraiser will state separately 
 the actual cash value and the amount of loss if 
 they fail to agree they will submit their difference to the umpire a decision agree to by 
 any two will be bind each party will 
 1 pay its choose appraiser and 
 2 Bear the expense of the appraisal and umpire equally 
 b we do not waive any of our right under this 
 policy by agree to an appraisal",if other insur also cover the loss we will pay onli our share of the loss our share be the proport that our limit of liabil bear to the total of all applic limit howev ani insur we provid with respect to a nonown auto or ani vehicl use as a temporari substitut for a vehicl you own shall be excess over ani other collect insur apprais a if we and you do not agre on the amount of loss either may demand an apprais of the loss in this event each parti will select a compet apprais the two apprais will select an umpir the apprais will state separ the actual cash valu and the amount of loss if they fail to agre they will submit their differ to the umpir a decis agre to by ani two will be bind each parti will 1 pay it choose apprais and 2 bear the expen of the apprais and umpir equal b we do not waiv ani of our right under this polici by agre to an apprais
"DUTIES AFTER AN ACCIDENT OR LOSS
GENERAL DUTIES
A We must be notified promptly of how when
and where the accident or loss happened
Notice should also include the names and addresses of any injured persons and of any witnesses
B A person seeking any coverage must
1 Cooperate with us in the investigation settlement or defense of any claim or suit
2 Promptly send us copies of any notices or
legal papers received in connection with
the accident or loss
3 Submit as often as we reasonably require
a to physical exams by physicians we
select We will pay for these exams
b to examination under oath and subscribe the same",duti after an accid or loss general duti a we must be notifi prompt of how when and where the accid or loss happen notic should also includ the name and address of ani injur person and of ani wit b a person seek ani coverag must 1 cooper with us in the investig settlement or defens of ani claim or suit 2 prompt send us copi of ani notic or legal paper receiv in connect with the accid or loss 3 submit as often as we reason requir a to physic exam by physician we select we will pay for these exam b to examin under oath and subscrib the same,"duty after an accident or loss 
 GENERAL duty 
 a we must be notify promptly of how when 
 and where the accident or loss happen 
 Notice should also include the name and address of any injure person and of any witness 
 b a person seek any coverage must 
 1 Cooperate with we in the investigation settlement or defense of any claim or suit 
 2 promptly send we copy of any notice or 
 legal paper receive in connection with 
 the accident or loss 
 3 Submit as often as we reasonably require 
 a to physical exam by physician we 
 select we will pay for these exam 
 b to examination under oath and subscribe the same",duti after an accid or loss general duti a we must be notifi prompt of how when and where the accid or loss happen notic should also includ the name and address of ani injur person and of ani wit b a person seek ani coverag must 1 cooper with we in the investig settlement or defen of ani claim or suit 2 prompt send we copi of ani notic or legal paper receiv in connect with the accid or loss 3 submit as often as we reason requir a to physic exam by physician we select we will pay for these exam b to examin under oath and subscrib the same
"ADDITIONAL DUTIES FOR UNINSURED
MOTORISTS COVERAGE
A person seeking Uninsured Motorists Coverage
must also
1 Promptly notify the police if a hit and run
driver is involved
2 Promptly send us copies of the legal papers
if a suit is brought
ADDITIONAL DUTIES FOR COLLISION AND
COMPREHENSIVE COVERAGES
A person seeking coverage for Collision or Comprehensive Other than Collision must also
1 Take reasonable steps after loss to protect
your covered auto and its equipment
from further loss We will pay reasonable
expenses incurred to do this
2 Promptly notify the police if your covered
auto is stolen",addit duti for uninsur motorist coverag a person seek uninsur motorist coverag must also 1 prompt notifi the polic if a hit and run driver is involv 2 prompt send us copi of the legal paper if a suit is brought addit duti for collis and comprehens coverag a person seek coverag for collis or comprehens other than collis must also 1 take reason step after loss to protect your cover auto and it equip from further loss we will pay reason expens incur to do this 2 prompt notifi the polic if your cover auto is stolen,"additional duty for UNINSURED 
 MOTORISTS coverage 
 a person seek Uninsured Motorists Coverage 
 must also 
 1 promptly notify the police if a hit and run 
 driver be involve 
 2 promptly send we copy of the legal paper 
 if a suit be bring 
 additional duty for COLLISION and 
 COMPREHENSIVE coverage 
 a person seek coverage for Collision or Comprehensive Other than Collision must also 
 1 take reasonable step after loss to protect 
 your cover auto and its equipment 
 from further loss we will pay reasonable 
 expense incur to do this 
 2 promptly notify the police if your cover 
 auto be steal",addit duti for uninsur motorist coverag a person seek uninsur motorist coverag must also 1 prompt notifi the polic if a hit and run driver be involv 2 prompt send we copi of the legal paper if a suit be bring addit duti for colli and comprehens coverag a person seek coverag for colli or comprehen other than colli must also 1 take reason step after loss to protect your cover auto and it equip from further loss we will pay reason expen incur to do this 2 prompt notifi the polic if your cover auto be steal
"4 Authorize us to obtain
a medical reports and
b other pertinent records
5 Submit a proof of loss when required by us",4 author us to obtain a medic report and b other pertin record 5 submit a proof of loss when requir by us,"4 authorize we to obtain 
 a medical report and 
 b other pertinent record 
 5 submit a proof of loss when require by we",4 author we to obtain a medic report and b other pertin record 5 submit a proof of loss when requir by we
"We do not provide coverage for any insured who
has made fraudulent statements or engaged in
fraudulent conduct in connection with any accident
or loss for which coverage is sought under this
policy",we do not provid coverag for ani insur who has made fraudul statement or engag in fraudul conduct in connect with ani accid or loss for which coverag is sought under this polici,"we do not provide coverage for any insure who 
 have make fraudulent statement or engage in 
 fraudulent conduct in connection with any accident 
 or loss for which coverage be seek under this 
 policy",we do not provid coverag for ani insur who have make fraudul statement or engag in fraudul conduct in connect with ani accid or loss for which coverag be seek under this polici
"CHANGES
This policy contains all the agreements between
you and us Its terms may not be changed or waived
except by endorsement issued by us If a change requires a premium adjustment we will adjust the
premium as of the effective date of change according to the manuals then in use by us
We may revise this policy form to provide more
coverage without additional premium charge If we
do this your policy will automatically provide the
additional coverage as of the date the revision is effective in your state",chang this polici contain all the agreement between you and us it term may not be chang or waiv except by endors issu by us if a chang requir a premium adjust we will adjust the premium as of the effect date of chang accord to the manual then in use by us we may revis this polici form to provid more coverag without addit premium charg if we do this your polici will automat provid the addit coverag as of the date the revis is effect in your state,"change 
 this policy contain all the agreement between 
 you and we its term may not be change or waive 
 except by endorsement issue by we if a change require a premium adjustment we will adjust the 
 premium as of the effective date of change accord to the manual then in use by we 
 we may revise this policy form to provide more 
 coverage without additional premium charge if we 
 do this your policy will automatically provide the 
 additional coverage as of the date the revision be effective in your state",chang this polici contain all the agreement between you and we it term may not be chang or waiv except by endor issu by we if a chang requir a premium adjust we will adjust the premium as of the effect date of chang accord to the manual then in use by we we may revis this polici form to provid more coverag without addit premium charg if we do this your polici will automat provid the addit coverag as of the date the revis be effect in your state
"LEGAL ACTION AGAINST US
A No legal action may be brought against us until
there has been full compliance with all the
terms of this policy In addition under the
Liability Coverages no legal action may be
brought against us until
1 We agree in writing that the insured has
an obligation to pay or
2 The amount of that obligation has been
finally determined by judgment after trial",legal action against us a no legal action may be brought against us until there has been full complianc with all the term of this polici in addit under the liabil coverag no legal action may be brought against us until 1 we agre in write that the insur has an oblig to pay or 2 the amount of that oblig has been final determin by judgment after trial,"LEGAL ACTION against US 
 A no legal action may be bring against we until 
 there have be full compliance with all the 
 term of this policy in addition under the 
 Liability Coverages no legal action may be 
 bring against we until 
 1 we agree in write that the insure have 
 an obligation to pay or 
 2 the amount of that obligation have be 
 finally determine by judgment after trial",legal action against we a no legal action may be bring against we until there have be full complianc with all the term of this polici in addit under the liabil coverag no legal action may be bring against we until 1 we agre in write that the insur have an oblig to pay or 2 the amount of that oblig have be final determin by judgment after trial
"B No person or organization has any right under
this policy to bring us into any action to determine the liability of an insured
OUR RIGHT TO RECOVER PAYMENT
A If we make a payment under this policy and the
person to or for whom payment was made has
a right to recover damages from another we
shall be subrogated to that right That person
shall do
1 Whatever is necessary to enable us to exercise our rights and",b no person or organ has ani right under this polici to bring us into ani action to determin the liabil of an insur our right to recov payment a if we make a payment under this polici and the person to or for whom payment was made has a right to recov damag from anoth we shall be subrog to that right that person shall do 1 whatev is necessari to enabl us to exercis our right and,"b no person or organization have any right under 
 this policy to bring we into any action to determine the liability of an insure 
 our right to RECOVER payment 
 a if we make a payment under this policy and the 
 person to or for whom payment be make have 
 a right to recover damage from another we 
 shall be subrogate to that right that person 
 shall do 
 1 whatever be necessary to enable we to exercise our right and",b no person or organ have ani right under this polici to bring we into ani action to determin the liabil of an insur our right to recov payment a if we make a payment under this polici and the person to or for whom payment be make have a right to recov damag from anoth we shall be subrog to that right that person shall do 1 whatev be necessari to enabl we to exercis our right and
"TERMINATION
A Cancellation This policy may be cancelled
during the policy period as follows
1 The named insured shown in the Declarations may cancel by
a returning this policy to us or
b giving us advance written notice of the
date cancellation is to take effect
2 We may cancel by mailing to the named insured shown in the Declarations at the address shown there",termin a cancel this polici may be cancel dure the polici period as follow 1 the name insur shown in the declar may cancel by a return this polici to us or b give us advanc written notic of the date cancel is to take effect 2 we may cancel by mail to the name insur shown in the declar at the address shown there,"termination 
 a Cancellation this policy may be cancel 
 during the policy period as follow 
 1 the name insure show in the Declarations may cancel by 
 a return this policy to we or 
 b give we advance write notice of the 
 date cancellation be to take effect 
 2 we may cancel by mail to the name insure show in the Declarations at the address show there",termin a cancel this polici may be cancel dure the polici period as follow 1 the name insur show in the declar may cancel by a return this polici to we or b give we advanc write notic of the date cancel be to take effect 2 we may cancel by mail to the name insur show in the declar at the address show there
"a at least 10 days notice
1 if cancellation is for nonpayment of
premium or
2 if notice is mailed during the first
60 days this policy is in effect and
this is not a continuation policy or",a at least 10 day notic 1 if cancel is for nonpay of premium or 2 if notic is mail dure the first 60 day this polici is in effect and this is not a continu polici or,"a at least 10 day notice 
 1 if cancellation be for nonpayment of 
 premium or 
 2 if notice be mail during the first 
 60 day this policy be in effect and 
 this be not a continuation policy or",a at least 10 day notic 1 if cancel be for nonpay of premium or 2 if notic be mail dure the first 60 day this polici be in effect and this be not a continu polici or
"However our rights in this paragraph A do
not apply under the Damage to Your Auto
Coverages against any person using your
covered auto with a reasonable belief that that
person is entitled to do so
B If we make a payment under this policy and the
person to or for whom payment is made
recovers damages from another that person
shall",howev our right in this paragraph a do not appli under the damag to your auto coverag against ani person use your cover auto with a reason belief that that person is entitl to do so b if we make a payment under this polici and the person to or for whom payment is made recov damag from anoth that person shall,"however our right in this paragraph a do 
 not apply under the damage to your Auto 
 Coverages against any person use your 
 covered auto with a reasonable belief that that 
 person be entitle to do so 
 B if we make a payment under this policy and the 
 person to or for whom payment be make 
 recover damage from another that person 
 shall",howev our right in this paragraph a do not appli under the damag to your auto coverag against ani person use your cover auto with a reason belief that that person be entitl to do so b if we make a payment under this polici and the person to or for whom payment be make recov damag from anoth that person shall
"b at least 30 days notice in all other cases
3 After this policy is in effect for 60 days or
if this is a continuation policy we will cancel only
a for nonpayment of premium or",b at least 30 day notic in all other case 3 after this polici is in effect for 60 day or if this is a continu polici we will cancel onli a for nonpay of premium or,"b at least 30 day notice in all other case 
 3 after this policy be in effect for 60 day or 
 if this be a continuation policy we will cancel only 
 a for nonpayment of premium or",b at least 30 day notic in all other case 3 after this polici be in effect for 60 day or if this be a continu polici we will cancel onli a for nonpay of premium or
"b if your drivers license or that of
1 any driver who lives with you or
2 any driver who customarily uses
your covered auto",b if your driver licens or that of 1 ani driver who live with you or 2 ani driver who customarili use your cover auto,"b if your driver license or that of 
 1 any driver who live with you or 
 2 any driver who customarily use 
 your cover auto",b if your driver licen or that of 1 ani driver who live with you or 2 ani driver who customarili use your cover auto
"has been suspended or revoked This
must have occurred
1 during the policy period or
2 since the last anniversary of the
original effective date if the policy
period is other than 1 year or",has been suspend or revok this must have occur 1 dure the polici period or 2 sinc the last anniversari of the origin effect date if the polici period is other than 1 year or,"have be suspend or revoke this 
 must have occur 
 1 during the policy period or 
 2 since the last anniversary of the 
 original effective date if the policy 
 period be other than 1 year or",have be suspend or revok this must have occur 1 dure the polici period or 2 sinc the last anniversari of the origin effect date if the polici period be other than 1 year or
"A This policy applies only to accidents and losses
which occur
1 During the policy period as shown in the
Declarations and
2 Within the policy territory
B The policy period and each successive policy
period begins and ends at 1201 am standard
time at your address
C The policy territory is
1 The United States of America its territories or possessions
2 Puerto Rico or
3 Canada
This policy also applies to loss to or accidents
involving your covered auto while being
transported between their ports",a this polici appli onli to accid and loss which occur 1 dure the polici period as shown in the declar and 2 within the polici territori b the polici period and each success polici period begin and end at 1201 am standard time at your address c the polici territori is 1 the unit state of america it territori or possess 2 puerto rico or 3 canada this polici also appli to loss to or accid involv your cover auto while be transport between their port,"a this policy apply only to accident and loss 
 which occur 
 1 during the policy period as show in the 
 Declarations and 
 2 within the policy territory 
 b the policy period and each successive policy 
 period begin and end at 1201 be standard 
 time at your address 
 C the policy territory be 
 1 the United States of America its territory or possession 
 2 Puerto Rico or 
 3 Canada 
 this policy also apply to loss to or accident 
 involve your cover auto while be 
 transport between their port",a this polici appli onli to accid and loss which occur 1 dure the polici period as show in the declar and 2 within the polici territori b the polici period and each success polici period begin and end at 1201 be standard time at your address c the polici territori be 1 the unit state of america it territori or possess 2 puerto rico or 3 canada this polici also appli to loss to or accid involv your cover auto while be transport between their port
"c if the policy was obtained through
material misrepresentation
4 Nonpayment of Premium Nonpayment of
premium shall mean failure to pay any
premium or premium installment when due
whether payable directly to us or through a
premium financing plan or credit extension
B Termination If we decide not to continue this
policy we will mail notice to the named insured
shown in the Declarations at the address shown
there Notice will be mailed at least 30 days
before the end of the policy period If the
policy period is other than 1 year we will have
the right not to continue it only at each anniversary of its original effective date If that date is",c if the polici was obtain through materi misrepresent 4 nonpay of premium nonpay of premium shall mean failur to pay ani premium or premium instal when due whether payabl direct to us or through a premium financ plan or credit extens b termin if we decid not to continu this polici we will mail notic to the name insur shown in the declar at the address shown there notic will be mail at least 30 day befor the end of the polici period if the polici period is other than 1 year we will have the right not to continu it onli at each anniversari of it origin effect date if that date is,"c if the policy be obtain through 
 material misrepresentation 
 4 Nonpayment of Premium Nonpayment of 
 premium shall mean failure to pay any 
 premium or premium installment when due 
 whether payable directly to we or through a 
 premium financing plan or credit extension 
 b termination if we decide not to continue this 
 policy we will mail notice to the name insure 
 show in the Declarations at the address show 
 there Notice will be mail at least 30 day 
 before the end of the policy period if the 
 policy period be other than 1 year we will have 
 the right not to continue it only at each anniversary of its original effective date if that date be",c if the polici be obtain through materi misrepresent 4 nonpay of premium nonpay of premium shall mean failur to pay ani premium or premium instal when due whether payabl direct to we or through a premium financ plan or credit exten b termin if we decid not to continu this polici we will mail notic to the name insur show in the declar at the address show there notic will be mail at least 30 day befor the end of the polici period if the polici period be other than 1 year we will have the right not to continu it onli at each anniversari of it origin effect date if that date be
"the 29th 30th or 31st of a month we may consider the first day of the next month to be this
anniversary
C Automatic Termination If we offer to continue and you or your representative do not accept this policy will automatically terminate
without notice of termination at the end of the
current policy period Failure to pay the required continuation premium when due shall
mean that you have not accepted our offer
If you obtain other insurance on your covered
auto any similar insurance provided by this
policy will terminate as to that auto on the effective date of the other insurance",the 29th 30th or 31st of a month we may consid the first day of the next month to be this anniversari c automat termin if we offer to continu and you or your repres do not accept this polici will automat termin without notic of termin at the end of the current polici period failur to pay the requir continu premium when due shall mean that you have not accept our offer if you obtain other insur on your cover auto ani similar insur provid by this polici will termin as to that auto on the effect date of the other insur,"the 29th 30th or 31st of a month we may consider the first day of the next month to be this 
 anniversary 
 c automatic termination if we offer to continue and you or your representative do not accept this policy will automatically terminate 
 without notice of termination at the end of the 
 current policy period failure to pay the require continuation premium when due shall 
 mean that you have not accept our offer 
 if you obtain other insurance on your cover 
 auto any similar insurance provide by this 
 policy will terminate as to that auto on the effective date of the other insurance",the 29th 30th or 31st of a month we may consid the first day of the next month to be this anniversari c automat termin if we offer to continu and you or your repre do not accept this polici will automat termin without notic of termin at the end of the current polici period failur to pay the requir continu premium when due shall mean that you have not accept our offer if you obtain other insur on your cover auto ani similar insur provid by this polici will termin as to that auto on the effect date of the other insur
"1 If the law in effect in your state at the time
this policy is issued or continued
a requires a longer notice period
b requires a special form of or procedure
for giving notice or
c modifies any of the stated termination
reasons
we will comply with those requirements
2 We may deliver any notice instead of mailing it Proof of mailing of any notice shall
be sufficient proof of notice
3 If this policy is cancelled you may be entitled to a premium refund If so we will
send you the refund The premium refund
if any will be computed according to our",1 if the law in effect in your state at the time this polici is issu or continu a requir a longer notic period b requir a special form of or procedur for give notic or c modifi ani of the state termin reason we will compli with those requir 2 we may deliv ani notic instead of mail it proof of mail of ani notic shall be suffici proof of notic 3 if this polici is cancel you may be entitl to a premium refund if so we will send you the refund the premium refund if ani will be comput accord to our,"1 if the law in effect in your state at the time 
 this policy be issue or continue 
 a require a long notice period 
 b require a special form of or procedure 
 for give notice or 
 c modifie any of the state termination 
 reason 
 we will comply with those requirement 
 2 we may deliver any notice instead of mail it proof of mailing of any notice shall 
 be sufficient proof of notice 
 3 if this policy be cancel you may be entitle to a premium refund if so we will 
 send you the refund the premium refund 
 if any will be compute accord to our",1 if the law in effect in your state at the time this polici be issu or continu a requir a long notic period b requir a special form of or procedur for give notic or c modifi ani of the state termin reason we will compli with those requir 2 we may deliv ani notic instead of mail it proof of mail of ani notic shall be suffici proof of notic 3 if this polici be cancel you may be entitl to a premium refund if so we will send you the refund the premium refund if ani will be comput accord to our
"manuals However making or offering to
make the refund is not a condition of cancellation
4 The effective date of cancellation stated in
the notice shall become the end of the
policy period",manual howev make or offer to make the refund is not a condit of cancel 4 the effect date of cancel state in the notic shall becom the end of the polici period,"manual however make or offer to 
 make the refund be not a condition of cancellation 
 4 the effective date of cancellation state in 
 the notice shall become the end of the 
 policy period",manual howev make or offer to make the refund be not a condit of cancel 4 the effect date of cancel state in the notic shall becom the end of the polici period
"not be assigned without our written consent
However if a named insured shown in the Declarations dies coverage will be provided for
1 The surviving spouse if resident in the same
household at the time of death Coverage applies to the spouse as if a named insured
shown in the Declarations and
2 The legal representative of the deceased
person as if a named insured shown in the
Declarations This applies only with respect
to the representatives legal responsibility
to maintain or use your covered auto
B Coverage will only be provided until the next
anniversary of the policys original effective
date",not be assign without our written consent howev if a name insur shown in the declar die coverag will be provid for 1 the surviv spous if resid in the same household at the time of death coverag appli to the spous as if a name insur shown in the declar and 2 the legal repres of the deceas person as if a name insur shown in the declar this appli onli with respect to the repres legal respons to maintain or use your cover auto b coverag will onli be provid until the next anniversari of the polici origin effect date,"not be assign without our write consent 
 however if a name insure show in the Declarations die coverage will be provide for 
 1 the surviving spouse if resident in the same 
 household at the time of death Coverage apply to the spouse as if a name insure 
 show in the Declarations and 
 2 the legal representative of the deceased 
 person as if a name insure show in the 
 Declarations this apply only with respect 
 to the representative legal responsibility 
 to maintain or use your cover auto 
 B Coverage will only be provide until the next 
 anniversary of the policy original effective 
 date",not be assign without our write consent howev if a name insur show in the declar die coverag will be provid for 1 the surviv spous if resid in the same household at the time of death coverag appli to the spous as if a name insur show in the declar and 2 the legal repre of the deceas person as if a name insur show in the declar this appli onli with respect to the repre legal respon to maintain or use your cover auto b coverag will onli be provid until the next anniversari of the polici origin effect date
