paragraph,stemmed,tokenized,stemmed_and_tokenized
"A hing bodily injury or dying or the amount of damages for
ental damage to the insured automobile or its contents or",a hing bodili injuri or die or the amount of damag for ental damag to the insur automobil or it content or,"a hing bodily injury or die or the amount of damage for 
 ental damage to the insured automobile or its content or",a hing bodili injuri or die or the amount of damag for ental damag to the insur automobil or it content or
"which the claimant may make a valid claim for payment of such
damages from an unsatisfied judgment fund or similar fund",which the claimant may make a valid claim for payment of such damag from an unsatisfi judgment fund or similar fund,"which the claimant may make a valid claim for payment of such 
 damage from an unsatisfied judgment fund or similar fund",which the claimant may make a valid claim for payment of such damag from an unsatisfi judgment fund or similar fund
"d to make a payment to a claimant who is legally entitled to
recover a sum of money under the third party liability section of
a motor vehicle liability policy",d to make a payment to a claimant who is legal entitl to recov a sum of money under the third parti liabil section of a motor vehicl liabil polici,"d to make a payment to a claimant who be legally entitle to 
 recover a sum of money under the third party liability section of 
 a motor vehicle liability policy",d to make a payment to a claimant who be legal entitl to recov a sum of money under the third parti liabil section of a motor vehicl liabil polici
"e to make a payment to a claimant who would otherwise be
legally entitled to recover a sum of money under a contract of
insurance as a result of the accident other than money payable
on death that exceeds the sum that the person is legally
entitled to recover under subsubsection 21 of this Schedule",e to make a payment to a claimant who would otherwis be legal entitl to recov a sum of money under a contract of insur as a result of the accid other than money payabl on death that exceed the sum that the person is legal entitl to recov under subsubsect 21 of this schedul,"e to make a payment to a claimant who would otherwise be 
 legally entitle to recover a sum of money under a contract of 
 insurance as a result of the accident other than money payable 
 on death that exceed the sum that the person be legally 
 entitle to recover under subsubsection 21 of this schedule",e to make a payment to a claimant who would otherwis be legal entitl to recov a sum of money under a contract of insur as a result of the accid other than money payabl on death that exceed the sum that the person be legal entitl to recov under subsubsect 21 of this schedul
"f subject to paragraphs a b and e to pay a claimant with
respect to any one accident a sum in excess of the difference
between the sum that the claimant is legally entitled to recover
as damages from the owner or driver of the automobile and the
sum that the claimant is otherwise legally entitled to recover
under any valid contract of insurance other than money
payable on death as a result of the accident",f subject to paragraph a b and e to pay a claimant with respect to ani one accid a sum in excess of the differ between the sum that the claimant is legal entitl to recov as damag from the owner or driver of the automobil and the sum that the claimant is otherwis legal entitl to recov under ani valid contract of insur other than money payabl on death as a result of the accid,"f subject to paragraph a b and e to pay a claimant with 
 respect to any one accident a sum in excess of the difference 
 between the sum that the claimant be legally entitle to recover 
 as damage from the owner or driver of the automobile and the 
 sum that the claimant be otherwise legally entitle to recover 
 under any valid contract of insurance other than money 
 payable on death as a result of the accident",f subject to paragraph a b and e to pay a claimant with respect to ani one accid a sum in excess of the differ between the sum that the claimant be legal entitl to recov as damag from the owner or driver of the automobil and the sum that the claimant be otherwis legal entitl to recov under ani valid contract of insur other than money payabl on death as a result of the accid
"ut express consent of Informco
g to pay a claimant the first 250 in respect of damages for
accidental damage to the insured automobile or its contents or
to both the insured automobile and its contents resulting from
any one accident",ut express consent of informco g to pay a claimant the first 250 in respect of damag for accident damag to the insur automobil or it content or to both the insur automobil and it content result from ani one accid,"ut express consent of Informco 
 g to pay a claimant the first 250 in respect of damage for 
 accidental damage to the insured automobile or its content or 
 to both the insured automobile and its content result from 
 any one accident",ut express consent of informco g to pay a claimant the first 250 in respect of damag for accident damag to the insur automobil or it content or to both the insur automobil and it content result from ani one accid
"h to make a payment respecting bodily injury death or damage
caused directly or indirectly by radioactive material or",h to make a payment respect bodili injuri death or damag caus direct or indirect by radioact materi or,"h to make a payment respect bodily injury death or damage 
 cause directly or indirectly by radioactive material or",h to make a payment respect bodili injuri death or damag caus direct or indirect by radioact materi or
"i for loss or damage that occurs while the insured automobile is
being used or operated by an excluded driver",i for loss or damag that occur while the insur automobil is be use or oper by an exclud driver,"I for loss or damage that occur while the insure automobile be 
 be use or operate by an exclude driver",I for loss or damag that occur while the insur automobil be be use or oper by an exclud driver
"2 Where by reason of any one accident liability results from bodily
injury or death and from damage to the insured automobile or its
contents or to both the insured automobile and its contents",2 where by reason of ani one accid liabil result from bodili injuri or death and from damag to the insur automobil or it content or to both the insur automobil and it content,"2 where by reason of any one accident liability result from bodily 
 injury or death and from damage to the insured automobile or its 
 content or to both the insured automobile and its content",2 where by reason of ani one accid liabil result from bodili injuri or death and from damag to the insur automobil or it content or to both the insur automobil and it content
"a claims arlsing out of bodlly Injury or death have priority to the
extent of 90 of the total amount legally payable under the
contract over claims arising out of damage to the insured
automobile or its contents or to both the insured automobile
and its contents and",a claim arls out of bodlli injuri or death have prioriti to the extent of 90 of the total amount legal payabl under the contract over claim aris out of damag to the insur automobil or it content or to both the insur automobil and it content and,"a claim arlse out of bodlly Injury or death have priority to the 
 extent of 90 of the total amount legally payable under the 
 contract over claim arise out of damage to the insure 
 automobile or its content or to both the insured automobile 
 and its content and",a claim arl out of bodlli injuri or death have prioriti to the extent of 90 of the total amount legal payabl under the contract over claim aris out of damag to the insur automobil or it content or to both the insur automobil and it content and
"b claims arising out of damage to the insured automobile or its
contents or to both the insured automobile and its contents
have priority to the extent of 10 of the total
payable under the contract over claims arisi ut of bodily
injury or death",b claim aris out of damag to the insur automobil or it content or to both the insur automobil and it content have prioriti to the extent of 10 of the total payabl under the contract over claim arisi ut of bodili injuri or death,"b claim arise out of damage to the insured automobile or its 
 content or to both the insured automobile and its content 
 have priority to the extent of 10 of the total 
 payable under the contract over claim arisi ut of bodily 
 injury or death",b claim aris out of damag to the insur automobil or it content or to both the insur automobil and it content have prioriti to the extent of 10 of the total payabl under the contract over claim arisi ut of bodili injuri or death
"0 whether or not a claimant is legally entitled to recover
and as to the amount of such damages shall be",0 whether or not a claimant is legal entitl to recov and as to the amount of such damag shall be,"0 whether or not a claimant be legally entitle to recover 
 and as to the amount of such damage shall be",0 whether or not a claimant be legal entitl to recov and as to the amount of such damag shall be
"i where the parties are unable to agree on one person
3 persons one of whom is chosen by the claimant one of
whom is chosen by the Insurer and one of whom is
selected by the 2 persons so chosen or",i where the parti are unabl to agre on one person 3 person one of whom is chosen by the claimant one of whom is chosen by the insur and one of whom is select by the 2 person so chosen or,"I where the party be unable to agree on one person 
 3 person one of whom be choose by the claimant one of 
 whom be choose by the Insurer and one of whom be 
 select by the 2 person so choose or",I where the parti be unabl to agre on one person 3 person one of whom be choose by the claimant one of whom be choose by the insur and one of whom be select by the 2 person so choose or
"c subject to subsection 3 by the Trial Division in an action
brought against the Insurer by the claimant",c subject to subsect 3 by the trial divis in an action brought against the insur by the claimant,"c subject to subsection 3 by the Trial Division in an action 
 bring against the Insurer by the claimant",c subject to subsect 3 by the trial divis in an action bring against the insur by the claimant
"3 An Insurer may in its defence of an action referred to in paragraph
1c contest the issue of",3 an insur may in it defenc of an action refer to in paragraph 1c contest the issu of,"3 an Insurer may in its defence of an action refer to in paragraph 
 1c contest the issue of",3 an insur may in it defenc of an action refer to in paragraph 1c contest the issu of
"6 1 A claimant claiming damages for bodily injury to or the death of a
person resulting from an accident involving an uninsured
automobile or unidentified automobile or a person acting on behalf
of the claimant shall",6 1 a claimant claim damag for bodili injuri to or the death of a person result from an accid involv an uninsur automobil or unidentifi automobil or a person act on behalf of the claimant shall,"6 1 a claimant claim damage for bodily injury to or the death of a 
 person result from an accident involve an uninsured 
 automobile or unidentified automobile or a person act on behalf 
 of the claimant shall",6 1 a claimant claim damag for bodili injuri to or the death of a person result from an accid involv an uninsur automobil or unidentifi automobil or a person act on behalf of the claimant shall
"a within a period of 30 days after the date of the accident or as
soon after that period as practicable give written notice of the
claim to the Insurer by delivering it personally or by sending it
by registered mail to the chief agent or head office of the
Insurer in the province",a within a period of 30 day after the date of the accid or as soon after that period as practic give written notic of the claim to the insur by deliv it person or by send it by regist mail to the chief agent or head offic of the insur in the provinc,"a within a period of 30 day after the date of the accident or as 
 soon after that period as practicable give write notice of the 
 claim to the Insurer by deliver it personally or by send it 
 by register mail to the chief agent or head office of the 
 Insurer in the province",a within a period of 30 day after the date of the accid or as soon after that period as practic give write notic of the claim to the insur by deliv it person or by send it by regist mail to the chief agent or head offic of the insur in the provinc
"b within a period of 80 days after the date of the accident or as
soon after that period as practicable deliver to the Insurer as
fully detalled a proof of claim as Is reasonably possible In the
circumstances respecting the events surrounding the accident
and the damages resulting from it",b within a period of 80 day after the date of the accid or as soon after that period as practic deliv to the insur as fulli detal a proof of claim as is reason possibl in the circumst respect the event surround the accid and the damag result from it,"b within a period of 80 day after the date of the accident or as 
 soon after that period as practicable deliver to the Insurer as 
 fully detalle a proof of claim as be reasonably possible in the 
 circumstance respect the event surround the accident 
 and the damage result from it",b within a period of 80 day after the date of the accid or as soon after that period as practic deliv to the insur as fulli detal a proof of claim as be reason possibl in the circumst respect the event surround the accid and the damag result from it
"c provide the Insurer at the insurers request with the certificate
of a medical practitioner legally qualified to practise medicine
describing the cause and nature of the bodily injury or death to
which the claim relates and the duration of a disability resulting
from the accident and",c provid the insur at the insur request with the certif of a medic practition legal qualifi to practis medicin describ the caus and natur of the bodili injuri or death to which the claim relat and the durat of a disabl result from the accid and,"c provide the Insurer at the insurer request with the certificate 
 of a medical practitioner legally qualified to practise medicine 
 describe the cause and nature of the bodily injury or death to 
 which the claim relate and the duration of a disability result 
 from the accident and",c provid the insur at the insur request with the certif of a medic practition legal qualifi to practis medicin describ the caus and natur of the bodili injuri or death to which the claim relat and the durat of a disabl result from the accid and
"2 Statutory condition 4 of subsaction 83 of the
necessary modifications where a claimant clail
accidental damage to an insured automobile or its",2 statutori condit 4 of subsact 83 of the necessari modif where a claimant clail accident damag to an insur automobil or it,"2 statutory condition 4 of subsaction 83 of the 
 necessary modification where a claimant clail 
 accidental damage to an insured automobile or its",2 statutori condit 4 of subsact 83 of the necessari modif where a claimant clail accident damag to an insur automobil or it
"Ing payment under subsubsection 2 the Insurer may
claimant to assign the claimants judgment to the Insurer
Insurer shall account to the claimant for any recovery it
under the judgment of a sum in excass of tha total of the sum
to the claimant after deducting the insurers costs",ing payment under subsubsect 2 the insur may claimant to assign the claimant judgment to the insur insur shall account to the claimant for ani recoveri it under the judgment of a sum in excass of tha total of the sum to the claimant after deduct the insur cost,"ing payment under subsubsection 2 the Insurer may 
 claimant to assign the claimant judgment to the Insurer 
 Insurer shall account to the claimant for any recovery it 
 under the judgment of a sum in excass of tha total of the sum 
 to the claimant after deduct the insurer cost",ing payment under subsubsect 2 the insur may claimant to assign the claimant judgment to the insur insur shall account to the claimant for ani recoveri it under the judgment of a sum in excass of tha total of the sum to the claimant after deduct the insur cost
"a to conduct a physical or mental examination of a person
insured under the contract to whom the claimants claim relates
at the time and as often as the Insurer reasonably requires and
while the claim is pending and",a to conduct a physic or mental examin of a person insur under the contract to whom the claimant claim relat at the time and as often as the insur reason requir and while the claim is pend and,"a to conduct a physical or mental examination of a person 
 insure under the contract to whom the claimant claim relate 
 at the time and as often as the Insurer reasonably require and 
 while the claim be pende and",a to conduct a physic or mental examin of a person insur under the contract to whom the claimant claim relat at the time and as often as the insur reason requir and while the claim be pend and
"b where a claim relates to the death of a person insured under
the contract to initiate an autopsy at the insurers expense
subject to the law relating to autopsies",b where a claim relat to the death of a person insur under the contract to initi an autopsi at the insur expens subject to the law relat to autopsi,"b where a claim relate to the death of a person insure under 
 the contract to initiate an autopsy at the insurer expense 
 subject to the law relate to autopsy",b where a claim relat to the death of a person insur under the contract to initi an autopsi at the insur expen subject to the law relat to autopsi
"2 The Insurer shall provide the claimant at the claimants request
with a copy of any medical psychological or autopsy report relating
to an examination or autopsy under subsubsection 1",2 the insur shall provid the claimant at the claimant request with a copi of ani medic psycholog or autopsi report relat to an examin or autopsi under subsubsect 1,"2 the Insurer shall provide the claimant at the claimant request 
 with a copy of any medical psychological or autopsy report relate 
 to an examination or autopsy under subsubsection 1",2 the insur shall provid the claimant at the claimant request with a copi of ani medic psycholog or autopsi report relat to an examin or autopsi under subsubsect 1
"9 1 A parson shall not commence an action to recover the amount of a
claim provided for under the contract and under subsection 332 of
the Act unless the requirements of this Schedule have been
complied with",9 1 a parson shall not commenc an action to recov the amount of a claim provid for under the contract and under subsect 332 of the act unless the requir of this schedul have been compli with,"9 1 a parson shall not commence an action to recover the amount of a 
 claim provide for under the contract and under subsection 332 of 
 the Act unless the requirement of this Schedule have be 
 comply with",9 1 a parson shall not commenc an action to recov the amount of a claim provid for under the contract and under subsect 332 of the act unless the requir of this schedul have be compli with
"2 Every action or other legal proceeding against an Insurer for the
recovery of an amount of damages shall be commenced within 2
years after the date on which the cause of action against the Insurer
arose and not afterward",2 everi action or other legal proceed against an insur for the recoveri of an amount of damag shall be commenc within 2 year after the date on which the caus of action against the insur aros and not afterward,"2 every action or other legal proceeding against an Insurer for the 
 recovery of an amount of damage shall be commence within 2 
 year after the date on which the cause of action against the Insurer 
 arise and not afterward",2 everi action or other legal proceed against an insur for the recoveri of an amount of damag shall be commenc within 2 year after the date on which the caus of action against the insur aro and not afterward
"10 A claimant who is entitled to claim under more than one contract
providing insurance of the type provided for under subsection 332 of
the Act may not recover an amount exceeding the amount which the
claimant would be entitled to receive if the claimant were entitled to
recover under only ona of the contracts",10 a claimant who is entitl to claim under more than one contract provid insur of the type provid for under subsect 332 of the act may not recov an amount exceed the amount which the claimant would be entitl to receiv if the claimant were entitl to recov under onli ona of the contract,"10 a claimant who be entitle to claim under more than one contract 
 provide insurance of the type provide for under subsection 332 of 
 the Act may not recover an amount exceed the amount which the 
 claimant would be entitle to receive if the claimant be entitle to 
 recover under only ona of the contract",10 a claimant who be entitl to claim under more than one contract provid insur of the type provid for under subsect 332 of the act may not recov an amount exceed the amount which the claimant would be entitl to receiv if the claimant be entitl to recov under onli ona of the contract
"11 Insofar as applicable the general provisions definitions and exclusions
and the statutory conditions of this Policy apply with the necessary
modifications to this Schedule",11 insofar as applic the general provis definit and exclus and the statutori condit of this polici appli with the necessari modif to this schedul,"11 insofar as applicable the general provision definition and exclusion 
 and the statutory condition of this policy apply with the necessary 
 modification to this schedule",11 insofar as applic the general provis definit and exclus and the statutori condit of this polici appli with the necessari modif to this schedul
"2 OCCUPANT DEFINED
In this Policy the word “occupap g  being carried
in or upon or entering or getti",2 occup defin in this polici the word “occupap g be carri in or upon or enter or getti,"2 OCCUPANT DEFINED 
 in this policy the word "" occupap g   be carry 
 in or upon or enter or getti","2 occup defin in this polici the word "" occupap g be carri in or upon or enter or getti"
"3 CONSENT OF INSURE
No person shall be entitl or payment under this Policy
who is an occupant of an e e time of the accident and
who knew or o ve Known that the oparator was
operating the i i",3 consent of insur no person shall be entitl or payment under this polici who is an occup of an e e time of the accid and who knew or o ve known that the opar was oper the i i,"3 consent of insure 
 no person shall be entitl or payment under this policy 
 who be an occupant of an e e time of the accident and 
 who know or o ve know that the oparator be 
 operate the I I",3 consent of insur no person shall be entitl or payment under this polici who be an occup of an e e time of the accid and who know or o ve know that the opar be oper the I I
"31 EXCLUDED DR
I driver” mean a person who is named
cy which endorsement eliminates coverage
named person drives or operates an
the endorsement including any temporary",31 exclud dr i driver” mean a person who is name cy which endors elimin coverag name person drive or oper an the endors includ ani temporari,"31 EXCLUDED DR 
 I driver "" mean a person who be name 
 cy which endorsement eliminate coverage 
 name person drive or operate an 
 the endorsement include any temporary","31 exclud dr I driver "" mean a person who be name cy which endor elimin coverag name person drive or oper an the endor includ ani temporari"
"Wo is engaged in the business of selling repairing
 storing servicing or parking automobiles shall be entitled to
r payment under this Policy for any loss damage injury or
stained while engaged in the use or operation of or while
g upon the automobile in the course of that business or while so
engaged as an occupant of the described automobile or  newly
acquired automobile as defined in this Policy unless the person is the
owner of such automobile or the Insureds employee or partner",wo is engag in the busi of sell repair store servic or park automobil shall be entitl to r payment under this polici for ani loss damag injuri or stain while engag in the use or oper of or while g upon the automobil in the cours of that busi or while so engag as an occup of the describ automobil or newli acquir automobil as defin in this polici unless the person is the owner of such automobil or the insur employe or partner,"will be engage in the business of sell repair 
  store servicing or parking automobile shall be entitle to 
 r payment under this policy for any loss damage injury or 
 stain while engage in the use or operation of or while 
 g upon the automobile in the course of that business or while so 
 engage as an occupant of the describe automobile or   newly 
 acquire automobile as define in this policy unless the person be the 
 owner of such automobile or the Insureds employee or partner",will be engag in the busi of sell repair store servic or park automobil shall be entitl to r payment under this polici for ani loss damag injuri or stain while engag in the use or oper of or while g upon the automobil in the cour of that busi or while so engag as an occup of the describ automobil or newli acquir automobil as defin in this polici unless the person be the owner of such automobil or the insur employe or partner
"5 AUTOMOBILE DEFINED
In this Policy except where stated to the contrary the words “the
automobile” mean Under Sections A Third Party Liability A1
Direct Compensation — Property Damage B Accident Benefits C
Loss of or Damage to Insured Automoblie D Uninsured and
Unidentified Automahile Coverage",5 automobil defin in this polici except where state to the contrari the word “the automobile” mean under section a third parti liabil a1 direct compens — properti damag b accid benefit c loss of or damag to insur automobli d uninsur and unidentifi automahil coverag,"5 AUTOMOBILE DEFINED 
 in this policy except where state to the contrary the word "" the 
 automobile "" mean Under Sections A Third Party Liability A1 
 Direct Compensation — Property Damage B Accident Benefits c 
 Loss of or damage to Insured Automoblie D Uninsured and 
 Unidentified Automahile Coverage","5 automobil defin in this polici except where state to the contrari the word "" the automobile "" mean under section a third parti liabil a1 direct compen — properti damag b accid benefit c loss of or damag to insur automobli d uninsur and unidentifi automahil coverag"
"a The Described Automobile — an automobile trailer or semitrailer
specifically described in the Policy or within the description of
insurad automobiles set forth thersin",a the describ automobil — an automobil trailer or semitrail specif describ in the polici or within the descript of insurad automobil set forth thersin,"a the Described Automobile — an automobile trailer or semitrailer 
 specifically describe in the Policy or within the description of 
 insurad automobile set forth thersin",a the describ automobil — an automobil trailer or semitrail specif describ in the polici or within the descript of insurad automobil set forth thersin
"b A Newly Acquired Automoblle — an automablle ownership of which
is acquired by the Insured and within 14 days following the date of
its delivery to him or her notified to the Insurer in respect of which
the Insured has no other valid insurance if either it replaces an
automobile described in the application or the Insurer insures in",b a newli acquir automobll — an automabll ownership of which is acquir by the insur and within 14 day follow the date of it deliveri to him or her notifi to the insur in respect of which the insur has no other valid insur if either it replac an automobil describ in the applic or the insur insur in,"b a newly acquire Automoblle — an automablle ownership of which 
 be acquire by the Insured and within 14 day follow the date of 
 its delivery to he or she notify to the Insurer in respect of which 
 the Insured have no other valid insurance if either it replace an 
 automobile describe in the application or the Insurer insure in",b a newli acquir automobll — an automabll ownership of which be acquir by the insur and within 14 day follow the date of it deliveri to he or her notifi to the insur in respect of which the insur have no other valid insur if either it replac an automobil describ in the applic or the insur insur in
"ut express consent of
respect of the Section or subsection of the Insuring Agreements
under which claim is made all automobiles owned by the Insured at
such delivery date and in respect of which the Insured peys any
additional premium required provided however that insurance
hereunder shall not apply if the Insured is engaged in the business
of selling automobiles",ut express consent of respect of the section or subsect of the insur agreement under which claim is made all automobil own by the insur at such deliveri date and in respect of which the insur pey ani addit premium requir provid howev that insur hereund shall not appli if the insur is engag in the busi of sell automobil,"ut express consent of 
 respect of the section or subsection of the Insuring Agreements 
 under which claim be make all automobile own by the Insured at 
 such delivery date and in respect of which the insured pey any 
 additional premium require provide however that insurance 
 hereunder shall not apply if the Insured be engage in the business 
 of sell automobile",ut express consent of respect of the section or subsect of the insur agreement under which claim be make all automobil own by the insur at such deliveri date and in respect of which the insur pey ani addit premium requir provid howev that insur hereund shall not appli if the insur be engag in the busi of sell automobil
"and under Sections A Third Party Liability A1 Direct
Compensation — Property Damage B Accident Benefits
D Uninsured Automobile only",and under section a third parti liabil a1 direct compens — properti damag b accid benefit d uninsur automobil onli,"and under Sections A Third Party Liability A1 Direct 
 Compensation — Property Damage B Accident Benefits 
 D Uninsured Automobile only",and under section a third parti liabil a1 direct compen — properti damag b accid benefit d uninsur automobil onli
"¢ A Temporary Substitute Automobile — an automobile not owned by
the Insured nor by any person or persons residing in the same
dwelling premises as the Insured while temporarily used as the
substitute for the described automabile which is not in use by any
person insured by this Policy because of its breakdown repair
sarvicing loss destruction or sale",¢ a temporari substitut automobil — an automobil not own by the insur nor by ani person or person resid in the same dwell premis as the insur while temporarili use as the substitut for the describ automabil which is not in use by ani person insur by this polici becaus of it breakdown repair sarvic loss destruct or sale,"¢ A Temporary Substitute Automobile — an automobile not own by 
 the insured nor by any person or person reside in the same 
 dwell premise as the Insured while temporarily use as the 
 substitute for the describe automabile which be not in use by any 
 person insure by this policy because of its breakdown repair 
 sarvice loss destruction or sale",¢ a temporari substitut automobil — an automobil not own by the insur nor by ani person or person resid in the same dwell premis as the insur while temporarili use as the substitut for the describ automabil which be not in use by ani person insur by this polici becaus of it breakdown repair sarvic loss destruct or sale
"d Any Automobile of the Private Passenger or Station Wagon type
other than the described automobile while personally driven by the
Insured or by the Insured’s spouse if residing in the same dwelling
premises as the Insured provided that",d ani automobil of the privat passeng or station wagon type other than the describ automobil while person driven by the insur or by the insur spous if resid in the same dwell premis as the insur provid that,"d any automobile of the Private Passenger or Station Wagon type 
 other than the describe automobile while personally drive by the 
 insured or by the Insured ’s spouse if reside in the same dwell 
 premise as the Insured provide that",d ani automobil of the privat passeng or station wagon type other than the describ automobil while person drive by the insur or by the insur spous if resid in the same dwell premis as the insur provid that
"ify neither the Insured nor the Insured’s spou
automobile in connection with the busin
repairing maintaining serviging storing
automoblles",ifi neither the insur nor the insur spou automobil in connect with the busin repair maintain servig store automobll,"ify neither the Insured nor the Insured ’s spou 
 automobile in connection with the busin 
 repair maintain servige store 
 automoblle",ifi neither the insur nor the insur spou automobil in connect with the busin repair maintain servig store automobll
"tion unincorporated association or
 any automobile of the private passenger
ther than the described automobile while
employee or partner far whose regular use
Obile is furnished or by the Insured’s spouse if
the same dwelling premises as such employee or",tion unincorpor associ or ani automobil of the privat passeng ther than the describ automobil while employe or partner far whose regular use obil is furnish or by the insur spous if the same dwell premis as such employe or,"tion unincorporated association or 
  any automobile of the private passenger 
 ther than the describe automobile while 
 employee or partner far whose regular use 
 obile be furnish or by the Insured ’s spouse if 
 the same dwelling premise as such employee or",tion unincorpor associ or ani automobil of the privat passeng ther than the describ automobil while employe or partner far whose regular use obil be furnish or by the insur spous if the same dwell premis as such employe or
"iii neither such employee partner or spouse is driving the
automobile in connection with the business of sslling
repairing maintaining servicing storing or parking
automobiles",iii neither such employe partner or spous is drive the automobil in connect with the busi of sslling repair maintain servic store or park automobil,"iii neither such employee partner or spouse be drive the 
 automobile in connection with the business of sslle 
 repair maintain servicing storing or parking 
 automobile",iii neither such employe partner or spous be drive the automobil in connect with the busi of sslle repair maintain servic store or park automobil
"iv such other automobile is not owned hired or leased or
regularly or fraquently usad by the insured or such employae
or by any partner of the insured or by any persons residing in
tha same dwelling premises as any of the aforementioned
persons",iv such other automobil is not own hire or leas or regular or fraquent usad by the insur or such employa or by ani partner of the insur or by ani person resid in tha same dwell premis as ani of the aforement person,"iv such other automobile be not own hire or lease or 
 regularly or fraquently usad by the insured or such employae 
 or by any partner of the insured or by any person reside in 
 tha same dwelling premise as any of the aforementione 
 person",iv such other automobil be not own hire or lea or regular or fraquent usad by the insur or such employa or by ani partner of the insur or by ani person resid in tha same dwell premis as ani of the aforement person
"v such other automobile is not used for carrying passengers for
compensation or hire or commercial delivery
f A trailer and this means
i for the purposes of Section A Third Party Liability B",v such other automobil is not use for carri passeng for compens or hire or commerci deliveri f a trailer and this mean i for the purpos of section a third parti liabil b,"v such other automobile be not use for carry passenger for 
 compensation or hire or commercial delivery 
 f a trailer and this mean 
 I for the purpose of Section A Third Party Liability B",v such other automobil be not use for carri passeng for compen or hire or commerci deliveri f a trailer and this mean I for the purpos of section a third parti liabil b
"Accldent Benefits and D Uninsured Automoblle any traller
used in connection with the automobile and",accldent benefit and d uninsur automobll ani traller use in connect with the automobil and,"Accldent Benefits and d Uninsured Automoblle any traller 
 use in connection with the automobile and",accldent benefit and d uninsur automobll ani traller use in connect with the automobil and
"ut express consent of Informco
ii for the purposes of Section A1 Direct Compensation —
Property Damage only any trailer owned by the insured and
not described in this policy while attached to an automobile of
a gross vehicle weight of 4500 kilograms ar less or while not
attached to an automobile provided such trailer is generally
used with an automobile of a gross vehicle weight of 4500
kilograms or less but this does not include a trailer designed or
used for carrying passengers or for dwelling or commercial
purposes",ut express consent of informco ii for the purpos of section a1 direct compens — properti damag onli ani trailer own by the insur and not describ in this polici while attach to an automobil of a gross vehicl weight of 4500 kilogram ar less or while not attach to an automobil provid such trailer is general use with an automobil of a gross vehicl weight of 4500 kilogram or less but this doe not includ a trailer design or use for carri passeng or for dwell or commerci purpos,"ut express consent of Informco 
 ii for the purpose of section A1 Direct Compensation — 
 Property Damage only any trailer own by the insured and 
 not describe in this policy while attach to an automobile of 
 a gross vehicle weight of 4500 kilogram ar less or while not 
 attach to an automobile provide such trailer be generally 
 use with an automobile of a gross vehicle weight of 4500 
 kilogram or less but this do not include a trailer design or 
 use for carry passenger or for dwelling or commercial 
 purpose",ut express consent of informco ii for the purpos of section a1 direct compen — properti damag onli ani trailer own by the insur and not describ in this polici while attach to an automobil of a gross vehicl weight of 4500 kilogram ar less or while not attach to an automobil provid such trailer be general use with an automobil of a gross vehicl weight of 4500 kilogram or less but this doe not includ a trailer design or use for carri passeng or for dwell or commerci purpos
" When two or more automobiles are described hereunder i with
respect to the use or operation of such described automobiles each
automabile shall be deemad to ba insured under a separate Policy
ii with respect to the use or operation of an automobile not owned
by the Insured the limit of the insurers liability shall not exceed the
highest limit applicable to any one described automobile",when two or more automobil are describ hereund i with respect to the use or oper of such describ automobil each automabil shall be deemad to ba insur under a separ polici ii with respect to the use or oper of an automobil not own by the insur the limit of the insur liabil shall not exceed the highest limit applic to ani one describ automobil,"  when two or more automobile be describe hereunder I with 
 respect to the use or operation of such describe automobile each 
 automabile shall be deemad to ba insure under a separate policy 
 ii with respect to the use or operation of an automobile not own 
 by the Insured the limit of the insurer liability shall not exceed the 
 high limit applicable to any one describe automobile",when two or more automobil be describ hereund I with respect to the use or oper of such describ automobil each automabil shall be deemad to ba insur under a separ polici ii with respect to the use or oper of an automobil not own by the insur the limit of the insur liabil shall not exceed the high limit applic to ani one describ automobil
"b When the Insured owns two or more automobiles which are insured
as described automobiles under two or more automobile insurance
policles the limit of the Insurer under this Policy with re
use or operation of an automobile not owned by th
not exceed the proportion that the highest limit cable to any
one automobile described in this Policy beal
highest limits applicable under each Policy ai
exceed such proportion of the highest limit appl
automabile under any Policy",b when the insur own two or more automobil which are insur as describ automobil under two or more automobil insur policl the limit of the insur under this polici with re use or oper of an automobil not own by th not exceed the proport that the highest limit cabl to ani one automobil describ in this polici beal highest limit applic under each polici ai exceed such proport of the highest limit appl automabil under ani polici,"b when the Insured own two or more automobile which be insure 
 as describe automobile under two or more automobile insurance 
 policle the limit of the Insurer under this policy with re 
 use or operation of an automobile not own by th 
 not exceed the proportion that the high limit cable to any 
 one automobile describe in this policy beal 
 high limit applicable under each policy ai 
 exceed such proportion of the high limit appl 
 automabile under any policy",b when the insur own two or more automobil which be insur as describ automobil under two or more automobil insur policl the limit of the insur under this polici with re use or oper of an automobil not own by th not exceed the proport that the high limit cabl to ani one automobil describ in this polici beal high limit applic under each polici ai exceed such proport of the high limit appl automabil under ani polici
"rage is expressly given by an endorsement of this Policy the
ll not ba liable under this policy while",rage is expressli given by an endors of this polici the ll not ba liabl under this polici while,"rage be expressly give by an endorsement of this Policy the 
 ll not ba liable under this policy while",rage be expressli give by an endor of this polici the ll not ba liabl under this polici while
