paragraph,stemmed,tokenized,stemmed_and_tokenized
"Regardless of the provisions of Paragraph
a above this coverage form’s Liability
Coverage is primary for any liability assumed under an insured contract ",regardless of the provis of paragraph a abov this coverag form liabil coverag is primari for ani liabil assum under an insur contract,"regardless of the provision of Paragraph 
 a above this coverage form ’ liability 
 Coverage be primary for any liability assume under an insure contract",regardless of the provis of paragraph a abov this coverag form liabil coverag be primari for ani liabil assum under an insur contract
"When this coverage form and any other
coverage form or policy covers on the
same basis either excess or primary we
will pay only our share Our share is the
proportion that the Limit of Insurance
of our coverage form bears to the total
of the limits of all the coverage forms and
policies covering on the same basis",when this coverag form and ani other coverag form or polici cover on the same basi either excess or primari we will pay onli our share our share is the proport that the limit of insur of our coverag form bear to the total of the limit of all the coverag form and polici cover on the same basi,"when this coverage form and any other 
 coverage form or policy cover on the 
 same basis either excess or primary we 
 will pay only our share our share be the 
 proportion that the Limit of Insurance 
 of our coverage form bear to the total 
 of the limit of all the coverage form and 
 policy cover on the same basis",when this coverag form and ani other coverag form or polici cover on the same basi either excess or primari we will pay onli our share our share be the proport that the limit of insur of our coverag form bear to the total of the limit of all the coverag form and polici cover on the same basi
"Concealment Misrepresentation or Fraud
This coverage form is void in any case of
fraud by you at any time as it relates to this
coverage form It is also void if you or any
other insured at any time intentionally conceal or misrepresent a material fact concerning",conceal misrepresent or fraud this coverag form is void in ani case of fraud by you at ani time as it relat to this coverag form it is also void if you or ani other insur at ani time intent conceal or misrepres a materi fact concern,"Concealment Misrepresentation or Fraud 
 this coverage form be void in any case of 
 fraud by you at any time as it relate to this 
 coverage form it be also void if you or any 
 other insure at any time intentionally conceal or misrepresent a material fact concern",conceal misrepresent or fraud this coverag form be void in ani case of fraud by you at ani time as it relat to this coverag form it be also void if you or ani other insur at ani time intent conceal or misrepre a materi fact concern
"The estimated premium for this coverage
form is based on the exposures you told
us you would have when this policy began We will compute the final premium
due when we determine your actual exposures The estimated total premium
will be credited against the final premium
due and the first Named Insured will be
billed for the balance if any The due
date for the final premium or retrospective premium is the date shown as the
due date on the bill If the estimated total premium exceeds the final premium
due the first Named Insured will get a
refund",the estim premium for this coverag form is base on the exposur you told us you would have when this polici began we will comput the final premium due when we determin your actual exposur the estim total premium will be credit against the final premium due and the first name insur will be bill for the balanc if ani the due date for the final premium or retrospect premium is the date shown as the due date on the bill if the estim total premium exceed the final premium due the first name insur will get a refund,"the estimate premium for this coverage 
 form be base on the exposure you tell 
 we you would have when this policy begin we will compute the final premium 
 due when we determine your actual exposure the estimate total premium 
 will be credit against the final premium 
 due and the first Named Insured will be 
 bill for the balance if any the due 
 date for the final premium or retrospective premium be the date show as the 
 due date on the bill if the estimate total premium exceed the final premium 
 due the first Named Insured will get a 
 refund",the estim premium for this coverag form be base on the exposur you tell we you would have when this polici begin we will comput the final premium due when we determin your actual exposur the estim total premium will be credit against the final premium due and the first name insur will be bill for the balanc if ani the due date for the final premium or retrospect premium be the date show as the due date on the bill if the estim total premium exceed the final premium due the first name insur will get a refund
"If this policy is issued for more than one
year the premium for this coverage form
will be computed annually based on our
rates or premiums in effect at the beginning of each year of the policy",if this polici is issu for more than one year the premium for this coverag form will be comput annual base on our rate or premium in effect at the begin of each year of the polici,"if this policy be issue for more than one 
 year the premium for this coverage form 
 will be compute annually base on our 
 rate or premium in effect at the beginning of each year of the policy",if this polici be issu for more than one year the premium for this coverag form will be comput annual base on our rate or premium in effect at the begin of each year of the polici
"No Benefit to Bailee  Physical Damage
Coverages
We will not recognize any assignment or grant
any coverage for the benefit of any person or
organization holding storing or transporting
property for a fee regardless of any other provision of this coverage form",no benefit to baile physic damag coverag we will not recogn ani assign or grant ani coverag for the benefit of ani person or organ hold store or transport properti for a fee regardless of ani other provis of this coverag form,"no Benefit to Bailee   Physical Damage 
 coverage 
 we will not recognize any assignment or grant 
 any coverage for the benefit of any person or 
 organization hold store or transport 
 property for a fee regardless of any other provision of this coverage form",no benefit to baile physic damag coverag we will not recogn ani assign or grant ani coverag for the benefit of ani person or organ hold store or transport properti for a fee regardless of ani other provis of this coverag form
"For any covered auto you own this
coverage form provides primary insurance For any covered auto you don’t
own the insurance provided by this coverage form is excess over any other collectible insurance However while a
covered auto which is a trailer is connected to another vehicle the Liability
Coverage this coverage form provides for
the trailer is",for ani cover auto you own this coverag form provid primari insur for ani cover auto you don't own the insur provid by this coverag form is excess over ani other collect insur howev while a cover auto which is a trailer is connect to anoth vehicl the liabil coverag this coverag form provid for the trailer is,"for any covered auto you own this 
 coverage form provide primary insurance for any covered auto you do not 
 own the insurance provide by this coverage form be excess over any other collectible insurance however while a 
 covered auto which be a trailer be connect to another vehicle the Liability 
 Coverage this coverage form provide for 
 the trailer be",for ani cover auto you own this coverag form provid primari insur for ani cover auto you do not own the insur provid by this coverag form be excess over ani other collect insur howev while a cover auto which be a trailer be connect to anoth vehicl the liabil coverag this coverag form provid for the trailer be
"Policy Period Coverage Territory
Under this coverage form we cover accidents
and losses occurring
Page 10 of 13",polici period coverag territori under this coverag form we cover accid and loss occur page 10 of 13,"Policy Period Coverage Territory 
 under this coverage form we cover accident 
 and loss occur 
 page 10 of 13",polici period coverag territori under this coverag form we cover accid and loss occur page 10 of 13
"Any other land vehicle that is subject to a
compulsory or financial responsibility law or
other motor vehicle insurance law where it is
licensed or principally garaged",ani other land vehicl that is subject to a compulsori or financi respons law or other motor vehicl insur law where it is licens or princip garag,"any other land vehicle that be subject to a 
 compulsory or financial responsibility law or 
 other motor vehicle insurance law where it be 
 license or principally garage",ani other land vehicl that be subject to a compulsori or financi respon law or other motor vehicl insur law where it be licen or princip garag
"The coverage territory is
1 The United States of America
2 The territories and possessions of
the United States of America",the coverag territori is 1 the unit state of america 2 the territori and possess of the unit state of america,"the coverage territory be 
 1 the United States of America 
 2 the territory and possession of 
 the United States of America",the coverag territori be 1 the unit state of america 2 the territori and possess of the unit state of america
"5 Anywhere in the world if
a A covered auto of the private
passenger type is leased hired
rented or borrowed without a
driver for a period of 30 days
or less and
b The insured’s responsibility to
pay damages is determined in a
suit on the merits in the United
States of America the territories and possessions of the
United States of America
Puerto Rico or Canada or in a
settlement we agree to
We also cover loss to or accidents involving
a covered auto while being transported between any of these places
8",5 anywher in the world if a a cover auto of the privat passeng type is leas hire rent or borrow without a driver for a period of 30 day or less and b the insur respons to pay damag is determin in a suit on the merit in the unit state of america the territori and possess of the unit state of america puerto rico or canada or in a settlement we agre to we also cover loss to or accid involv a cover auto while be transport between ani of these place 8,"5 anywhere in the world if 
 a a covered auto of the private 
 passenger type be lease hire 
 rent or borrow without a 
 driver for a period of 30 day 
 or less and 
 b the insure ’s responsibility to 
 pay damage be determine in a 
 suit on the merit in the United 
 States of America the territory and possession of the 
 United States of America 
 Puerto Rico or Canada or in a 
 settlement we agree to 
 we also cover loss to or accident involve 
 a cover auto while be transport between any of these place 
 8",5 anywher in the world if a a cover auto of the privat passeng type be lea hire rent or borrow without a driver for a period of 30 day or less and b the insur respon to pay damag be determin in a suit on the merit in the unit state of america the territori and possess of the unit state of america puerto rico or canada or in a settlement we agre to we also cover loss to or accid involv a cover auto while be transport between ani of these place 8
"Two or More Coverage Forms or Policies Issued by Us
If this coverage form and any other coverage
form or policy issued to you by us or any
company affiliated with us applies to the same
accident  the aggregate maximum Limit of
Insurance under all the coverage forms or
policies shall not exceed the highest applicable
Limit of Insurance under any one coverage
form or policy This condition does not apply
to any coverage form or policy issued by us
or an affiliated company specifically to apply
as excess insurance over this coverage form",two or more coverag form or polici issu by us if this coverag form and ani other coverag form or polici issu to you by us or ani compani affili with us appli to the same accid the aggreg maximum limit of insur under all the coverag form or polici shall not exceed the highest applic limit of insur under ani one coverag form or polici this condit doe not appli to ani coverag form or polici issu by us or an affili compani specif to appli as excess insur over this coverag form,"two or More Coverage Forms or Policies issue by Us 
 if this coverage form and any other coverage 
 form or policy issue to you by we or any 
 company affiliate with we apply to the same 
 accident   the aggregate maximum Limit of 
 Insurance under all the coverage form or 
 policy shall not exceed the high applicable 
 Limit of Insurance under any one coverage 
 form or policy this condition do not apply 
 to any coverage form or policy issue by us 
 or an affiliated company specifically to apply 
 as excess insurance over this coverage form",two or more coverag form or polici issu by we if this coverag form and ani other coverag form or polici issu to you by we or ani compani affili with we appli to the same accid the aggreg maximum limit of insur under all the coverag form or polici shall not exceed the high applic limit of insur under ani one coverag form or polici this condit doe not appli to ani coverag form or polici issu by we or an affili compani specif to appli as excess insur over this coverag form
"Any request demand order or statutory or
regulatory requirement that any insured or
others test for monitor clean up remove
contain treat detoxify or neutralize or in any
way respond to or assess the effects of pollutants  or",ani request demand order or statutori or regulatori requir that ani insur or other test for monitor clean up remov contain treat detoxifi or neutral or in ani way respond to or assess the effect of pollut or,"any request demand order or statutory or 
 regulatory requirement that any insured or 
 other test for monitor clean up remove 
 contain treat detoxify or neutralize or in any 
 way respond to or assess the effect of pollutant   or",ani request demand order or statutori or regulatori requir that ani insur or other test for monitor clean up remov contain treat detoxifi or neutral or in ani way respond to or assess the effect of pollut or
"Any claim or suit by or on behalf of a governmental authority for damages because of
testing for monitoring cleaning up removing containing treating detoxifying or neutralizing or in any way responding to or
assessing the effects of pollutants ",ani claim or suit by or on behalf of a government author for damag becaus of test for monitor clean up remov contain treat detoxifi or neutral or in ani way respond to or assess the effect of pollut,"any claim or suit by or on behalf of a governmental authority for damage because of 
 testing for monitor clean up remove contain treating detoxifying or neutralizing or in any way respond to or 
 assess the effect of pollutant",ani claim or suit by or on behalf of a government author for damag becaus of test for monitor clean up remov contain treat detoxifi or neutral or in ani way respond to or assess the effect of pollut
"any cost or expense arising out of the actual alleged or threatened discharge dispersal seepage
migration release or escape of pollutants 
a",ani cost or expens aris out of the actual alleg or threaten discharg dispers seepag migrat releas or escap of pollut a,"any cost or expense arise out of the actual alleged or threaten discharge dispersal seepage 
 migration release or escape of pollutant 
 a",ani cost or expen aris out of the actual alleg or threaten discharg disper seepag migrat relea or escap of pollut a
"1 Being transported or towed by handled
or handled for movement into onto or
from the covered auto 
2 Otherwise in the course of transit by or
on behalf of the insured or
3 Being stored disposed of treated or processed in or upon the covered auto 
b",1 be transport or tow by handl or handl for movement into onto or from the cover auto 2 otherwis in the cours of transit by or on behalf of the insur or 3 be store dispos of treat or process in or upon the cover auto b,"1 be transport or tow by handle 
 or handle for movement into onto or 
 from the cover auto 
 2 otherwise in the course of transit by or 
 on behalf of the insured or 
 3 be store dispose of treat or process in or upon the cover auto 
 b",1 be transport or tow by handl or handl for movement into onto or from the cover auto 2 otherwis in the cour of transit by or on behalf of the insur or 3 be store dispo of treat or process in or upon the cover auto b
"Before the pollutants or any property in which
the pollutants are contained are moved from
the place where they are accepted by the
insured for movement into or onto the covered auto  or",befor the pollut or ani properti in which the pollut are contain are move from the place where they are accept by the insur for movement into or onto the cover auto or,"before the pollutant or any property in which 
 the pollutant be contain be move from 
 the place where they be accept by the 
 insure for movement into or onto the cover auto   or",befor the pollut or ani properti in which the pollut be contain be move from the place where they be accept by the insur for movement into or onto the cover auto or
"A Accident includes continuous or repeated exposure
to the same conditions resulting in bodily injury
or property damage
B",a accid includ continu or repeat exposur to the same condit result in bodili injuri or properti damag b,"a Accident include continuous or repeat exposure 
 to the same condition result in bodily injury 
 or property damage 
 b",a accid includ continu or repeat exposur to the same condit result in bodili injuri or properti damag b
"SAMPLE
the covered auto to the place where they are
finally delivered disposed of or abandoned by
the insured
Paragraph a above does not apply to fuels lubricants fluids exhaust gases or other similar
pollutants that are needed for or result from the
normal electrical hydraulic or mechanical functioning of the covered auto or its parts if
1 The pollutants escape seep migrate or
are discharged dispersed or released directly from an auto part designed by its
manufacturer to hold store receive or
dispose of such pollutants  and
2 The bodily injury property damage or
covered pollution cost or expense does
not arise out of the operation of any
equipment listed in Paragraph 6b or 6c
of the definition of mobile equipment",sampl the cover auto to the place where they are final deliv dispos of or abandon by the insur paragraph a abov doe not appli to fuel lubric fluid exhaust gase or other similar pollut that are need for or result from the normal electr hydraul or mechan function of the cover auto or it part if 1 the pollut escap seep migrat or are discharg dispers or releas direct from an auto part design by it manufactur to hold store receiv or dispos of such pollut and 2 the bodili injuri properti damag or cover pollut cost or expens doe not aris out of the oper of ani equip list in paragraph 6b or 6c of the definit of mobil equip,"SAMPLE 
 the covered auto to the place where they be 
 finally deliver disposed of or abandon by 
 the insure 
 Paragraph a above do not apply to fuel lubricant fluid exhaust gas or other similar 
 pollutant that be need for or result from the 
 normal electrical hydraulic or mechanical functioning of the covered auto or its part if 
 1 the pollutant escape seep migrate or 
 be discharge disperse or release directly from an auto part design by its 
 manufacturer to hold store receive or 
 dispose of such pollutant   and 
 2 the bodily injury property damage or 
 covered pollution cost or expense do 
 not arise out of the operation of any 
 equipment list in Paragraph 6b or 6c 
 of the definition of mobile equipment",sampl the cover auto to the place where they be final deliv dispo of or abandon by the insur paragraph a abov doe not appli to fuel lubric fluid exhaust gase or other similar pollut that be need for or result from the normal electr hydraul or mechan function of the cover auto or it part if 1 the pollut escap seep migrat or be discharg disper or relea direct from an auto part design by it manufactur to hold store receiv or dispo of such pollut and 2 the bodili injuri properti damag or cover pollut cost or expen doe not aris out of the oper of ani equip list in paragraph 6b or 6c of the definit of mobil equip
"Any easement or license agreement except in
connection with construction or demolition
operations on or within 50 feet of a railroad",ani easement or licens agreement except in connect with construct or demolit oper on or within 50 feet of a railroad,"any easement or license agreement except in 
 connection with construction or demolition 
 operation on or within 50 foot of a railroad",ani easement or licen agreement except in connect with construct or demolit oper on or within 50 foot of a railroad
"An obligation as required by ordinance to
indemnify a municipality except in connection with work for a municipality",an oblig as requir by ordin to indemnifi a municip except in connect with work for a municip,"an obligation as require by ordinance to 
 indemnify a municipality except in connection with work for a municipality",an oblig as requir by ordin to indemnifi a municip except in connect with work for a municip
"That part of any other contract or agreement
pertaining to your business including an indemnification of a municipality in connection
with work performed for a municipality under which you assume the tort liability of another to pay for bodily injury or property
damage to a third party or organization Tort
liability means a liability that would be imposed by law in the absence of any contract
or agreement",that part of ani other contract or agreement pertain to your busi includ an indemnif of a municip in connect with work perform for a municip under which you assum the tort liabil of anoth to pay for bodili injuri or properti damag to a third parti or organ tort liabil mean a liabil that would be impos by law in the absenc of ani contract or agreement,"that part of any other contract or agreement 
 pertain to your business include an indemnification of a municipality in connection 
 with work perform for a municipality under which you assume the tort liability of another to pay for bodily injury or property 
 damage to a third party or organization tort 
 liability mean a liability that would be impose by law in the absence of any contract 
 or agreement",that part of ani other contract or agreement pertain to your busi includ an indemnif of a municip in connect with work perform for a municip under which you assum the tort liabil of anoth to pay for bodili injuri or properti damag to a third parti or organ tort liabil mean a liabil that would be impos by law in the absenc of ani contract or agreement
"That part of any contract or agreement entered into as part of your business pertaining
to the rental or lease by you or any of your
employees  of any auto  However such contract or agreement shall not be considered an
insured contract to the extent that it obligates
you or any of your employees to pay for
property damage to any auto rented or leased
by you or any of your employees",that part of ani contract or agreement enter into as part of your busi pertain to the rental or leas by you or ani of your employe of ani auto howev such contract or agreement shall not be consid an insur contract to the extent that it oblig you or ani of your employe to pay for properti damag to ani auto rent or leas by you or ani of your employe,"that part of any contract or agreement enter into as part of your business pertain 
 to the rental or lease by you or any of your 
 employee   of any auto   however such contract or agreement shall not be consider an 
 insure contract to the extent that it obligate 
 you or any of your employee to pay for 
 property damage to any auto rent or lease 
 by you or any of your employee",that part of ani contract or agreement enter into as part of your busi pertain to the rental or lea by you or ani of your employe of ani auto howev such contract or agreement shall not be consid an insur contract to the extent that it oblig you or ani of your employe to pay for properti damag to ani auto rent or lea by you or ani of your employe
"Paragraphs b and c above do not apply to
accidents that occur away from premises owned
by or rented to an insured with respect to
pollutants not in or upon a covered auto if
a The pollutants or any property in
which the pollutants are contained
are upset overturned or damaged as
a result of the maintenance or use
of a covered auto  and",paragraph b and c abov do not appli to accid that occur away from premis own by or rent to an insur with respect to pollut not in or upon a cover auto if a the pollut or ani properti in which the pollut are contain are upset overturn or damag as a result of the mainten or use of a cover auto and,"paragraph b and c above do not apply to 
 accident that occur away from premise own 
 by or rent to an insure with respect to 
 pollutant not in or upon a cover auto if 
 a the pollutant or any property in 
 which the pollutant be contain 
 be upset overturn or damage as 
 a result of the maintenance or use 
 of a cover auto   and",paragraph b and c abov do not appli to accid that occur away from premis own by or rent to an insur with respect to pollut not in or upon a cover auto if a the pollut or ani properti in which the pollut be contain be upset overturn or damag as a result of the mainten or use of a cover auto and
"b The discharge dispersal seepage
migration release or escape of the
pollutants is caused directly by such
upset overturn or damage
E",b the discharg dispers seepag migrat releas or escap of the pollut is caus direct by such upset overturn or damag e,"b the discharge dispersal seepage 
 migration release or escape of the 
 pollutant be cause directly by such 
 upset overturn or damage 
 e",b the discharg disper seepag migrat relea or escap of the pollut be caus direct by such upset overturn or damag e
"That indemnifies a railroad for bodily
injury or property damage arising out of
construction or demolition operations
within 50 feet of any railroad property
and affecting any railroad bridge or trestle tracks roadbeds tunnel underpass
or crossing",that indemnifi a railroad for bodili injuri or properti damag aris out of construct or demolit oper within 50 feet of ani railroad properti and affect ani railroad bridg or trestl track roadb tunnel underpass or cross,"that indemnify a railroad for bodily 
 injury or property damage arise out of 
 construction or demolition operation 
 within 50 foot of any railroad property 
 and affect any railroad bridge or trestle track roadbed tunnel underpass 
 or crossing",that indemnifi a railroad for bodili injuri or properti damag aris out of construct or demolit oper within 50 foot of ani railroad properti and affect ani railroad bridg or trestl track roadb tunnel underpass or cross
"That pertains to the loan lease or rental
of an auto to you or any of your employees if the auto is loaned leased or
rented with a driver or",that pertain to the loan leas or rental of an auto to you or ani of your employe if the auto is loan leas or rent with a driver or,"that pertain to the loan lease or rental 
 of an auto to you or any of your employee if the auto be loan lease or 
 rent with a driver or",that pertain to the loan lea or rental of an auto to you or ani of your employe if the auto be loan lea or rent with a driver or
"That holds a person or organization engaged in the business of transporting
property by auto for hire harmless for
your use of a covered auto over a route
or territory that person or organization
is authorized to serve by public authority",that hold a person or organ engag in the busi of transport properti by auto for hire harmless for your use of a cover auto over a rout or territori that person or organ is author to serv by public author,"that hold a person or organization engage in the business of transport 
 property by auto for hire harmless for 
 your use of a covered auto over a route 
 or territory that person or organization 
 be authorize to serve by public authority",that hold a person or organ engag in the busi of transport properti by auto for hire harmless for your use of a cover auto over a rout or territori that person or organ be author to serv by public author
"G Insured means any person or organization qualifying as an insured in the Who Is An Insured
provision of the applicable coverage Except with
respect to the Limit of Insurance the coverage afforded applies separately to each insured who is
seeking coverage or against whom a claim or suit
is brought
H Insured contract means",g insur mean ani person or organ qualifi as an insur in the who is an insur provis of the applic coverag except with respect to the limit of insur the coverag afford appli separ to each insur who is seek coverag or against whom a claim or suit is brought h insur contract mean,"G Insured mean any person or organization qualify as an insured in the who be an insure 
 provision of the applicable coverage except with 
 respect to the Limit of Insurance the coverage afford apply separately to each insure who be 
 seek coverage or against whom a claim or suit 
 be bring 
 H insured contract mean",g insur mean ani person or organ qualifi as an insur in the who be an insur provis of the applic coverag except with respect to the limit of insur the coverag afford appli separ to each insur who be seek coverag or against whom a claim or suit be bring h insur contract mean
"labor leasing firm under an agreement between you
and the labor leasing firm to perform duties related",labor leas firm under an agreement between you and the labor leas firm to perform duti relat,"labor leasing firm under an agreement between you 
 and the labor leasing firm to perform duty relate",labor lea firm under an agreement between you and the labor lea firm to perform duti relat
"Cherry pickers and similar devices
mounted on automobile or truck chassis
and used to raise or lower workers and",cherri picker and similar devic mount on automobil or truck chassi and use to rais or lower worker and,"cherry picker and similar device 
 mount on automobile or truck chassis 
 and use to raise or low worker and",cherri picker and similar devic mount on automobil or truck chassi and use to rais or low worker and
"Air compressors pumps and generators
including spraying welding building cleaning geophysical exploration lighting
or wellservicing equipment",air compressor pump and generat includ spray weld build clean geophys explor light or wellserv equip,"air compressor pump and generator 
 include spray welding building clean geophysical exploration lighting 
 or wellservicing equipment",air compressor pump and generat includ spray weld build clean geophy explor light or wellserv equip
"K Mobile equipment means any of the following
types of land vehicles including any attached machinery or equipment
1",k mobil equip mean ani of the follow type of land vehicl includ ani attach machineri or equip 1,"K Mobile equipment mean any of the follow 
 type of land vehicle include any attached machinery or equipment 
 1",k mobil equip mean ani of the follow type of land vehicl includ ani attach machineri or equip 1
"Bulldozers farm machinery forklifts and
other vehicles designed for use principally off
public roads",bulldoz farm machineri forklift and other vehicl design for use princip off public road,"Bulldozers farm machinery forklift and 
 other vehicle design for use principally off 
 public road",bulldoz farm machineri forklift and other vehicl design for use princip off public road
"Vehicles whether selfpropelled or not
maintained primarily to provide mobility to
permanently mounted",vehicl whether selfpropel or not maintain primarili to provid mobil to perman mount,"vehicle whether selfpropelle or not 
 maintain primarily to provide mobility to 
 permanently mount",vehicl whether selfpropel or not maintain primarili to provid mobil to perman mount
"Vehicles not described in Paragraph 1 2 3
or 4 above that are not selfpropelled and are
maintained primarily to provide mobility to
permanently attached equipment of the following types
a",vehicl not describ in paragraph 1 2 3 or 4 abov that are not selfpropel and are maintain primarili to provid mobil to perman attach equip of the follow type a,"vehicle not describe in Paragraph 1 2 3 
 or 4 above that be not selfpropelle and be 
 maintain primarily to provide mobility to 
 permanently attach equipment of the follow type 
 a",vehicl not describ in paragraph 1 2 3 or 4 abov that be not selfpropel and be maintain primarili to provid mobil to perman attach equip of the follow type a
"However mobile equipment does not include land
vehicles that are subject to a compulsory or financial responsibility law or other motor vehicle insurance law where it is licensed or principally
garaged Land vehicles subject to a compulsory
or financial responsibility law or other motor vehicle insurance law are considered autos 
L",howev mobil equip doe not includ land vehicl that are subject to a compulsori or financi respons law or other motor vehicl insur law where it is licens or princip garag land vehicl subject to a compulsori or financi respons law or other motor vehicl insur law are consid auto l,"however mobile equipment do not include land 
 vehicle that be subject to a compulsory or financial responsibility law or other motor vehicle insurance law where it be license or principally 
 garage Land vehicle subject to a compulsory 
 or financial responsibility law or other motor vehicle insurance law be consider auto 
 L",howev mobil equip doe not includ land vehicl that be subject to a compulsori or financi respon law or other motor vehicl insur law where it be licen or princip garag land vehicl subject to a compulsori or financi respon law or other motor vehicl insur law be consid auto l
"thermal irritant or contaminant including smoke
vapor soot fumes acids alkalis chemicals and
waste Waste includes materials to be recycled
reconditioned or reclaimed
M Property damage means damage to or loss of use
of tangible property
N Suit means a civil proceeding in which",thermal irrit or contamin includ smoke vapor soot fume acid alkali chemic and wast wast includ materi to be recycl recondit or reclaim m properti damag mean damag to or loss of use of tangibl properti n suit mean a civil proceed in which,"thermal irritant or contaminant include smoke 
 vapor soot fume acid alkalis chemical and 
 waste waste include material to be recycle 
 recondition or reclaim 
 M property damage mean damage to or loss of use 
 of tangible property 
 N Suit mean a civil proceeding in which",thermal irrit or contamin includ smoke vapor soot fume acid alkali chemic and wast wast includ materi to be recycl recondit or reclaim m properti damag mean damag to or loss of use of tangibl properti n suit mean a civil proceed in which
"Air compressors pumps and generators
including spraying welding building cleaning geophysical exploration lighting
and wellservicing equipment or",air compressor pump and generat includ spray weld build clean geophys explor light and wellserv equip or,"air compressor pump and generator 
 include spray welding building clean geophysical exploration lighting 
 and wellservicing equipment or",air compressor pump and generat includ spray weld build clean geophy explor light and wellserv equip or
"Vehicles not described in Paragraph 1 2 3
or 4 above maintained primarily for purposes
other than the transportation of persons or
cargo However selfpropelled vehicles with
the following types of permanently attached
equipment are not mobile equipment but will
be considered autos ",vehicl not describ in paragraph 1 2 3 or 4 abov maintain primarili for purpos other than the transport of person or cargo howev selfpropel vehicl with the follow type of perman attach equip are not mobil equip but will be consid auto,"vehicle not describe in Paragraph 1 2 3 
 or 4 above maintain primarily for purpose 
 other than the transportation of person or 
 cargo however selfpropelle vehicle with 
 the follow type of permanently attach 
 equipment be not mobile equipment but will 
 be consider auto",vehicl not describ in paragraph 1 2 3 or 4 abov maintain primarili for purpos other than the transport of person or cargo howev selfpropel vehicl with the follow type of perman attach equip be not mobil equip but will be consid auto
"An arbitration proceeding in which such
damages or covered pollution costs or expenses
are claimed and to which the insured must
submit or does submit with our consent or",an arbitr proceed in which such damag or cover pollut cost or expens are claim and to which the insur must submit or doe submit with our consent or,"an arbitration proceeding in which such 
 damage or cover pollution cost or expense 
 be claim and to which the insure must 
 submit or do submit with our consent or",an arbitr proceed in which such damag or cover pollut cost or expen be claim and to which the insur must submit or doe submit with our consent or
"Any other alternative dispute resolution proceeding in which such damages or covered
pollution costs or expenses are claimed and to
which the insured submits with our consent",ani other altern disput resolut proceed in which such damag or cover pollut cost or expens are claim and to which the insur submit with our consent,"any other alternative dispute resolution proceeding in which such damage or cover 
 pollution cost or expense be claim and to 
 which the insure submit with our consent",ani other altern disput resolut proceed in which such damag or cover pollut cost or expen be claim and to which the insur submit with our consent
"O Temporary worker means a person who is furnished to you to substitute for a permanent employee on leave or to meet seasonal or shortterm
workload conditions",o temporari worker mean a person who is furnish to you to substitut for a perman employe on leav or to meet season or shortterm workload condit,"o temporary worker mean a person who be furnish to you to substitute for a permanent employee on leave or to meet seasonal or shortterm 
 workload condition",o temporari worker mean a person who be furnish to you to substitut for a perman employe on leav or to meet season or shortterm workload condit
"Equipment designed primarily for
1 Snow removal
2 Road maintenance but not construction or resurfacing or",equip design primarili for 1 snow remov 2 road mainten but not construct or resurfac or,"equipment design primarily for 
 1 Snow removal 
 2 Road maintenance but not construction or resurface or",equip design primarili for 1 snow remov 2 road mainten but not construct or resurfac or
