paragraph,stemmed,tokenized
"any company whose relationship to You is either a parent
to subsidiary or subsidiary to parent as defined in or
within the meaning of the relevant Companies Act or
Companies NI Order current at the time of Damage",ani compani whose relationship to you is either a parent to subsidiari or subsidiari to parent as defin in or within the mean of the relev compani act or compani ni order current at the time of damag,"any company whose relationship to you be either a parent 
 to subsidiary or subsidiary to parent as define in or 
 within the meaning of the relevant Companies Act or 
 Companies NI Order current at the time of damage"
"any company which is a subsidiary of a parent company
of which You are a subsidiary as defined in or within the
meaning of the relevant Companies Act or Companies
NI Order current at the time of the Damage",ani compani which is a subsidiari of a parent compani of which you are a subsidiari as defin in or within the mean of the relev compani act or compani ni order current at the time of the damag,"any company which be a subsidiary of a parent company 
 of which you be a subsidiary as define in or within the 
 meaning of the relevant Companies Act or company 
 NI Order current at the time of the damage"
"any tenant of Yours provided that
a the tenant or lessee contributes to the cost of insuring
the Property Insured against the event which caused
the Damage
b the Damage did not result from a breach of the terms
of the lease by the tenant or lessee
c the Damage did not result from a criminal fraudulent
or malicious act or the tenant or lessee",ani tenant of your provid that a the tenant or lesse contribut to the cost of insur the properti insur against the event which caus the damag b the damag did not result from a breach of the term of the leas by the tenant or lesse c the damag did not result from a crimin fraudul or malici act or the tenant or lesse,"any tenant of Yours provide that 
 a the tenant or lessee contribute to the cost of insure 
 the property insure against the event which cause 
 the damage 
 b the damage do not result from a breach of the term 
 of the lease by the tenant or lessee 
 c the damage do not result from a criminal fraudulent 
 or malicious act or the tenant or lessee"
"fees for The Insured’s legal representation at
a any Coroner’s Inquest or Fatal Accident Inquiry
b proceedings in any Court of Summary Jurisdiction
arising out of any alleged breach of statutory duty",fee for the insur legal represent at a ani coron inquest or fatal accid inquiri b proceed in ani court of summari jurisdict aris out of ani alleg breach of statutori duti,"fee for the Insured ’s legal representation at 
 a any Coroner ’s Inquest or Fatal Accident Inquiry 
 b proceeding in any Court of Summary Jurisdiction 
 arise out of any alleged breach of statutory duty"
"any claimant’s legal costs for which The Insured is legally
liable in connection with any event which is or may be the
subject of indemnity under this Section",ani claimant legal cost for which the insur is legal liabl in connect with ani event which is or may be the subject of indemn under this section,"any claimant ’s legal cost for which the Insured be legally 
 liable in connection with any event which be or may be the 
 subject of indemnity under this section"
"Great Britain Northern Ireland the Isle of Man the Channel
Islands or offshore installations within the Continental Shelf
around such territories",great britain northern ireland the isl of man the channel island or offshor instal within the continent shelf around such territori,"Great Britain Northern Ireland the Isle of Man the Channel 
 Islands or offshore installation within the Continental Shelf 
 around such territory"
"At Your request
a any director partner or Employee of Yours
b the officers committees and members of Your
i canteen social sports educational and welfare
organisations
ii first aid fire security and ambulance services in
their respective capacities as such
c any principal for whom You are carrying out a
contract to the extent required by the contract
conditions
d those who hire plant to You to the extent required by
the hiring conditions
or the personal representative of any of these persons
in respect of legal liability for which You would have
been entitled to indemnity if the claim had been
made against You",at your request a ani director partner or employe of your b the offic committe and member of your i canteen social sport educ and welfar organis ii first aid fire secur and ambul servic in their respect capac as such c ani princip for whom you are carri out a contract to the extent requir by the contract condit d those who hire plant to you to the extent requir by the hire condit or the person repres of ani of these person in respect of legal liabil for which you would have been entitl to indemn if the claim had been made against you,"at your request 
 a any director partner or employee of yours 
 b the officer committee and member of your 
 I canteen social sport educational and welfare 
 organisation 
 ii first aid fire security and ambulance service in 
 their respective capacity as such 
 c any principal for whom you be carry out a 
 contract to the extent require by the contract 
 condition 
 d those who hire plant to you to the extent require by 
 the hire condition 
 or the personal representative of any of these person 
 in respect of legal liability for which you would have 
 be entitle to indemnity if the claim have be 
 make against you"
"Each indemnified party will be subject to the terms of
this Section so far as they apply
The total amount which We will pay will not exceed The Limit
of Indemnity regardless of the number of parties claiming to
be indemnified",each indemnifi parti will be subject to the term of this section so far as they appli the total amount which we will pay will not exceed the limit of indemn regardless of the number of parti claim to be indemnifi,"each indemnify party will be subject to the term of 
 this section so far as they apply 
 the total amount which we will pay will not exceed the Limit 
 of indemnity regardless of the number of party claim to 
 be indemnify"
"Pen Underwriting Limited is authorised and regulated by the Financial Conduct Authority FCA number 314493 Registered Office The Walbrook Building 25 Walbrook London EC4N 8AW Registered in England and
Wales Company Number 5172311 httpwwwpenunderwritingcouk You can check this on the Financial Services Register by visiting the FCAs website wwwfcaorguk or by contacting the FCA on 0800 1116768",pen underwrit limit is authoris and regul by the financi conduct author fca number 314493 regist offic the walbrook build 25 walbrook london ec4n 8aw regist in england and wale compani number 5172311 httpwwwpenunderwritingcouk you can check this on the financi servic regist by visit the fcas websit wwwfcaorguk or by contact the fca on 0800 1116768,"Pen Underwriting Limited be authorise and regulate by the Financial Conduct Authority FCA number 314493 Registered Office the Walbrook Building 25 Walbrook London EC4N 8aw Registered in England and 
 Wales Company Number 5172311 httpwwwpenunderwritingcouk you can check this on the Financial Services Register by visit the fca website wwwfcaorguk or by contact the FCA on 0800 1116768"
"a such activity does not form part of Your usual
business
b the discovery of asbestos is unintentional and
accidental and that upon discovery of asbestos or
products made entirely or mainly of asbestos all work
immediately stops
c an asbestos removal contractor licensed by the
Health and Safety Executive is employed as soon
as practicable to make safe the area in which the
discovery is made and who has employers’
liability insurance in force for limits no less than
those stated on Your own such polices and that
such work is not excluded by the contractors own
employers’ liability policy",a such activ doe not form part of your usual busi b the discoveri of asbesto is unintent and accident and that upon discoveri of asbesto or product made entir or main of asbesto all work immedi stop c an asbesto remov contractor licens by the health and safeti execut is employ as soon as practic to make safe the area in which the discoveri is made and who has employ liabil insur in forc for limit no less than those state on your own such polic and that such work is not exclud by the contractor own employ liabil polici,"a such activity do not form part of your usual 
 business 
 b the discovery of asbestos be unintentional and 
 accidental and that upon discovery of asbestos or 
 product make entirely or mainly of asbestos all work 
 immediately stop 
 c an asbestos removal contractor license by the 
 Health and Safety Executive be employ as soon 
 as practicable to make safe the area in which the 
 discovery be make and who have employer ’ 
 liability insurance in force for limit no less than 
 those state on your own such police and that 
 such work be not exclude by the contractor own 
 employer ’ liability policy"
"The maximum amount stated in The Schedule including
Costs and Expenses which We will pay in respect of any one
claim or series of claims against The Insured arising out of one
cause",the maximum amount state in the schedul includ cost and expens which we will pay in respect of ani one claim or seri of claim against the insur aris out of one caus,"the maximum amount state in the Schedule include 
 Costs and expense which we will pay in respect of any one 
 claim or series of claim against the Insured arise out of one 
 cause"
"The Territorial Limits
Anywhere in the world in connection with The Business
conducted by You from premises within The Defined Territories
We will not provide indemnity in respect of Bodily Injury to any
Employee engaged by You outside The Defined Territories for
the purpose of work by any such Employee outside The Defined
Territories",the territori limit anywher in the world in connect with the busi conduct by you from premis within the defin territori we will not provid indemn in respect of bodili injuri to ani employe engag by you outsid the defin territori for the purpos of work by ani such employe outsid the defin territori,"the Territorial Limits 
 anywhere in the world in connection with the business 
 conduct by you from premise within the Defined Territories 
 we will not provide indemnity in respect of Bodily Injury to any 
 employee engage by you outside the Defined Territories for 
 the purpose of work by any such employee outside the define 
 Territories"
"in respect of Bodily Injury caused during the Period of
Insurance to any Employee arising out of and in the course of
employment by You in The Business within The Territorial
Limits",in respect of bodili injuri caus dure the period of insur to ani employe aris out of and in the cours of employ by you in the busi within the territori limit,"in respect of Bodily Injury cause during the Period of 
 Insurance to any employee arise out of and in the course of 
 employment by you in the Business within the territorial 
 limit"
"CONDITIONS
The following conditions apply to this Section
also refer to the Policy Conditions at the back of this Policy Wording
1 Suspension of Cover
We may at any reasonable time inspect any property and in the
event of any defect or danger being apparent We may by written
notice to You suspend all Our liability that might otherwise arise
from such defect or danger",condit the follow condit appli to this section also refer to the polici condit at the back of this polici word 1 suspens of cover we may at ani reason time inspect ani properti and in the event of ani defect or danger be appar we may by written notic to you suspend all our liabil that might otherwis aris from such defect or danger,"condition 
 the follow condition apply to this section 
 also refer to the Policy Conditions at the back of this Policy Wording 
 1 suspension of Cover 
 we may at any reasonable time inspect any property and in the 
 event of any defect or danger be apparent we may by write 
 notice to you suspend all our liability that might otherwise arise 
 from such defect or danger"
"EXCLUSIONS
The following Exclusions apply to this Section
also refer to the Policy Exclusions at the back of this
Policy Wording",exclus the follow exclus appli to this section also refer to the polici exclus at the back of this polici word,"exclusion 
 the follow exclusion apply to this section 
 also refer to the Policy Exclusions at the back of this 
 Policy wording"
"The following clauses apply to this Section
1 Additional Activities
The Business includes
1
ownership use and upkeep of Your premises
2",the follow claus appli to this section 1 addit activ the busi includ 1 ownership use and upkeep of your premis 2,"the follow clause apply to this section 
 1 Additional activity 
 the business include 
 1 
 ownership use and upkeep of your premise 
 2"
"private work by any Employee with Your prior consent for
You or for any director partner or Employee of Yours",privat work by ani employe with your prior consent for you or for ani director partner or employe of your,"private work by any employee with your prior consent for 
 you or for any director partner or employee of yours"
"work in or on and travel to from or within any offshore
a accommodation exploration drilling or production rig
or platform
b support vessel
Bodily Injury sustained by any Employee when such a
person is
a carried in or upon a vehicle
b entering or getting on to or alighting from a vehicle",work in or on and travel to from or within ani offshor a accommod explor drill or product rig or platform b support vessel bodili injuri sustain by ani employe when such a person is a carri in or upon a vehicl b enter or get on to or alight from a vehicl,"work in or on and travel to from or within any offshore 
 a accommodation exploration drilling or production rig 
 or platform 
 b support vessel 
 Bodily Injury sustain by any employee when such a 
 person be 
 a carry in or upon a vehicle 
 b enter or get on to or alight from a vehicle"
"a liquidated damages
b penalty clauses
c fines
d aggravated restitutionary punitive or exemplary
damages or any additional damages resulting from
the multiplication of compensatory damages or other
noncompensatory damages
any liability of whatsoever nature arising out of mining
processing  manufacturing removing disposing of
distributing or storing of asbestos or products made
entirely or mainly of asbestos",a liquid damag b penalti claus c fine d aggrav restitutionari punit or exemplari damag or ani addit damag result from the multipl of compensatori damag or other noncompensatori damag ani liabil of whatsoev natur aris out of mine process manufactur remov dispos of distribut or store of asbesto or product made entir or main of asbesto,"a liquidate damage 
 b penalty clause 
 c fine 
 d aggravate restitutionary punitive or exemplary 
 damage or any additional damage result from 
 the multiplication of compensatory damage or other 
 noncompensatory damage 
 any liability of whatsoever nature arise out of mining 
 processing   manufacturing remove dispose of 
 distribute or store of asbestos or product make 
 entirely or mainly of asbestos"
"2 Cross Liabilities
We will indemnify each party named as The Policyholder in
The Schedule as if a separate Policy had been issued to each
The total amount payable will not exceed The Limit of Indemnity
regardless of the number of parties claiming to be indemnified
3 Legal Expenses arising from Corporate Manslaughter
and Corporate Homicide Act 2007
We will indemnify You in respect of
1",2 cross liabil we will indemnifi each parti name as the policyhold in the schedul as if a separ polici had been issu to each the total amount payabl will not exceed the limit of indemn regardless of the number of parti claim to be indemnifi 3 legal expens aris from corpor manslaught and corpor homicid act 2007 we will indemnifi you in respect of 1,"2 Cross Liabilities 
 we will indemnify each party name as the Policyholder in 
 the Schedule as if a separate Policy have be issue to each 
 the total amount payable will not exceed the Limit of Indemnity 
 regardless of the number of party claim to be indemnify 
 3 Legal expense arise from Corporate Manslaughter 
 and Corporate Homicide Act 2007 
 we will indemnify you in respect of 
 1"
"legal fees and expenses incurred with Our written consent for
defending proceedings including appeals",legal fee and expens incur with our written consent for defend proceed includ appeal,"legal fee and expense incur with our write consent for 
 defend proceeding include appeal"
"which arise from criminal proceedings for any offence as defined
in Section 1 of the Corporate Manslaughter and Corporate
Homicide Act 2007",which aris from crimin proceed for ani offenc as defin in section 1 of the corpor manslaught and corpor homicid act 2007,"which arise from criminal proceeding for any offence as define 
 in Section 1 of the Corporate Manslaughter and corporate 
 Homicide Act 2007"
"This Exclusion shall not apply to the removal or disposal
of asbestos or products made entirely or mainly of
asbestos provided",this exclus shall not appli to the remov or dispos of asbesto or product made entir or main of asbesto provid,"this exclusion shall not apply to the removal or disposal 
 of asbestos or product make entirely or mainly of 
 asbestos provide"
"Pen Underwriting Limited is authorised and regulated by the Financial Conduct Authority FCA number 314493 Registered Office The Walbrook Building 25 Walbrook London EC4N 8AW Registered in England and
Wales Company Number 5172311 httpwwwpenunderwritingcouk You can check this on the Financial Services Register by visiting the FCAs website wwwfcaorguk or by contacting the FCA on 0800 1116768",pen underwrit limit is authoris and regul by the financi conduct author fca number 314493 regist offic the walbrook build 25 walbrook london ec4n 8aw regist in england and wale compani number 5172311 httpwwwpenunderwritingcouk you can check this on the financi servic regist by visit the fcas websit wwwfcaorguk or by contact the fca on 0800 1116768,"Pen Underwriting Limited be authorise and regulate by the Financial Conduct Authority FCA number 314493 Registered Office the Walbrook Building 25 Walbrook London EC4N 8aw Registered in England and 
 Wales Company Number 5172311 httpwwwpenunderwritingcouk you can check this on the Financial Services Register by visit the fca website wwwfcaorguk or by contact the FCA on 0800 1116768"
"unless the proceedings relate to an actual or alleged
offence committed during the Period of Insurance within
The Defined Territories and in connection with The
Business",unless the proceed relat to an actual or alleg offenc commit dure the period of insur within the defin territori and in connect with the busi,"unless the proceeding relate to an actual or allege 
 offence commit during the Period of Insurance within 
 the Defined Territories and in connection with the 
 business"
"in respect of proceedings which
a result from any deliberate act or omission by You
b relate to any person other than an Employee",in respect of proceed which a result from ani deliber act or omiss by you b relat to ani person other than an employe,"in respect of proceeding which 
 a result from any deliberate act or omission by you 
 b relate to any person other than an employee"
"in respect of any
a fines
b remedial or publicity orders or any steps required to
be taken by such orders",in respect of ani a fine b remedi or public order or ani step requir to be taken by such order,"in respect of any 
 a fine 
 b remedial or publicity order or any step require to 
 be take by such order"
"4 Legal Expenses arising from Health and Safety
Legislation
We will indemnify The Insured in respect of
1",4 legal expens aris from health and safeti legisl we will indemnifi the insur in respect of 1,"4 Legal expense arise from Health and Safety 
 legislation 
 we will indemnify the Insured in respect of 
 1"
"legal fees and expenses incurred with Our written
consent for defending proceedings including appeals",legal fee and expens incur with our written consent for defend proceed includ appeal,"legal fee and expense incur with our write 
 consent for defend proceeding include appeal"
"7 Unsatisfied Court Judgments
We will at Your request pay any Employee or his or her
personal representative the amount of damages and costs
awarded to such person as a result of a judgment which has been
obtained for Bodily Injury against any company registered in or
any individual domiciled in The Defined Territories and which
remain unpaid six months after the date of such judgment
Payment will only be made where
1",7 unsatisfi court judgment we will at your request pay ani employe or his or her person repres the amount of damag and cost award to such person as a result of a judgment which has been obtain for bodili injuri against ani compani regist in or ani individu domicil in the defin territori and which remain unpaid six month after the date of such judgment payment will onli be made where 1,"7 Unsatisfied Court Judgments 
 we will at your request pay any employee or his or her 
 personal representative the amount of damage and cost 
 award to such person as a result of a judgment which have be 
 obtain for Bodily Injury against any company register in or 
 any individual domicile in the Defined Territories and which 
 remain unpaid six month after the date of such judgment 
 payment will only be make where 
 1"
"the Bodily Injury was caused during any Period of
Insurance to the Employee arising out of and in the
course of employment by You in The Business",the bodili injuri was caus dure ani period of insur to the employe aris out of and in the cours of employ by you in the busi,"the Bodily Injury be cause during any period of 
 Insurance to the employee arise out of and in the 
 course of employment by you in the business"
"which arise from any health and safety inquiry or criminal
proceedings for any breach of the Health and Safety at Work Act
etc 1974 or the Health and Safety at Work Northern Ireland
Order 1978
We will not provide indemnity
1",which aris from ani health and safeti inquiri or crimin proceed for ani breach of the health and safeti at work act etc 1974 or the health and safeti at work northern ireland order 1978 we will not provid indemn 1,"which arise from any health and safety inquiry or criminal 
 proceeding for any breach of the Health and Safety at Work Act 
 etc 1974 or the Health and Safety at Work Northern Ireland 
 Order 1978 
 we will not provide indemnity 
 1"
"unless the proceedings relate to an actual or alleged act
omission or incident committed during The Period of
Insurance within The Defined Territories and in
connection with The Business",unless the proceed relat to an actual or alleg act omiss or incid commit dure the period of insur within the defin territori and in connect with the busi,"unless the proceeding relate to an actual or alleged act 
 omission or incident commit during the Period of 
 Insurance within the Defined Territories and in 
 connection with the business"
"in respect of proceedings which
a result from any deliberate act or omission by You
b relate to the health and safety of any person other
than an Employee",in respect of proceed which a result from ani deliber act or omiss by you b relat to the health and safeti of ani person other than an employe,"in respect of proceeding which 
 a result from any deliberate act or omission by you 
 b relate to the health and safety of any person other 
 than an employee"
"5 Our Right of Recovery
The indemnity granted by this Section is deemed to be in
accordance with the provisions of any law relating to the
compulsory insurance of liability to Employees in Great Britain
Northern Ireland the Isle of Man or the Channel Islands
However You will repay to Us all sums We would not have been
liable to pay but for the provisions of such law
6 Payment for Court Attendance
We will compensate You if at Our request You any director
partner or Employee of Yours is attending court as a witness in
connection with a claim for which The Insured is entitled to
indemnity
The maximum We will pay for
1",5 our right of recoveri the indemn grant by this section is deem to be in accord with the provis of ani law relat to the compulsori insur of liabil to employe in great britain northern ireland the isl of man or the channel island howev you will repay to us all sum we would not have been liabl to pay but for the provis of such law 6 payment for court attend we will compens you if at our request you ani director partner or employe of your is attend court as a wit in connect with a claim for which the insur is entitl to indemn the maximum we will pay for 1,"5 our right of Recovery 
 the indemnity grant by this section be deem to be in 
 accordance with the provision of any law relate to the 
 compulsory insurance of liability to employee in Great Britain 
 Northern Ireland the Isle of Man or the Channel Islands 
 however you will repay to we all sum we would not have be 
 liable to pay but for the provision of such law 
 6 payment for Court Attendance 
 we will compensate you if at our request you any director 
 partner or employee of Yours be attend court as a witness in 
 connection with a claim for which the Insured be entitle to 
 indemnity 
 the maximum we will pay for 
 1"
"Pen Underwriting Limited is authorised and regulated by the Financial Conduct Authority FCA number 314493 Registered Office The Walbrook Building 25 Walbrook London EC4N 8AW Registered in England and
Wales Company Number 5172311 httpwwwpenunderwritingcouk You can check this on the Financial Services Register by visiting the FCAs website wwwfcaorguk or by contacting the FCA on 0800 1116768",pen underwrit limit is authoris and regul by the financi conduct author fca number 314493 regist offic the walbrook build 25 walbrook london ec4n 8aw regist in england and wale compani number 5172311 httpwwwpenunderwritingcouk you can check this on the financi servic regist by visit the fcas websit wwwfcaorguk or by contact the fca on 0800 1116768,"Pen Underwriting Limited be authorise and regulate by the Financial Conduct Authority FCA number 314493 Registered Office the Walbrook Building 25 Walbrook London EC4N 8aw Registered in England and 
 Wales Company Number 5172311 httpwwwpenunderwritingcouk you can check this on the Financial Services Register by visit the fca website wwwfcaorguk or by contact the FCA on 0800 1116768"
"The following definitions apply to this Section and shall keep
the same meaning wherever they appear in the Section",the follow definit appli to this section and shall keep the same mean wherev they appear in the section,"the follow definition apply to this section and shall keep 
 the same meaning wherever they appear in the section"
"Great Britain Northern Ireland the Isle of Man the Channel
Islands or offshore installations within the Continental Shelf
around such territories",great britain northern ireland the isl of man the channel island or offshor instal within the continent shelf around such territori,"Great Britain Northern Ireland the Isle of Man the Channel 
 Islands or offshore installation within the Continental Shelf 
 around such territory"
"At Your request
a any director partner or Employee of Yours
b the officers committees and members of Your
i canteen social sports educational and welfare
organisations
ii first aid fire security and ambulance services in
their respective capacities as such
c any principal for whom You are carrying out a contract
to the extent required by the contract conditions
d those who hire plant to You to the extent required by the
hiring conditions",at your request a ani director partner or employe of your b the offic committe and member of your i canteen social sport educ and welfar organis ii first aid fire secur and ambul servic in their respect capac as such c ani princip for whom you are carri out a contract to the extent requir by the contract condit d those who hire plant to you to the extent requir by the hire condit,"at your request 
 a any director partner or employee of yours 
 b the officer committee and member of your 
 I canteen social sport educational and welfare 
 organisation 
 ii first aid fire security and ambulance service in 
 their respective capacity as such 
 c any principal for whom you be carry out a contract 
 to the extent require by the contract condition 
 d those who hire plant to you to the extent require by the 
 hire condition"
"fees for The Insured’s legal representation at
a any Coroner’s Inquest or Fatal Accident Inquiry
b proceedings in any Court of Summary Jurisdiction
arising out of any alleged breach of statutory duty",fee for the insur legal represent at a ani coron inquest or fatal accid inquiri b proceed in ani court of summari jurisdict aris out of ani alleg breach of statutori duti,"fee for the Insured ’s legal representation at 
 a any Coroner ’s Inquest or Fatal Accident Inquiry 
 b proceeding in any Court of Summary Jurisdiction 
 arise out of any alleged breach of statutory duty"
"any claimant’s legal costs for which The Insured is legally
liable in connection with any event which is or may be the
subject of indemnity under this Section",ani claimant legal cost for which the insur is legal liabl in connect with ani event which is or may be the subject of indemn under this section,"any claimant ’s legal cost for which the Insured be legally 
 liable in connection with any event which be or may be the 
 subject of indemnity under this section"
"or the personal representatives of any of these persons in respect of
legal liability for which You would have entitled to indemnity if the
claim had been made against You
Each indemnified party will be subject to the terms of this Section so
far as they apply",or the person repres of ani of these person in respect of legal liabil for which you would have entitl to indemn if the claim had been made against you each indemnifi parti will be subject to the term of this section so far as they appli,"or the personal representative of any of these person in respect of 
 legal liability for which you would have entitle to indemnity if the 
 claim have be make against you 
 each indemnify party will be subject to the term of this section so 
 far as they apply"
"The total amount which We will pay will not exceed The Limit of
Indemnity regardless of the number of parties claiming to be
indemnified",the total amount which we will pay will not exceed the limit of indemn regardless of the number of parti claim to be indemnifi,"the total amount which we will pay will not exceed the Limit of 
 Indemnity regardless of the number of party claim to be 
 indemnify"
"A pecuniary loss suffered by any tenant of The Insured and not
caused by Personal Injury or Damage to property",a pecuniari loss suffer by ani tenant of the insur and not caus by person injuri or damag to properti,"a pecuniary loss suffer by any tenant of the Insured and not 
 cause by Personal Injury or damage to property"
"The maximum amount stated in The Schedule which We will
pay in respect of any one event or all events of a series
consequent on or attributable to one original cause",the maximum amount state in the schedul which we will pay in respect of ani one event or all event of a seri consequ on or attribut to one origin caus,"the maximum amount state in the Schedule which we will 
 pay in respect of any one event or all event of a series 
 consequent on or attributable to one original cause"
"pollution or contamination of buildings or other structures
or of water or land or the atmosphere
and",pollut or contamin of build or other structur or of water or land or the atmospher and,"pollution or contamination of building or other structure 
 or of water or land or the atmosphere 
 and"
"2 all loss Damage to property and Bodily Injury directly or
indirectly caused by such pollution or contamination",2 all loss damag to properti and bodili injuri direct or indirect caus by such pollut or contamin,"2 all loss damage to property and Bodily Injury directly or 
 indirectly cause by such pollution or contamination"
"The Limit of Indemnity will apply to the total of all
events occurring happening in any one Period of
Insurance",the limit of indemn will appli to the total of all event occur happen in ani one period of insur,"the Limit of Indemnity will apply to the total of all 
 event occur happen in any one period of 
 insurance"
"The Territorial Limits
Anywhere in the world in connection with The Business conducted
by You from premises within The Defined Territories",the territori limit anywher in the world in connect with the busi conduct by you from premis within the defin territori,"the Territorial Limits 
 anywhere in the world in connection with the Business conduct 
 by you from premise within the Defined Territories"
"Pen Underwriting Limited is authorised and regulated by the Financial Conduct Authority FCA number 314493 Registered Office The Walbrook Building 25 Walbrook London EC4N 8AW Registered in England and
Wales Company Number 5172311 httpwwwpenunderwritingcouk You can check this on the Financial Services Register by visiting the FCAs website wwwfcaorguk or by contacting the FCA on 0800 1116768",pen underwrit limit is authoris and regul by the financi conduct author fca number 314493 regist offic the walbrook build 25 walbrook london ec4n 8aw regist in england and wale compani number 5172311 httpwwwpenunderwritingcouk you can check this on the financi servic regist by visit the fcas websit wwwfcaorguk or by contact the fca on 0800 1116768,"Pen Underwriting Limited be authorise and regulate by the Financial Conduct Authority FCA number 314493 Registered Office the Walbrook Building 25 Walbrook London EC4N 8aw Registered in England and 
 Wales Company Number 5172311 httpwwwpenunderwritingcouk you can check this on the Financial Services Register by visit the fca website wwwfcaorguk or by contact the FCA on 0800 1116768"
"Damage to or the cost incurred by anyone in repairing
removing replacing reapplying rectifying or reinstating
a Products Supplied other than Products Supplied
under a separate contract
b The Works",damag to or the cost incur by anyon in repair remov replac reappli rectifi or reinstat a product suppli other than product suppli under a separ contract b the work,"damage to or the cost incur by anyone in repair 
 remove replace reapplye rectifying or reinstate 
 a Products supply other than product supply 
 under a separate contract 
 b the work"
"advice instruction consultancy design formula
specification inspection certification or testing performed
or provided separately for a fee or under a separate
contract",advic instruct consult design formula specif inspect certif or test perform or provid separ for a fee or under a separ contract,"advice instruction consultancy design formula 
 specification inspection certification or testing perform 
 or provide separately for a fee or under a separate 
 contract"
"the carrying out of any work or any Products Supplied
which affects or could affect
a the navigation propulsion or safety of any aircraft or other
aerial device
b the safety or operation of nuclear installations",the carri out of ani work or ani product suppli which affect or could affect a the navig propuls or safeti of ani aircraft or other aerial devic b the safeti or oper of nuclear instal,"the carrying out of any work or any Products supply 
 which affect or could affect 
 a the navigation propulsion or safety of any aircraft or other 
 aerial device 
 b the safety or operation of nuclear installation"
"a Pollution or Contamination other than caused by a
sudden identifiable unintended and unexpected incident
which takes place in its entirety at a specific time and
place during the Period of Insurance
b directly or indirectly caused by or arising from Pollution
or Contamination in the United States of America or
Canada",a pollut or contamin other than caus by a sudden identifi unintend and unexpect incid which take place in it entireti at a specif time and place dure the period of insur b direct or indirect caus by or aris from pollut or contamin in the unit state of america or canada,"a Pollution or Contamination other than cause by a 
 sudden identifiable unintended and unexpected incident 
 which take place in its entirety at a specific time and 
 place during the Period of insurance 
 b directly or indirectly cause by or arise from Pollution 
 or Contamination in the United States of America or 
 Canada"
"Costs and Expenses in respect of accidental
a Personal Injury
b Damage to Property
c obstruction trespass nuisance or interference with
any right of way air light or water",cost and expens in respect of accident a person injuri b damag to properti c obstruct trespass nuisanc or interfer with ani right of way air light or water,"cost and expense in respect of accidental 
 a Personal Injury 
 b damage to property 
 c obstruction trespass nuisance or interference with 
 any right of way air light or water"
"which arises in connection with The Business and which
happens during the Period of Insurance and within The
Territorial Limits
The maximum We will pay is The Limit of Indemnity and any
Costs and Expenses However in respect of any claim
brought in
1",which aris in connect with the busi and which happen dure the period of insur and within the territori limit the maximum we will pay is the limit of indemn and ani cost and expens howev in respect of ani claim brought in 1,"which arise in connection with the Business and which 
 happen during the Period of Insurance and within the 
 Territorial Limits 
 the maximum we will pay be the Limit of Indemnity and any 
 Costs and expense however in respect of any claim 
 bring in 
 1"
"All Pollution or Contamination which arises out of one
incident will be deemed to have happened at the time such
incident takes place",all pollut or contamin which aris out of one incid will be deem to have happen at the time such incid take place,"all Pollution or Contamination which arise out of one 
 incident will be deem to have happen at the time such 
 incident take place"
"EXCLUSIONS
The following Exclusions apply to this Section
also refer to the Policy Exclusions at the back of this Policy
Wording
We will not provide indemnity in respect of
1",exclus the follow exclus appli to this section also refer to the polici exclus at the back of this polici word we will not provid indemn in respect of 1,"exclusion 
 the follow exclusion apply to this section 
 also refer to the Policy Exclusions at the back of this policy 
 wording 
 we will not provide indemnity in respect of 
 1"
"Personal Injury to any Employee arising out of and in
the course of employment by You in The Business",person injuri to ani employe aris out of and in the cours of employ by you in the busi,"Personal Injury to any employee arise out of and in 
 the course of employment by you in the business"
"the ownership possession or use by or on behalf of
The Insured of any
a aircraft aerial device or hovercraft
b watercraft exceeding 8 metres in length
c motor vehicle trailer or plant in circumstances where
compulsory insurance or security is required by any
road traffic legislation other than
i where described in the Motor Contingent Liability
Clause
ii the loading or unloading of any such vehicle
trailer or plant where indemnity is not provided by
another insurance Policy",the ownership possess or use by or on behalf of the insur of ani a aircraft aerial devic or hovercraft b watercraft exceed 8 metr in length c motor vehicl trailer or plant in circumst where compulsori insur or secur is requir by ani road traffic legisl other than i where describ in the motor conting liabil claus ii the load or unload of ani such vehicl trailer or plant where indemn is not provid by anoth insur polici,"the ownership possession or use by or on behalf of 
 the Insured of any 
 a aircraft aerial device or hovercraft 
 b watercraft exceed 8 metre in length 
 c motor vehicle trailer or plant in circumstance where 
 compulsory insurance or security be require by any 
 road traffic legislation other than 
 I where describe in the Motor Contingent Liability 
 Clause 
 ii the loading or unloading of any such vehicle 
 trailer or plant where indemnity be not provide by 
 another insurance policy"
