paragraph,stemmed,tokenized
"a matter which is more specifically covered by another
Insurance section of this Policy or would have been had it not
been for an exclusion or proviso applying to that Insurance",a matter which is more specif cover by anoth insur section of this polici or would have been had it not been for an exclus or proviso appli to that insur,"a matter which be more specifically cover by another 
 Insurance section of this policy or would have be have it not 
 be for an exclusion or proviso apply to that insurance"
"arising from the compulsory purchase confiscation
nationalisation requisition or Damage to any freehold or
leasehold Property",aris from the compulsori purchas confisc nationalis requisit or damag to ani freehold or leasehold properti,"arise from the compulsory purchase confiscation 
 nationalisation requisition or damage to any freehold or 
 leasehold property"
"iii arising from actual planned or proposed construction
closure adaptation or repair of roads buildings housing or
other works
by or on behalf of any government public or local authority
except in so far as the claim relates to Damage arising from
such activities",iii aris from actual plan or propos construct closur adapt or repair of road build hous or other work by or on behalf of ani govern public or local author except in so far as the claim relat to damag aris from such activ,"iii arise from actual plan or propose construction 
 closure adaptation or repair of road building housing or 
 other work 
 by or on behalf of any government public or local authority 
 except in so far as the claim relate to damage arise from 
 such activity"
"1	Entering a response to a full enquiry by HM Revenue  Customs
into a selfassessment tax return following the issue of a notice
under Section 9A or 12AC of the Taxes Management Act 1970 or
Schedule 18 paragraph 24 of the Finance Act 1998 This includes
responding at a tribunal hearing",1 enter a respons to a full enquiri by hm revenu custom into a selfassess tax return follow the issu of a notic under section 9a or 12ac of the tax manag act 1970 or schedul 18 paragraph 24 of the financ act 1998 this includ respond at a tribun hear,"1 	 enter a response to a full enquiry by HM Revenue   Customs 
 into a selfassessment tax return follow the issue of a notice 
 under section 9a or 12ac of the Taxes Management Act 1970 or 
 Schedule 18 paragraph 24 of the Finance Act 1998 this include 
 respond at a tribunal hearing"
"2	Entering a response to an examination by HM Revenue  Customs
following an Employer Compliance Review which arose from
and related to an expression of dissatisfaction with Your PAYE or
National Insurance Contribution affairs",2 enter a respons to an examin by hm revenu custom follow an employ complianc review which aros from and relat to an express of dissatisfact with your pay or nation insur contribut affair,"2 	 enter a response to an examination by HM Revenue   Customs 
 follow an Employer Compliance Review which arise from 
 and relate to an expression of dissatisfaction with your PAYE or 
 National Insurance Contribution affair"
"an enquiry undertaken under Section 60 or 61 of the VAT
Act 1994 or any investigation or enquiry by the Investigations
Division of HM Revenue  Customs the HM Revenue 
Customs Internal Governance or Criminal Investigations",an enquiri undertaken under section 60 or 61 of the vat act 1994 or ani investig or enquiri by the investig divis of hm revenu custom the hm revenu custom intern govern or crimin investig,"an enquiry undertake under section 60 or 61 of the VAT 
 Act 1994 or any investigation or enquiry by the investigation 
 Division of HM Revenue   Customs the HM Revenue 
 Customs Internal Governance or Criminal Investigations"
"3	An appeal against a written VAT decision or assessment issued by
HM Revenue  Customs This includes the local review procedure
and any VAT Tribunal",3 an appeal against a written vat decis or assess issu by hm revenu custom this includ the local review procedur and ani vat tribun,"3 	 an appeal against a write vat decision or assessment issue by 
 HM Revenue   Customs this include the local review procedure 
 and any VAT Tribunal"
"C any investigation or inspection by HM Revenue  Customs that
commenced prior to the inception of this Insurance
D any work in connection with the normal reconciliation of annual
accounts and VAT returns where such reconciliation has not
been undertaken prior to the dispute or investigation arising
E",c ani investig or inspect by hm revenu custom that commenc prior to the incept of this insur d ani work in connect with the normal reconcili of annual account and vat return where such reconcili has not been undertaken prior to the disput or investig aris e,"c any investigation or inspection by HM Revenue   Customs that 
 commence prior to the inception of this insurance 
 d any work in connection with the normal reconciliation of annual 
 account and vat return where such reconciliation have not 
 be undertake prior to the dispute or investigation arise 
 e"
"Your actual or alleged misstatement with intent to deceive
contained in any relevant business books records or returns If
such intent to deceive is shown We shall be entitled to recover
any claim settlement made in this respect",your actual or alleg misstat with intent to deceiv contain in ani relev busi book record or return if such intent to deceiv is shown we shall be entitl to recov ani claim settlement made in this respect,"your actual or alleged misstatement with intent to deceive 
 contain in any relevant business book record or return if 
 such intent to deceive be show we shall be entitle to recover 
 any claim settlement make in this respect"
"any issue of law practice or procedure not directly connected
with the particular investigation dispute or Legal Proceedings
which are otherwise covered under this Insurance",ani issu of law practic or procedur not direct connect with the particular investig disput or legal proceed which are otherwis cover under this insur,"any issue of law practice or procedure not directly connect 
 with the particular investigation dispute or Legal Proceedings 
 which be otherwise cover under this insurance"
"G any enquiry arising from an enquiry into earlier year’s tax
returns or a tax return already under enquiry
H enquiries into tax returns that were filed after the statutory
filing date and where no reasonable excuse has been accepted
by HM Revenue  Customs for late filing
I",g ani enquiri aris from an enquiri into earlier year tax return or a tax return alreadi under enquiri h enquiri into tax return that were file after the statutori file date and where no reason excus has been accept by hm revenu custom for late file i,"g any enquiry arise from an enquiry into early year ’s tax 
 return or a tax return already under enquiry 
 h enquiry into tax return that be file after the statutory 
 filing date and where no reasonable excuse have be accept 
 by HM Revenue   Customs for late filing 
 I"
"a matter which is more specifically covered by another
Insurance section of this Policy or would have been had it not
been for an exclusion or proviso applying to that Insurance",a matter which is more specif cover by anoth insur section of this polici or would have been had it not been for an exclus or proviso appli to that insur,"a matter which be more specifically cover by another 
 Insurance section of this policy or would have be have it not 
 be for an exclusion or proviso apply to that insurance"
"1	The defence of any Legal Proceedings brought against You for
compensation under Section 13 of the Data Protection Act 1998
provided that You are already registered with the Data Protection
Commissioner",1 the defenc of ani legal proceed brought against you for compens under section 13 of the data protect act 1998 provid that you are alreadi regist with the data protect commission,"1 	 the defence of any Legal Proceedings bring against you for 
 compensation under Section 13 of the Data Protection Act 1998 
 provide that you be already register with the Data Protection 
 Commissioner"
"C any claim where You do not appoint Our Administrator’s
approved consultant as the Appointed Representative in
accordance with Requirement 4 A i",c ani claim where you do not appoint our administr approv consult as the appoint repres in accord with requir 4 a i,"c any claim where you do not appoint our Administrator ’s 
 approve consultant as the appoint Representative in 
 accordance with Requirement 4 a i"
"the refusal of an application for alteration of registered
particulars by the Data Protection Commissioner",the refus of an applic for alter of regist particular by the data protect commission,"the refusal of an application for alteration of register 
 particular by the Data Protection Commissioner"
"provided that You agree to appoint Our Administrator’s approved
consultant as Your Appointed Representative in accordance with
Requirement 4 A i",provid that you agre to appoint our administr approv consult as your appoint repres in accord with requir 4 a i,"provide that you agree to appoint our Administrator ’s approve 
 consultant as your appoint Representative in accordance with 
 Requirement 4 a i"
"D a matter which is more specifically covered by another
Insurance section of this Policy or would have been had it not
been for an exclusion or proviso applying to that Insurance",d a matter which is more specif cover by anoth insur section of this polici or would have been had it not been for an exclus or proviso appli to that insur,"d a matter which be more specifically cover by another 
 Insurance section of this policy or would have be have it not 
 be for an exclusion or proviso apply to that insurance"
"The pursuit of compensation following an Event which causes death of
or bodily injury to any Insured Person if requested by You",the pursuit of compens follow an event which caus death of or bodili injuri to ani insur person if request by you,"the pursuit of compensation follow an event which cause death of 
 or bodily injury to any Insured Person if request by you"
"This cover also extends to include members of the Insured Person’s
family who suffer bodily injury following an Event that also causes bodily
injury to the Insured Person",this cover also extend to includ member of the insur person famili who suffer bodili injuri follow an event that also caus bodili injuri to the insur person,"this cover also extend to include member of the Insured Person ’s 
 family who suffer bodily injury follow an event that also cause bodily 
 injury to the Insured Person"
"Legal Expenses arising from or relating to
A any illness or bodily injury which develops gradually or is not
caused by a specific or sudden accident
B",legal expens aris from or relat to a ani ill or bodili injuri which develop gradual or is not caus by a specif or sudden accid b,"legal expense arise from or relate to 
 A any illness or bodily injury which develop gradually or be not 
 cause by a specific or sudden accident 
 b"
"C a matter which is more specifically covered by another
Insurance section of this Policy or would have been had it not
been for an exclusion or proviso applying to that Insurance",c a matter which is more specif cover by anoth insur section of this polici or would have been had it not been for an exclus or proviso appli to that insur,"c a matter which be more specifically cover by another 
 Insurance section of this policy or would have be have it not 
 be for an exclusion or proviso apply to that insurance"
"The pursuit or defence of Legal Proceedings arising from a dispute with
a customer or supplier in respect of a contract with that customer or
supplier for the sale purchase hire or supply of goods or services",the pursuit or defenc of legal proceed aris from a disput with a custom or supplier in respect of a contract with that custom or supplier for the sale purchas hire or suppli of good or servic,"the pursuit or defence of Legal Proceedings arise from a dispute with 
 a customer or supplier in respect of a contract with that customer or 
 supplier for the sale purchase hire or supply of good or service"
"C a dispute about either the amount an insurance company
should pay to settle an insurance claim or the way a claim
should be settled",c a disput about either the amount an insur compani should pay to settl an insur claim or the way a claim should be settl,"c a dispute about either the amount an insurance company 
 should pay to settle an insurance claim or the way a claim 
 should be settle"
"the construction extension alteration demolition repair
renovation or refurbishment of any Property",the construct extens alter demolit repair renov or refurbish of ani properti,"the construction extension alteration demolition repair 
 renovation or refurbishment of any property"
"Section 8 Eviction Proceedings
THIS SECTION ONLY APPLIES TO PREMISES SOLELY OCCUPIED AS RESIDENTIAL PROPERTY
What is covered",section 8 evict proceed this section onli appli to premis sole occupi as residenti properti what is cover,"section 8 Eviction Proceedings 
 this section only apply to PREMISES SOLELY OCCUPIED as RESIDENTIAL property 
 what be cover"
"Legal Expenses to pursue eviction proceedings against a Tenant or
Guarantor to recover possession of the Residential Property where
the Tenant fails to perform their obligations set out in the Tenancy
Agreement relating to the rightful occupation of the Premises",legal expens to pursu evict proceed against a tenant or guarantor to recov possess of the residenti properti where the tenant fail to perform their oblig set out in the tenanc agreement relat to the right occup of the premis,"legal expense to pursue eviction proceeding against a Tenant or 
 Guarantor to recover possession of the Residential Property where 
 the Tenant fail to perform their obligation set out in the Tenancy 
 Agreement relate to the rightful occupation of the Premises"
"1	Any amount in excess of £25000 in respect of an Insured Incident
2	Legal Expenses arising from or relating to an Insured Incident
A where You fail to provide evidence that You successfully
completed a Tenant Reference on the Tenant and Guarantor
if required prior to the start of the Tenancy Agreement or
where the Tenancy Agreement started more than 31 days
after the Tenant Reference
B",1 ani amount in excess of £25000 in respect of an insur incid 2 legal expens aris from or relat to an insur incid a where you fail to provid evid that you success complet a tenant refer on the tenant and guarantor if requir prior to the start of the tenanc agreement or where the tenanc agreement start more than 31 day after the tenant refer b,"1 	 any amount in excess of £ 25000 in respect of an Insured Incident 
 2 	 Legal expense arise from or relate to an Insured Incident 
 A where you fail to provide evidence that you successfully 
 complete a Tenant Reference on the Tenant and Guarantor 
 if require prior to the start of the Tenancy Agreement or 
 where the Tenancy Agreement start more than 31 day 
 after the Tenant Reference 
 b"
"arising from or connected to Your performance of Your
obligations under the Tenancy Agreement or where there are
insufficient prospects of success in the proceedings due to the
terms of the Tenancy Agreement being unenforceable",aris from or connect to your perform of your oblig under the tenanc agreement or where there are insuffici prospect of success in the proceed due to the term of the tenanc agreement be unenforc,"arise from or connect to your performance of your 
 obligation under the Tenancy Agreement or where there be 
 insufficient prospect of success in the proceeding due to the 
 term of the Tenancy Agreement be unenforceable"
"C arising from dilapidations unless the missing or damaged items
were contained within a Dilapidations Inventory
D where the amount in dispute is less than £250 including VAT
E",c aris from dilapid unless the miss or damag item were contain within a dilapid inventori d where the amount in disput is less than £250 includ vat e,"c arise from dilapidation unless the missing or damage item 
 be contain within a Dilapidations Inventory 
 D where the amount in dispute be less than £ 250 include VAT 
 e"
"falling within the jurisdiction of the Rent Assessment Committee
the Lands Tribunal or the Leasehold Valuation Tribunal or their
equivalent outside of England and Wales but within Great
Britain Northern Ireland the Channel Islands or the Isle of Man",fall within the jurisdict of the rent assess committe the land tribun or the leasehold valuat tribun or their equival outsid of england and wale but within great britain northern ireland the channel island or the isl of man,"fall within the jurisdiction of the Rent Assessment Committee 
 the Lands Tribunal or the Leasehold Valuation Tribunal or their 
 equivalent outside of England and Wales but within great 
 Britain Northern Ireland the Channel Islands or the Isle of Man"
"relating to the payment or nonpayment of service charges
as defined within the Landlord and Tenant Act 1985 as
amended or any equivalent Act outside of England and Wales
but within Great Britain Northern Ireland the Channel Islands
or the Isle of Man",relat to the payment or nonpay of servic charg as defin within the landlord and tenant act 1985 as amend or ani equival act outsid of england and wale but within great britain northern ireland the channel island or the isl of man,"relate to the payment or nonpayment of service charge 
 as define within the Landlord and Tenant Act 1985 as 
 amend or any equivalent Act outside of England and Wales 
 but within Great Britain Northern Ireland the Channel Islands 
 or the Isle of Man"
"G where the Premises are not solely occupied as Residential
Property
H where the Tenant is not aged 18 years or over
I",g where the premis are not sole occupi as residenti properti h where the tenant is not age 18 year or over i,"g where the Premises be not solely occupy as residential 
 property 
 h where the Tenant be not aged 18 year or over 
 I"
"where You have allowed the Tenant into possession of the
Premises before the Tenancy Agreement has been signed by
all parties a Tenant Reference has been obtained all necessary
statutory pregrant notices to the Tenant have been issued the
first month’s Rent and the Deposit have been received in cash
or cleared funds and the Dilapidations Inventory has been
signed by the Tenant",where you have allow the tenant into possess of the premis befor the tenanc agreement has been sign by all parti a tenant refer has been obtain all necessari statutori pregrant notic to the tenant have been issu the first month rent and the deposit have been receiv in cash or clear fund and the dilapid inventori has been sign by the tenant,"where you have allow the Tenant into possession of the 
 Premises before the Tenancy Agreement have be sign by 
 all party a Tenant Reference have be obtain all necessary 
 statutory pregrant notice to the Tenant have be issue the 
 first month ’s rent and the Deposit have be receive in cash 
 or clear fund and the Dilapidations Inventory have be 
 sign by the Tenant"
"where You have failed to keep full and up to date rental records
or have allowed the Tenancy Agreement to be transferred to
any other individual or organisation unless all other terms of this
insurance have been complied with",where you have fail to keep full and up to date rental record or have allow the tenanc agreement to be transfer to ani other individu or organis unless all other term of this insur have been compli with,"where you have fail to keep full and up to date rental record 
 or have allow the Tenancy Agreement to be transfer to 
 any other individual or organisation unless all other term of this 
 insurance have be comply with"
"if You or Your Agent gave any false or misleading information
when You applied for the Tenant Reference",if you or your agent gave ani fals or mislead inform when you appli for the tenant refer,"if you or your Agent give any false or misleading information 
 when you apply for the Tenant Reference"
"M where the Tenant received a Tenant Reference subject to a
Guarantor and the Guarantor was not correctly assigned to the
Tenancy Agreement
N where You are in breach of any rules regulations or Acts of
Parliament relating to the Deposit",m where the tenant receiv a tenant refer subject to a guarantor and the guarantor was not correct assign to the tenanc agreement n where you are in breach of ani rule regul or act of parliament relat to the deposit,"M where the Tenant receive a Tenant Reference subject to a 
 Guarantor and the Guarantor be not correctly assign to the 
 Tenancy Agreement 
 N where you be in breach of any rule regulation or act of 
 Parliament relate to the Deposit"
"What is not covered
O in relation to dilapidations by the Tenant to the Premises or its
contents where You have a policy of insurance that covers the
dilapidations
P",what is not cover o in relat to dilapid by the tenant to the premis or it content where you have a polici of insur that cover the dilapid p,"what be not cover 
 o in relation to dilapidation by the Tenant to the Premises or its 
 content where you have a policy of insurance that cover the 
 dilapidation 
 p"
"Q where Legal Expenses have been incurred as a result of
Your failure to follow the advice of Our Administrator’s Legal
Services Centre or arising from Your failure to take any action
recommended by Our Administrator or their Legal Services
Centre to recover possession of the Premises as promptly
as possible
3	Legal Expenses in respect of
A any Insured Incident that occurs within the first 90 days
of the Period of Insurance where the Tenancy Agreement
commenced before the Period of Insurance unless You had
continuous previous insurance
B",q where legal expens have been incur as a result of your failur to follow the advic of our administr legal servic centr or aris from your failur to take ani action recommend by our administr or their legal servic centr to recov possess of the premis as prompt as possibl 3 legal expens in respect of a ani insur incid that occur within the first 90 day of the period of insur where the tenanc agreement commenc befor the period of insur unless you had continu previous insur b,"Q where Legal expense have be incur as a result of 
 your failure to follow the advice of our Administrator ’s legal 
 Services Centre or arise from your failure to take any action 
 recommend by our Administrator or their Legal Services 
 Centre to recover possession of the Premises as promptly 
 as possible 
 3 	 legal expense in respect of 
 A any Insured Incident that occur within the first 90 day 
 of the Period of Insurance where the Tenancy Agreement 
 commence before the Period of Insurance unless you have 
 continuous previous insurance 
 b"
"any act omission or delay that prejudices Your or Our position
in connection with the Legal Proceedings or prolongs the
length of the claim",ani act omiss or delay that prejudic your or our posit in connect with the legal proceed or prolong the length of the claim,"any act omission or delay that prejudice your or our position 
 in connection with the Legal Proceedings or prolong the 
 length of the claim"
"C any claim arising from a dispute between You and Your Agent
or mortgage lender
D any Insured Incident that began to occur or had occurred
before You purchased this Insurance
E",c ani claim aris from a disput between you and your agent or mortgag lender d ani insur incid that began to occur or had occur befor you purchas this insur e,"c any claim arise from a dispute between you and your agent 
 or mortgage lender 
 D any Insured Incident that begin to occur or have occur 
 before you purchase this insurance 
 e"
"any claim where You should reasonably have realised when
purchasing or renewing this Insurance that a claim under this
Insurance might occur",ani claim where you should reason have realis when purchas or renew this insur that a claim under this insur might occur,"any claim where you should reasonably have realise when 
 purchase or renew this Insurance that a claim under this 
 Insurance might occur"
"any claim where You fail to give proper information to Our
Administrator or to the Appointed Representative",ani claim where you fail to give proper inform to our administr or to the appoint repres,"any claim where you fail to give proper information to our 
 Administrator or to the Appointed Representative"
"G any claim relating to or arising from works undertaken or to be
undertaken by or under the order of any government or public
or local authority
H any claim relating to or arising from Planning law
I",g ani claim relat to or aris from work undertaken or to be undertaken by or under the order of ani govern or public or local author h ani claim relat to or aris from plan law i,"g any claim relate to or arise from work undertake or to be 
 undertake by or under the order of any government or public 
 or local authority 
 h any claim relate to or arise from plan law 
 I"
"any claim relating to or arising from divorce matrimonial
matters or proceedings including ancillary relief parental
responsibility and contact or affiliation",ani claim relat to or aris from divorc matrimoni matter or proceed includ ancillari relief parent respons and contact or affili,"any claim relate to or arise from divorce matrimonial 
 matter or proceeding include ancillary relief parental 
 responsibility and contact or affiliation"
"any claim relating to or arising from a venture for gain or
business project of Yours other than in relation to Your
activities as a Landlord",ani claim relat to or aris from a ventur for gain or busi project of your other than in relat to your activ as a landlord,"any claim relate to or arise from a venture for gain or 
 business project of yours other than in relation to your 
 activity as a Landlord"
"M any dispute or disputes between persons insured under
this Policy
N any application for Judicial Review
O any claim relating to or arising from a novel point of law
P",m ani disput or disput between person insur under this polici n ani applic for judici review o ani claim relat to or aris from a novel point of law p,"m any dispute or dispute between person insure under 
 this policy 
 N any application for Judicial Review 
 o any claim relate to or arise from a novel point of law 
 p"
"What is not covered
Q any avoidable correspondence or Legal Expenses which are
recoverable from a court tribunal or other party
R any damages interest fines or costs awarded in criminal courts
S",what is not cover q ani avoid correspond or legal expens which are recover from a court tribun or other parti r ani damag interest fine or cost award in crimin court s,"what be not cover 
 Q any avoidable correspondence or Legal expense which be 
 recoverable from a court tribunal or other party 
 r any damage interest fine or cost award in criminal court 
 s"
"Legal Proceedings for which You have cover or would be
entitled to be covered under any other insurance policy",legal proceed for which you have cover or would be entitl to be cover under ani other insur polici,"Legal Proceedings for which you have cover or would be 
 entitle to be cover under any other insurance policy"
"T Legal Expenses that have not been agreed in advance or are
above those for which Our Administrator has given their prior
written approval
U Legal Expenses that are in excess of the Standard Legal Expenses
V claims made by or against Us Our Administrator the Agent
or the Appointed Representative
W any claims relating to appeals where Our Administrator has
not given their prior written consent
X any Legal Expenses incurred prior to the issue of Legal
Proceedings or unless a conflict of interest arises for the costs
of any legal representative other than those of the Appointed
Representative",t legal expens that have not been agre in advanc or are abov those for which our administr has given their prior written approv u legal expens that are in excess of the standard legal expens v claim made by or against us our administr the agent or the appoint repres w ani claim relat to appeal where our administr has not given their prior written consent x ani legal expens incur prior to the issu of legal proceed or unless a conflict of interest aris for the cost of ani legal repres other than those of the appoint repres,"T Legal Expenses that have not be agree in advance or be 
 above those for which our Administrator have give their prior 
 write approval 
 U Legal expense that be in excess of the Standard Legal Expenses 
 v claim make by or against we our Administrator the Agent 
 or the Appointed Representative 
 w any claim relate to appeal where our Administrator have 
 not give their prior write consent 
 x any Legal expense incur prior to the issue of legal 
 Proceedings or unless a conflict of interest arise for the cost 
 of any legal representative other than those of the appoint 
 representative"
"1	Jury Service Allowance
The loss of income salary or wages of any Insured Person in
respect of that person’s obligation to attend Court for jury service
insofar as it is not recoverable from the relevant Court
provided that such attendance commences during the Period of
Insurance and within Great Britain Northern Ireland the Channel
Islands or the Isle of Man
Limit of Indemnity  £150 per person per day
2",1 juri servic allow the loss of incom salari or wage of ani insur person in respect of that person oblig to attend court for juri servic insofar as it is not recover from the relev court provid that such attend commenc dure the period of insur and within great britain northern ireland the channel island or the isl of man limit of indemn £150 per person per day 2,"1 	 Jury Service Allowance 
 the loss of income salary or wage of any Insured Person in 
 respect of that person ’s obligation to attend Court for jury service 
 insofar as it be not recoverable from the relevant Court 
 provide that such attendance commence during the Period of 
 Insurance and within Great Britain Northern Ireland the Channel 
 Islands or the Isle of Man 
 Limit of Indemnity   £ 150 per person per day 
 2"
"The actual loss of earnings incurred when any Insured Person is
absent from work attending Court as
A a witness for You at the request of the Appointed Representative
or
B",the actual loss of earn incur when ani insur person is absent from work attend court as a a wit for you at the request of the appoint repres or b,"the actual loss of earning incur when any Insured Person be 
 absent from work attend Court as 
 A a witness for you at the request of the Appointed Representative 
 or 
 b"
"provided that a claim has been admitted under ‘What is covered’
Limit of Indemnity  £150 per person per day
THIS INSURANCE ALSO DOES NOT COVER IN RESPECT
OF SECTIONS 1 – 7
Legal Expenses in respect of
1	any matter to which Our Administrator has not given their
written consent
2	the defence of any civil Legal Proceedings made or brought against
You arising from any actual or alleged
A death bodily injury disease or illness of any person
B",provid that a claim has been admit under what is cover limit of indemn £150 per person per day this insur also doe not cover in respect of section 1 – 7 legal expens in respect of 1 ani matter to which our administr has not given their written consent 2 the defenc of ani civil legal proceed made or brought against you aris from ani actual or alleg a death bodili injuri diseas or ill of ani person b,"provide that a claim have be admit under ' what be cover ' 
 Limit of Indemnity   £ 150 per person per day 
 this insurance also do not cover in RESPECT 
 of section 1 – 7 
 legal expense in respect of 
 1 	 any matter to which our Administrator have not give their 
 write consent 
 2 	 the defence of any civil Legal Proceedings make or bring against 
 you arise from any actual or allege 
 a death bodily injury disease or illness of any person 
 b"
"C breach of any professional duty
D breach of any duty owed as a director or officer of any company
This does not apply where the breach or alleged breach relates
to taxation disputes covered under Section 4 – Taxation
3",c breach of ani profession duti d breach of ani duti owe as a director or offic of ani compani this doe not appli where the breach or alleg breach relat to taxat disput cover under section 4 – taxat 3,"c breach of any professional duty 
 d breach of any duty owe as a director or officer of any company 
 this do not apply where the breach or alleged breach relate 
 to taxation dispute cover under section 4 – taxation 
 3"
"4	any fees that are in excess of the Standard Legal Expenses where
You have nominated Your own representative to act as the
Appointed Representative
5	any Legal Proceedings brought or transferred outside Great Britain
Northern Ireland the Channel Islands or the Isle of Man or Legal
Expenses incurred outside such territories
6	any Legal Proceedings where a reasonable estimate of the likely
irrecoverable element of any Legal Expenses to be paid would
exceed a realistic financial valuation of Your claim",4 ani fee that are in excess of the standard legal expens where you have nomin your own repres to act as the appoint repres 5 ani legal proceed brought or transfer outsid great britain northern ireland the channel island or the isl of man or legal expens incur outsid such territori 6 ani legal proceed where a reason estim of the like irrecover element of ani legal expens to be paid would exceed a realist financi valuat of your claim,"4 	 any fee that be in excess of the Standard Legal Expenses where 
 you have nominate your own representative to act as the 
 appoint Representative 
 5 	 any Legal Proceedings bring or transfer outside Great Britain 
 Northern Ireland the Channel Islands or the Isle of Man or legal 
 Expenses incur outside such territory 
 6 	 any Legal Proceedings where a reasonable estimate of the likely 
 irrecoverable element of any Legal Expenses to be pay would 
 exceed a realistic financial valuation of your claim"
"What is not covered
7	any Legal Proceedings for which You are covered or entitled to be
covered under any other insurance policy or any policy which You
are required to hold by law
8	any actual or alleged act omission or dispute occurring prior to or
existing at inception or renewal of this Policy and which You knew
or ought reasonably to have known was likely to give rise to Legal
Proceedings
9",what is not cover 7 ani legal proceed for which you are cover or entitl to be cover under ani other insur polici or ani polici which you are requir to hold by law 8 ani actual or alleg act omiss or disput occur prior to or exist at incept or renew of this polici and which you knew or ought reason to have known was like to give rise to legal proceed 9,"what be not cover 
 7 	 any Legal Proceedings for which you be cover or entitle to be 
 cover under any other insurance policy or any policy which you 
 be require to hold by law 
 8 	 any actual or alleged act omission or dispute occur prior to or 
 exist at inception or renewal of this policy and which you know 
 or ought reasonably to have know be likely to give rise to legal 
 proceeding 
 9"
"10	any dispute between You and any subsidiary parent associated or
sister company or between shareholders directors partners or any
other person who is or would be entitled to cover at Your request
11	damages fines or penalties of any nature incurred by You in Legal
Proceedings
12	any VAT attaching to Legal Expenses incurred with Our
Administrator’s consent which is recoverable by You
13	the defence of any Legal Proceedings arising from or relating to
Your actual or alleged dishonesty fraud or malicious conduct unless
such proceedings are successfully defended
14	the pursuit or defence of any action alleging defamation or malicious
falsehood
15	the pursuit or defence of any Legal Proceedings relating to patents
copyrights design rights moral rights trade or service marks registered
designs passing off trade secrets or confidential information
16	the pursuit or defence of Legal Proceedings between You and a
central or local government authority concerning the imposition of
statutory charges except where an appeal is allowed at law
17 an application for judicial review
18	the defence of any Legal Proceedings arising from or relating to
seepage pollution or contamination of any kind
19	any Legal Proceedings arising directly or indirectly from
A the transmission or impact of any Virus
B",10 ani disput between you and ani subsidiari parent associ or sister compani or between sharehold director partner or ani other person who is or would be entitl to cover at your request 11 damag fine or penalti of ani natur incur by you in legal proceed 12 ani vat attach to legal expens incur with our administr consent which is recover by you 13 the defenc of ani legal proceed aris from or relat to your actual or alleg dishonesti fraud or malici conduct unless such proceed are success defend 14 the pursuit or defenc of ani action alleg defam or malici falsehood 15 the pursuit or defenc of ani legal proceed relat to patent copyright design right moral right trade or servic mark regist design pass off trade secret or confidenti inform 16 the pursuit or defenc of legal proceed between you and a central or local govern author concern the imposit of statutori charg except where an appeal is allow at law 17 an applic for judici review 18 the defenc of ani legal proceed aris from or relat to seepag pollut or contamin of ani kind 19 ani legal proceed aris direct or indirect from a the transmiss or impact of ani virus b,"10 	 any dispute between you and any subsidiary parent associate or 
 sister company or between shareholder director partner or any 
 other person who be or would be entitle to cover at your request 
 11 	 damage fine or penalty of any nature incur by you in Legal 
 Proceedings 
 12 	 any vat attach to Legal expense incur with our 
 Administrator ’s consent which be recoverable by you 
 13 	 the defence of any Legal Proceedings arise from or relate to 
 your actual or alleged dishonesty fraud or malicious conduct unless 
 such proceeding be successfully defend 
 14 	 the pursuit or defence of any action allege defamation or malicious 
 falsehood 
 15 	 the pursuit or defence of any Legal Proceedings relate to patent 
 copyright design right moral right trade or service mark register 
 design pass off trade secret or confidential information 
 16 	 the pursuit or defence of Legal Proceedings between you and a 
 central or local government authority concern the imposition of 
 statutory charge except where an appeal be allow at law 
 17 an application for judicial review 
 18 	 the defence of any Legal Proceedings arise from or relate to 
 seepage pollution or contamination of any kind 
 19 	 any Legal Proceedings arise directly or indirectly from 
 A the transmission or impact of any Virus 
 b"
"but this does not apply to any claim relating to compensation for
bodily injury
20	any Legal Proceedings directly or indirectly caused by or
contributed to or arising from
A ionising radiations or contamination by radioactivity from an
irradiated nuclear fuel or from any nuclear waste from the
combustion of nuclear fuel
B",but this doe not appli to ani claim relat to compens for bodili injuri 20 ani legal proceed direct or indirect caus by or contribut to or aris from a ionis radiat or contamin by radioact from an irradi nuclear fuel or from ani nuclear wast from the combust of nuclear fuel b,"but this do not apply to any claim relate to compensation for 
 bodily injury 
 20 	 any Legal Proceedings directly or indirectly cause by or 
 contribute to or arise from 
 a ionising radiation or contamination by radioactivity from an 
 irradiate nuclear fuel or from any nuclear waste from the 
 combustion of nuclear fuel 
 b"
"the radioactive toxic explosive or other hazardous properties of
any explosive nuclear assembly or nuclear component thereof",the radioact toxic explos or other hazard properti of ani explos nuclear assembl or nuclear compon thereof,"the radioactive toxic explosive or other hazardous property of 
 any explosive nuclear assembly or nuclear component thereof"
"Acts of Parliament and Regulations
All Acts of Parliament and regulations referred to in this Insurance
include any subsequent amendments or reenactments of those Acts
or regulations and any equivalent legislation which is enforceable within
Great Britain Northern Ireland the Channel Islands or the Isle of Man",act of parliament and regul all act of parliament and regul refer to in this insur includ ani subsequ amend or reenact of those act or regul and ani equival legisl which is enforc within great britain northern ireland the channel island or the isl of man,"act of Parliament and Regulations 
 all act of Parliament and regulation refer to in this insurance 
 include any subsequent amendment or reenactment of those act 
 or regulation and any equivalent legislation which be enforceable within 
 Great Britain Northern Ireland the Channel Islands or the Isle of Man"
