paragraph,stemmed,tokenized
artificially generated electrical current including electric arcing that disturbs electrical devices appliances or wires,artifici generat electr current includ electr arc that disturb electr devic applianc or wire,artificially generate electrical current include electric arcing that disturb electrical device appliance or wire
"Damage to hot water boilers other water equipment oil or water storage tanks or other Covered Equipment
operating under steam or other fluid pressure caused by or resulting from any condition or event not otherwise
excluded occurring inside such equipment",damag to hot water boiler other water equip oil or water storag tank or other cover equip oper under steam or other fluid pressur caus by or result from ani condit or event not otherwis exclud occur insid such equip,"damage to hot water boiler other water equipment oil or water storage tank or other Covered Equipment 
 operating under steam or other fluid pressure cause by or result from any condition or event not otherwise 
 exclude occur inside such equipment"
"the actual breaking failure distortion or burning out of any part of the Covered Equipment whilst in ordinary
use arising from defects in the Covered Equipment causing its sudden stoppage and necessitating repair or
replacement before it can resume work",the actual break failur distort or burn out of ani part of the cover equip whilst in ordinari use aris from defect in the cover equip caus it sudden stoppag and necessit repair or replac befor it can resum work,"the actual break failure distortion or burn out of any part of the Covered Equipment whilst in ordinary 
 use arise from defect in the Covered Equipment cause its sudden stoppage and necessitating repair or 
 replacement before it can resume work"
"fracturing of any part of the Covered Equipment by frost when such fracture renders the Covered Equipment
inoperative",fractur of ani part of the cover equip by frost when such fractur render the cover equip inop,"fracturing of any part of the Covered Equipment by frost when such fracture render the Covered Equipment 
 inoperative"
"3	the actual and complete severance of a rope but not breakage or abrasion of wires or strands even though
replacement may be necessary
Collapse
The sudden and dangerous distortion whether or not attended by rupture of any part of the Covered Equipment caused
by crushing stress by force of steam or other fluid pressure other than pressure of chemical action or ignited flue gases or
ignition of the contents
Computer Equipment
Building management control systems
Covered Equipment
Equipment at the Premises owned by You or for which You are responsible
1",3 the actual and complet sever of a rope but not breakag or abras of wire or strand even though replac may be necessari collaps the sudden and danger distort whether or not attend by ruptur of ani part of the cover equip caus by crush stress by forc of steam or other fluid pressur other than pressur of chemic action or ignit flue gase or ignit of the content comput equip build manag control system cover equip equip at the premis own by you or for which you are respons 1,"3 	 the actual and complete severance of a rope but not breakage or abrasion of wire or strand even though 
 replacement may be necessary 
 collapse 
 the sudden and dangerous distortion whether or not attend by rupture of any part of the Covered Equipment cause 
 by crush stress by force of steam or other fluid pressure other than pressure of chemical action or ignite flue gas or 
 ignition of the content 
 Computer Equipment 
 building management control system 
 Covered Equipment 
 Equipment at the Premises own by you or for which you be responsible 
 1"
"any vehicle aircraft floating vessels or any equipment mounted thereon other than vehicle recovery cranes or
equipment which are included but not the actual vehicle",ani vehicl aircraft float vessel or ani equip mount thereon other than vehicl recoveri crane or equip which are includ but not the actual vehicl,"any vehicle aircraft float vessel or any equipment mount thereon other than vehicle recovery crane or 
 equipment which be include but not the actual vehicle"
"d	self propelled plant and equipment other than fork lift trucks used by You at Your Premises dragline excavation
or construction equipment
e",d self propel plant and equip other than fork lift truck use by you at your premis draglin excav or construct equip e,"d 	 self propel plant and equipment other than fork lift truck use by you at your Premises dragline excavation 
 or construction equipment 
 e"
"g	tools dies cutting edges crushing surfaces trailing cables non metallic linings driving belts or bands or any part
requiring periodic renewal
h",g tool die cut edg crush surfac trail cabl non metal line drive belt or band or ani part requir period renew h,"g 	 tool die cut edge crush surface trail cable non metallic lining drive belt or band or any part 
 require periodic renewal 
 h"
"any electronic equipment other than Computer Equipment used for research diagnostic treatment experimental
or other medical or scientific purposes with a new replacement value in excess of £30000",ani electron equip other than comput equip use for research diagnost treatment experiment or other medic or scientif purpos with a new replac valu in excess of £30000,"any electronic equipment other than Computer Equipment use for research diagnostic treatment experimental 
 or other medical or scientific purpose with a new replacement value in excess of £ 30000"
"j	any electricity generating equipment other than emergency backup power equipment or wind turbines less than
10kw or photovoltaic equipment less than 50kw
k	any kitchen and food preparation equipment laundry and cleaning equipment audiovisual equipment and
Computer Equipment whilst in a private dwelling or private dwelling quarters unless such is equipment is Yours
or for which You are responsible
Derangement
Electrical or mechanical malfunction of the machinery arising from a cause internal to Computer Equipment unaccompanied by
visible Damage to or breaking of any parts of the equipment
Explosion
The sudden and violent rending of the Covered Equipment by force of internal steam or other fluid pressure other than
pressure of chemical action or ignited flue gases or ignition of the contents causing bodily displacement of any part of the
Covered Equipment together with forcible ejection of the contents
Hazardous Substance
Any substance other than ammonia that has been declared to be hazardous to health by a government agency
Hired In Plant
Mechanical electrical or manually powered implements materials containment preparation and handling equipment scaffolding
staging ladders and similar equipment site huts cabins or similar contractors plant and equipment hired in by You
Manufacturing production or process equipment
Any machine or apparatus other than boilers lifts fork lift trucks dock levelers and lifting tables which has a primary purpose
of processing or producing a product or service intended for eventual sale by You and any equipment which exclusively serves
such machinery or apparatus
Media
All forms of electronic magnetic and optical tapes and discs for use in any Computer Equipment
Verified
Checked for accuracy and integrity to ensure a precise match with the source data and capable of restoration",j ani electr generat equip other than emerg backup power equip or wind turbin less than 10kw or photovolta equip less than 50kw k ani kitchen and food prepar equip laundri and clean equip audiovisu equip and comput equip whilst in a privat dwell or privat dwell quarter unless such is equip is your or for which you are respons derang electr or mechan malfunct of the machineri aris from a caus intern to comput equip unaccompani by visibl damag to or break of ani part of the equip explos the sudden and violent rend of the cover equip by forc of intern steam or other fluid pressur other than pressur of chemic action or ignit flue gase or ignit of the content caus bodili displac of ani part of the cover equip togeth with forcibl eject of the content hazard substanc ani substanc other than ammonia that has been declar to be hazard to health by a govern agenc hire in plant mechan electr or manual power implement materi contain prepar and handl equip scaffold stage ladder and similar equip site hut cabin or similar contractor plant and equip hire in by you manufactur product or process equip ani machin or apparatus other than boiler lift fork lift truck dock level and lift tabl which has a primari purpos of process or produc a product or servic intend for eventu sale by you and ani equip which exclus serv such machineri or apparatus media all form of electron magnet and optic tape and disc for use in ani comput equip verifi check for accuraci and integr to ensur a precis match with the sourc data and capabl of restor,"j 	 any electricity generating equipment other than emergency backup power equipment or wind turbine less than 
 10kw or photovoltaic equipment less than 50kw 
 k 	 any kitchen and food preparation equipment laundry and clean equipment audiovisual equipment and 
 Computer Equipment whilst in a private dwelling or private dwelling quarter unless such be equipment be yours 
 or for which you be responsible 
 derangement 
 electrical or mechanical malfunction of the machinery arise from a cause internal to Computer Equipment unaccompanied by 
 visible damage to or breaking of any part of the equipment 
 explosion 
 the sudden and violent rending of the Covered Equipment by force of internal steam or other fluid pressure other than 
 pressure of chemical action or ignite flue gas or ignition of the content cause bodily displacement of any part of the 
 Covered Equipment together with forcible ejection of the content 
 Hazardous Substance 
 any substance other than ammonia that have be declare to be hazardous to health by a government agency 
 Hired in Plant 
 Mechanical electrical or manually power implement material containment preparation and handling equipment scaffold 
 staging ladder and similar equipment site hut cabin or similar contractor plant and equipment hire in by you 
 manufacture production or process equipment 
 any machine or apparatus other than boiler lift fork lift truck dock leveler and lift table which have a primary purpose 
 of processing or produce a product or service intend for eventual sale by you and any equipment which exclusively serve 
 such machinery or apparatus 
 medium 
 all form of electronic magnetic and optical tape and disc for use in any Computer Equipment 
 verify 
 check for accuracy and integrity to ensure a precise match with the source datum and capable of restoration"
"Cover
We will indemnify You in respect of direct physical Damage and any specified consequential loss from an Accident to Covered
Equipment owned by You or for which You are responsible subject to a maximum liability of £5000000 for any one Accident
Provided that
This cover will only apply where the Property Damage Section of the Policy is shown as effective under the Policy Schedule
for the current Period of Insurance",cover we will indemnifi you in respect of direct physic damag and ani specifi consequenti loss from an accid to cover equip own by you or for which you are respons subject to a maximum liabil of £5000000 for ani one accid provid that this cover will onli appli where the properti damag section of the polici is shown as effect under the polici schedul for the current period of insur,"Cover 
 we will indemnify you in respect of direct physical Damage and any specify consequential loss from an accident to cover 
 Equipment own by you or for which you be responsible subject to a maximum liability of £ 5000000 for any one accident 
 provide that 
 this cover will only apply where the Property Damage Section of the Policy be show as effective under the Policy Schedule 
 for the current Period of insurance"
"Extensions
The following Extensions also apply to Damage caused by or resulting from an Accident to Covered Equipment",extens the follow extens also appli to damag caus by or result from an accid to cover equip,"extension 
 the following Extensions also apply to Damage cause by or result from an accident to Covered Equipment"
"Hazardous Substances
We will indemnify You in respect of the additional cost to repair or replace Covered Equipment because of contamination by a
Hazardous Substance including any additional expenses incurred to clean up or dispose of such property
The maximum amount We will pay in respect of this extension shall be £10000 any one Accident
Reinstatement of Data and Increased Costs of Working
1	We will indemnify You for costs incurred in reinstating data lost or damaged in consequence of an Accident to or
Derangement of Computer Equipment
		",hazard substanc we will indemnifi you in respect of the addit cost to repair or replac cover equip becaus of contamin by a hazard substanc includ ani addit expens incur to clean up or dispos of such properti the maximum amount we will pay in respect of this extens shall be £10000 ani one accid reinstat of data and increas cost of work 1 we will indemnifi you for cost incur in reinstat data lost or damag in consequ of an accid to or derang of comput equip,"hazardous substance 
 we will indemnify you in respect of the additional cost to repair or replace Covered Equipment because of contamination by a 
 Hazardous substance include any additional expense incur to clean up or dispose of such property 
 the maximum amount we will pay in respect of this extension shall be £ 10000 any one accident 
 Reinstatement of Data and Increased cost of Working 
 1 	 we will indemnify you for cost incur in reinstate datum lose or damage in consequence of an Accident to or 
 Derangement of Computer Equipment 
		"
"2	In addition We will pay reasonable costs necessarily incurred in minimising or preventing the resulting interruption
or interference to Your computer operations Our total liability shall not exceed £50000 any one Accident in
respect of such additional costs
Business Interruption
Provided that the Loss of Rental Income Section of this Policy is operative We shall be liable for financial loss caused by or
resulting from an Accident to Covered Equipment
Our liability in any one Period of Insurance shall not exceed £100000 under this extension
Provided that
We shall not be liable under this extension for any loss resulting from Damage to Own Surrounding Property
Public AuthoritiesLaw or Ordinance
If an Accident to Covered Equipment damages a building that is covered under this Policy and the loss is increased by
enforcement of any public authority ordinance or law in force at the time of the Accident that regulates the construction or
repair of buildings or establishes zoning or land use requirements We shall indemnify You for the following additional costs to
comply with such ordinance or law
1",2 in addit we will pay reason cost necessarili incur in minimis or prevent the result interrupt or interfer to your comput oper our total liabil shall not exceed £50000 ani one accid in respect of such addit cost busi interrupt provid that the loss of rental incom section of this polici is oper we shall be liabl for financi loss caus by or result from an accid to cover equip our liabil in ani one period of insur shall not exceed £100000 under this extens provid that we shall not be liabl under this extens for ani loss result from damag to own surround properti public authoritieslaw or ordin if an accid to cover equip damag a build that is cover under this polici and the loss is increas by enforc of ani public author ordin or law in forc at the time of the accid that regul the construct or repair of build or establish zone or land use requir we shall indemnifi you for the follow addit cost to compli with such ordin or law 1,"2 	 in addition we will pay reasonable cost necessarily incur in minimise or prevent the result interruption 
 or interference to your computer operation our total liability shall not exceed £ 50000 any one accident in 
 respect of such additional cost 
 Business Interruption 
 provide that the Loss of Rental Income Section of this policy be operative we shall be liable for financial loss cause by or 
 result from an accident to Covered Equipment 
 our liability in any one Period of Insurance shall not exceed £ 100000 under this extension 
 provide that 
 we shall not be liable under this extension for any loss result from damage to own surround property 
 Public AuthoritiesLaw or ordinance 
 if an accident to Covered Equipment damage a building that be cover under this policy and the loss be increase by 
 enforcement of any public authority ordinance or law in force at the time of the Accident that regulate the construction or 
 repair of building or establish zoning or land use requirement we shall indemnify you for the follow additional cost to 
 comply with such ordinance or law 
 1"
"2	Your actual expenditures for increased costs to repair rebuild or construct the building If the building is repaired
or rebuilt it must be intended for similar use or occupancy as the current building unless otherwise required by
zoning or land use ordinance or law
We will not indemnify You for
a",2 your actual expenditur for increas cost to repair rebuild or construct the build if the build is repair or rebuilt it must be intend for similar use or occup as the current build unless otherwis requir by zone or land use ordin or law we will not indemnifi you for a,"2 	 your actual expenditure for increase cost to repair rebuild or construct the building if the building be repair 
 or rebuild it must be intend for similar use or occupancy as the current building unless otherwise require by 
 zoning or land use ordinance or law 
 we will not indemnify you for 
 a"
"any increase in loss due to a Hazardous Substance other than as specifically insured under Hazardous
Substances Extension or",ani increas in loss due to a hazard substanc other than as specif insur under hazard substanc extens or,"any increase in loss due to a Hazardous Substance other than as specifically insure under hazardous 
 Substances Extension or"
"This additional coverage is within and does not increase the Limit of Indemnity shown in the Schedule
Expediting Expenses
With respect to damaged Covered Equipment We shall indemnify You for the reasonable extra cost to make temporary repairs
and expedite permanent repairs or permanent replacement
The maximum We shall pay in respect of this Extension shall be £20000 any one Accident",this addit coverag is within and doe not increas the limit of indemn shown in the schedul expedit expens with respect to damag cover equip we shall indemnifi you for the reason extra cost to make temporari repair and expedit perman repair or perman replac the maximum we shall pay in respect of this extens shall be £20000 ani one accid,"this additional coverage be within and do not increase the Limit of Indemnity show in the Schedule 
 Expediting expense 
 with respect to damage Covered Equipment we shall indemnify you for the reasonable extra cost to make temporary repair 
 and expedite permanent repair or permanent replacement 
 the maximum we shall pay in respect of this extension shall be £ 20000 any one accident"
"Hire of Substitute Item
If Covered Equipment is damaged as a result of an Accident We will also indemnify You against the cost of hire charges
actually incurred by You during the Period of Insurance for the necessary hire of a substitute item of similar type and capacity
during the period of repair or until permanent replacement of the item lost or Damaged
The maximum We will pay in respect of this Extension shall be £10000 any one Accident
Storage Tanks and Loss of Contents
The insurance under this Section extends to include damage caused by an Accident to oil storage tanks or water tanks
including connected pipework belonging to You or for which You are responsible at the Premises
In addition this Extension covers loss of the contents of oil storage tanks caused by
1",hire of substitut item if cover equip is damag as a result of an accid we will also indemnifi you against the cost of hire charg actual incur by you dure the period of insur for the necessari hire of a substitut item of similar type and capac dure the period of repair or until perman replac of the item lost or damag the maximum we will pay in respect of this extens shall be £10000 ani one accid storag tank and loss of content the insur under this section extend to includ damag caus by an accid to oil storag tank or water tank includ connect pipework belong to you or for which you are respons at the premis in addit this extens cover loss of the content of oil storag tank caus by 1,"hire of Substitute Item 
 if Covered Equipment be damage as a result of an accident we will also indemnify you against the cost of hire charge 
 actually incur by you during the Period of Insurance for the necessary hire of a substitute item of similar type and capacity 
 during the period of repair or until permanent replacement of the item lose or damage 
 the maximum we will pay in respect of this extension shall be £ 10000 any one accident 
 Storage Tanks and loss of Contents 
 the insurance under this section extend to include damage cause by an accident to oil storage tank or water tank 
 include connect pipework belong to you or for which you be responsible at the premise 
 in addition this Extension cover loss of the content of oil storage tank cause by 
 1"
"escape of contents  leakage discharge or overflow from the oil storage tanks caused by or resulting from an
Accident",escap of content leakag discharg or overflow from the oil storag tank caus by or result from an accid,"escape of content   leakage discharge or overflow from the oil storage tank cause by or result from an 
 accident"
"2	contamination  contamination of the contents of the oil storage tanks caused by or resulting from an Accident
including cleaning costs incurred as a result of such loss
The maximum We will pay in respect of any one Accident of series of Accidents arising out of one occurrence shall be £10000
Damage to Own Surrounding Property
We will pay for damage to Property at the Premises belonging to You or in Your custody and control and for which You are
responsible directly resulting from the Explosion or Collapse of any Covered Equipment operating under steam pressure
Our liability shall not exceed £1000000 any one Accident
Additional Access Costs
Provided that that Loss of Rental Income Section of this Policy is operative We will be liable under this extension for any
necessary additional costs incurred in order to gain access to repair or replace the Covered Equipment following an Accident
Our liability shall not exceed £20000 any one Accident
Debris Removal
We shall be liable under this extension for costs incurred in the removal of debris and protection of Covered Equipment
following an Accident
Our liability shall not exceed £25000 any one Accident
Repair Costs Investigation
With Our prior written agreement We will pay costs relating to repair investigations and tests by consulting engineers for
damage to Covered Equipment following an Accident for an amount not exceeding £25000 for any one Accident
We shall not be liable under this extension for fees incurred in preparing a claim under this Policy
Hired In Plant Extension
We will indemnify You in respect of plant hired by You against Your legal liability under the terms of the hiring agreement to pay
1",2 contamin contamin of the content of the oil storag tank caus by or result from an accid includ clean cost incur as a result of such loss the maximum we will pay in respect of ani one accid of seri of accid aris out of one occurr shall be £10000 damag to own surround properti we will pay for damag to properti at the premis belong to you or in your custodi and control and for which you are respons direct result from the explos or collaps of ani cover equip oper under steam pressur our liabil shall not exceed £1000000 ani one accid addit access cost provid that that loss of rental incom section of this polici is oper we will be liabl under this extens for ani necessari addit cost incur in order to gain access to repair or replac the cover equip follow an accid our liabil shall not exceed £20000 ani one accid debri remov we shall be liabl under this extens for cost incur in the remov of debri and protect of cover equip follow an accid our liabil shall not exceed £25000 ani one accid repair cost investig with our prior written agreement we will pay cost relat to repair investig and test by consult engin for damag to cover equip follow an accid for an amount not exceed £25000 for ani one accid we shall not be liabl under this extens for fee incur in prepar a claim under this polici hire in plant extens we will indemnifi you in respect of plant hire by you against your legal liabil under the term of the hire agreement to pay 1,"2 	 contamination   contamination of the content of the oil storage tank cause by or result from an accident 
 include clean cost incur as a result of such loss 
 the maximum we will pay in respect of any one accident of series of accident arise out of one occurrence shall be £ 10000 
 damage to own surround property 
 we will pay for damage to property at the Premises belong to you or in your custody and control and for which you be 
 responsible directly result from the Explosion or Collapse of any Covered Equipment operate under steam pressure 
 our liability shall not exceed £ 1000000 any one accident 
 Additional Access cost 
 provide that that Loss of Rental Income Section of this policy be operative we will be liable under this extension for any 
 necessary additional cost incur in order to gain access to repair or replace the Covered Equipment follow an accident 
 our liability shall not exceed £ 20000 any one accident 
 Debris Removal 
 we shall be liable under this extension for cost incur in the removal of debris and protection of Covered Equipment 
 follow an accident 
 our liability shall not exceed £ 25000 any one accident 
 Repair Costs investigation 
 with our prior write agreement we will pay cost relate to repair investigation and test by consult engineer for 
 damage to Covered Equipment follow an Accident for an amount not exceed £ 25000 for any one accident 
 we shall not be liable under this extension for fee incur in prepare a claim under this policy 
 Hired in Plant Extension 
 we will indemnify you in respect of plant hire by you against your legal liability under the term of the hiring agreement to pay 
 1"
"Whilst the plant is at any Premises stated in the Policy Schedule and whilst in transit other than by sea or air from one
Premises to another
The maximum We will pay in any one Period of Insurance is £20000",whilst the plant is at ani premis state in the polici schedul and whilst in transit other than by sea or air from one premis to anoth the maximum we will pay in ani one period of insur is £20000,"whilst the plant be at any Premises state in the Policy Schedule and whilst in transit other than by sea or air from one 
 Premises to another 
 the maximum we will pay in any one Period of Insurance be £ 20000"
"Provided that
Where legal proceedings have been initiated against You with respect to an indemnifiable incident under this extension We will
with Our written consent pay all legal expenses actually incurred by You
Extension Conditions
Hiring Conditions
The insurance provided by this extension will indemnify You to the extent required by
1",provid that where legal proceed have been initi against you with respect to an indemnifi incid under this extens we will with our written consent pay all legal expens actual incur by you extens condit hire condit the insur provid by this extens will indemnifi you to the extent requir by 1,"provide that 
 where legal proceeding have be initiate against you with respect to an indemnifiable incident under this extension we will 
 with our write consent pay all legal expense actually incur by you 
 Extension condition 
 hiring condition 
 the insurance provide by this extension will indemnify you to the extent require by 
 1"
"the Model Conditions for the hiring of Plant recommended by the Construction Planthire Association or the
Scottish Plant Owners Association or conditions not more onerous or",the model condit for the hire of plant recommend by the construct planthir associ or the scottish plant owner associ or condit not more oner or,"the Model Conditions for the hiring of Plant recommend by the Construction Planthire Association or the 
 Scottish Plant Owners Association or condition not more onerous or"
"In the event of a loss involving hire conditions more onerous than those covered by this extension the indemnity provided will
be limited to the liability under 1 or 2 above as applicable
Multiple Lifting Operations
For the insurance provided under this extension to be operative during any operation in which a load is shared between any
items of lifting plant or lifting equipment whether insured by this extension or not the lifting operation must be conducted in
accordance with BS7121
Special Exclusions
Hire Purchase or Free Loan
Physical loss of or damage to any Property on free loan or hire purchase to You
Road Vehicles
Loss of or damage to
1	licensed cars lorries vans trucks or other road vehicles which are not used in circumstances requiring insurance
under any road traffic legislation other than contractors plant as a tool of trade
2",in the event of a loss involv hire condit more oner than those cover by this extens the indemn provid will be limit to the liabil under 1 or 2 abov as applic multipl lift oper for the insur provid under this extens to be oper dure ani oper in which a load is share between ani item of lift plant or lift equip whether insur by this extens or not the lift oper must be conduct in accord with bs7121 special exclus hire purchas or free loan physic loss of or damag to ani properti on free loan or hire purchas to you road vehicl loss of or damag to 1 licens car lorri van truck or other road vehicl which are not use in circumst requir insur under ani road traffic legisl other than contractor plant as a tool of trade 2,"in the event of a loss involve hire condition more onerous than those cover by this extension the indemnity provide will 
 be limit to the liability under 1 or 2 above as applicable 
 Multiple Lifting Operations 
 for the insurance provide under this extension to be operative during any operation in which a load be share between any 
 item of lift plant or lift equipment whether insure by this extension or not the lifting operation must be conduct in 
 accordance with bs7121 
 Special Exclusions 
 Hire Purchase or Free Loan 
 physical loss of or damage to any property on free loan or hire purchase to you 
 Road Vehicles 
 Loss of or damage to 
 1 	 license car lorry van truck or other road vehicle which be not use in circumstance require insurance 
 under any road traffic legislation other than contractor plant as a tool of trade 
 2"
"Unexplained Losses
Unaccountable losses or losses discovered on the occasion of checks or inventories unless You can produce reasonable proof
that such losses are as a result of an identifiable incident
Loss of use of the Property insured by this extension or consequential loss of any kind",unexplain loss unaccount loss or loss discov on the occas of check or inventori unless you can produc reason proof that such loss are as a result of an identifi incid loss of use of the properti insur by this extens or consequenti loss of ani kind,"Unexplained Losses 
 unaccountable loss or loss discover on the occasion of check or inventory unless you can produce reasonable proof 
 that such loss be as a result of an identifiable incident 
 loss of use of the property insure by this extension or consequential loss of any kind"
"Conditions
Basis of Claims Settlement
As described in the Property Damage and Loss of Rental Income Sections of this Policy
Precautions
You shall exercise due diligence in
1",condit basi of claim settlement as describ in the properti damag and loss of rental incom section of this polici precaut you shall exercis due dilig in 1,"condition 
 Basis of Claims Settlement 
 as describe in the Property Damage and Loss of Rental Income Sections of this policy 
 precaution 
 you shall exercise due diligence in 
 1"
"2	ensuring that insured items are properly maintained and used in accordance with manufacturers
recommendations and in taking reasonable precautions to prevent Damage",2 ensur that insur item are proper maintain and use in accord with manufactur recommend and in take reason precaut to prevent damag,"2 	 ensure that insure item be properly maintain and use in accordance with manufacturer 
 recommendation and in take reasonable precaution to prevent damage"
"Back Up Records
You shall maintain a minimum of 2 generations of Verified backup computer records taken at intervals no less frequently than
48 hours and take all reasonable precautions to store and maintain records in accordance with the makers recommendations",back up record you shall maintain a minimum of 2 generat of verifi backup comput record taken at interv no less frequent than 48 hour and take all reason precaut to store and maintain record in accord with the maker recommend,"back up record 
 you shall maintain a minimum of 2 generation of verified backup computer record take at interval no less frequently than 
 48 hour and take all reasonable precaution to store and maintain record in accordance with the maker recommendation"
"Exceptions
We will not be liable for Damage caused by or resulting from
1	a hydrostatic pneumatic or gas pressure test of any boiler or pressure vessel or an insulation breakdown test of
any type of electrical equipment
2	any programming error programming limitation computer virus malicious code loss of data other than as
specifically provided for under Computer Equipment Reinstatement of Data and Increased Costs of Working
Extension loss of access loss of use or loss of functionality
We will not be liable for Damage caused by
3",except we will not be liabl for damag caus by or result from 1 a hydrostat pneumat or gas pressur test of ani boiler or pressur vessel or an insul breakdown test of ani type of electr equip 2 ani program error program limit comput virus malici code loss of data other than as specif provid for under comput equip reinstat of data and increas cost of work extens loss of access loss of use or loss of function we will not be liabl for damag caus by 3,"exception 
 we will not be liable for damage cause by or result from 
 1 	 a hydrostatic pneumatic or gas pressure test of any boiler or pressure vessel or an insulation breakdown test of 
 any type of electrical equipment 
 2 	 any programming error programming limitation computer virus malicious code loss of datum other than as 
 specifically provide for under Computer Equipment Reinstatement of Data and Increased cost of Working 
 Extension loss of access loss of use or loss of functionality 
 we will not be liable for Damage cause by 
 3"
"4	any condition that can be corrected by resetting calibrating realigning tightening adjusting or cleaning or by the
performance of maintenance
but if Damage from an Accident results We will be liable for that resulting Damage
We will not be liable for Damage recoverable
5",4 ani condit that can be correct by reset calibr realign tighten adjust or clean or by the perform of mainten but if damag from an accid result we will be liabl for that result damag we will not be liabl for damag recover 5,"4 	 any condition that can be correct by reset calibrate realign tightening adjusting or cleaning or by the 
 performance of maintenance 
 but if damage from an Accident result we will be liable for that result damage 
 we will not be liable for Damage recoverable 
 5"
"Legal Liabilities Section
Section Definitions
The following Definitions apply to this Section and shall keep the same meaning wherever they appear in the Section they
should also be read in conjunction with the General Definitions at the start of the Policy
Asbestos
Crocidolite amosite chrysotile fibrous actinolite fibrous anthophyllite or fibrous tremolite or any mixture containing any of those
materials fibres or particles of Asbestos or any material containing Asbestos or Asbestos dust
Costs and Expenses
Costs and Expenses shall be deemed to mean
1	costs and expenses of claimants for which You are legally liable and which may be the subject of indemnity under
this Section
2	other costs and expenses incurred with Our written consent in respect of any claim which may be the subject of
indemnity under this Section
3",legal liabil section section definit the follow definit appli to this section and shall keep the same mean wherev they appear in the section they should also be read in conjunct with the general definit at the start of the polici asbesto crocidolit amosit chrysotil fibrous actinolit fibrous anthophyllit or fibrous tremolit or ani mixtur contain ani of those materi fibr or particl of asbesto or ani materi contain asbesto or asbesto dust cost and expens cost and expens shall be deem to mean 1 cost and expens of claimant for which you are legal liabl and which may be the subject of indemn under this section 2 other cost and expens incur with our written consent in respect of ani claim which may be the subject of indemn under this section 3,"Legal Liabilities Section 
 Section definition 
 the follow definition apply to this section and shall keep the same meaning wherever they appear in the section they 
 should also be read in conjunction with the General Definitions at the start of the Policy 
 Asbestos 
 Crocidolite amosite chrysotile fibrous actinolite fibrous anthophyllite or fibrous tremolite or any mixture contain any of those 
 material fibre or particle of Asbestos or any material contain Asbestos or Asbestos dust 
 Costs and expense 
 Costs and Expenses shall be deem to mean 
 1 	 cost and expense of claimant for which you be legally liable and which may be the subject of indemnity under 
 this section 
 2 	 other cost and expense incur with our written consent in respect of any claim which may be the subject of 
 indemnity under this section 
 3"
any proceedings brought in any court arising out of any alleged breach of a statutory duty resulting in Injury,ani proceed brought in ani court aris out of ani alleg breach of a statutori duti result in injuri,any proceeding bring in any court arise out of any alleged breach of a statutory duty result in injury
"Compensation
Damages including interest
Damage
Physical loss destruction or damage
Event
Any accident or occurrence including continuous or repeated exposure to substantially the same general conditions which
results during the Period of Insurance in Injury or Damage to Property All Events or series of Events consequent on one cause
shall be regarded as one Event for the purposes of this Policy
Limit of Indemnity
The limit as specified in the Schedule
In respect of Products supplied the limit of Indemnity will apply to the total of all events happening in any one Period of
Insurance
Offshore
From the time of embarkation onto a conveyance at the point of final departure from land to any offshore rig or any offshore
platform whilst on any offshore rig or offshore platform and until such time of disembarkation from a conveyance onto land
upon return from any offshore rig or offshore platform
Product Supplied
Any product or thing including packaging containers instructions and labels sold supplied erected repaired altered treated
installed processed manufactured tested serviced hired out stored transported or delivered by or through You in the course of
the Business within the Territorial Limits
Territorial Limits
1",compens damag includ interest damag physic loss destruct or damag event ani accid or occurr includ continu or repeat exposur to substanti the same general condit which result dure the period of insur in injuri or damag to properti all event or seri of event consequ on one caus shall be regard as one event for the purpos of this polici limit of indemn the limit as specifi in the schedul in respect of product suppli the limit of indemn will appli to the total of all event happen in ani one period of insur offshor from the time of embark onto a convey at the point of final departur from land to ani offshor rig or ani offshor platform whilst on ani offshor rig or offshor platform and until such time of disembark from a convey onto land upon return from ani offshor rig or offshor platform product suppli ani product or thing includ packag contain instruct and label sold suppli erect repair alter treat instal process manufactur test servic hire out store transport or deliv by or through you in the cours of the busi within the territori limit territori limit 1,"compensation 
 damage include interest 
 damage 
 Physical loss destruction or damage 
 event 
 any accident or occurrence include continuous or repeat exposure to substantially the same general condition which 
 result during the Period of Insurance in Injury or damage to property all Events or series of Events consequent on one cause 
 shall be regard as one Event for the purpose of this policy 
 Limit of Indemnity 
 the limit as specify in the Schedule 
 in respect of product supply the limit of indemnity will apply to the total of all event happen in any one period of 
 Insurance 
 offshore 
 from the time of embarkation onto a conveyance at the point of final departure from land to any offshore rig or any offshore 
 platform whilst on any offshore rig or offshore platform and until such time of disembarkation from a conveyance onto land 
 upon return from any offshore rig or offshore platform 
 Product supply 
 any product or thing include packaging container instruction and label sell supply erect repaired alter treat 
 instal process manufacture test service hire out store transport or deliver by or through you in the course of 
 the business within the Territorial Limits 
 Territorial limit 
 1"
anywhere within Great Britain Northern Ireland the Isle of Man or the Channel Islands other than Offshore,anywher within great britain northern ireland the isl of man or the channel island other than offshor,anywhere within Great Britain Northern Ireland the Isle of Man or the Channel Islands other than offshore
